hour,East,North,West,South
4348,0.014,0.012,0.001,0.001
4349,0.057,0.047,0.028,0.03
4350,0.162,0.134,0.092,0.115
4351,0.326,0.276,0.267,0.293
4352,0.478,0.407,0.438,0.458
4353,0.579,0.517,0.578,0.578
4354,0.637,0.595,0.678,0.666
4355,0.656,0.627,0.736,0.726
4356,0.63,0.592,0.753,0.743
4357,0.621,0.538,0.731,0.715
4358,0.55,0.514,0.671,0.645
4359,0.46,0.452,0.57,0.532
4360,0.328,0.355,0.431,0.387
4361,0.187,0.233,0.268,0.222
4362,0.068,0.108,0.111,0.069
4363,0.022,0.038,0.036,0.02
4364,0,0.002,0.002,0
4365,0,0,0,0
4366,0,0,0,0
4367,0,0,0,0
4368,0,0,0,0
4369,0,0,0,0
4370,0,0,0,0
4371,0,0,0,0
4372,0.015,0.007,0.001,0.001
4373,0.041,0.047,0.028,0.043
4374,0.169,0.113,0.091,0.113
4375,0.341,0.217,0.26,0.19
4376,0.486,0.306,0.432,0.265
4377,0.596,0.49,0.572,0.32
4378,0.67,0.578,0.672,0.329
4379,0.71,0.578,0.73,0.269
4380,0.713,0.654,0.748,0.192
4381,0.678,0.649,0.728,0.178
4382,0.602,0.609,0.669,0.174
4383,0.491,0.528,0.572,0.165
4384,0.345,0.406,0.439,0.139
4385,0.191,0.256,0.276,0.108
4386,0.063,0.107,0.11,0.069
4387,0.021,0.038,0.03,0.024
4388,0,0.003,0.002,0
4389,0,0,0,0
4390,0,0,0,0
4391,0,0,0,0
4392,0,0,0,0
4393,0,0,0,0
4394,0,0,0,0
4395,0,0,0,0
4396,0.015,0.003,0.001,0.001
4397,0.042,0.03,0.029,0.03
4398,0.165,0.079,0.089,0.112
4399,0.328,0.211,0.26,0.291
4400,0.475,0.343,0.425,0.463
4401,0.598,0.396,0.56,0.598
4402,0.682,0.443,0.654,0.685
4403,0.72,0.538,0.709,0.74
4404,0.719,0.554,0.726,0.751
4405,0.679,0.556,0.707,0.722
4406,0.599,0.571,0.65,0.654
4407,0.498,0.503,0.555,0.545
4408,0.353,0.392,0.424,0.4
4409,0.189,0.245,0.267,0.228
4410,0.063,0.106,0.107,0.063
4411,0.02,0.038,0.029,0.018
4412,0,0.003,0.002,0
4413,0,0,0,0
4414,0,0,0,0
4415,0,0,0,0
4416,0,0,0,0
4417,0,0,0,0
4418,0,0,0,0
4419,0,0,0,0
4420,0.014,0.01,0.001,0.001
4421,0.04,0.036,0.031,0.037
4422,0.164,0.129,0.093,0.117
4423,0.329,0.297,0.254,0.277
4424,0.472,0.453,0.409,0.428
4425,0.582,0.578,0.534,0.547
4426,0.657,0.666,0.625,0.643
4427,0.693,0.714,0.676,0.69
4428,0.693,0.726,0.679,0.684
4429,0.657,0.699,0.622,0.498
4430,0.585,0.636,0.578,0.226
4431,0.471,0.536,0.447,0.137
4432,0.334,0.401,0.219,0.106
4433,0.187,0.244,0.099,0.067
4434,0.057,0.097,0.038,0.044
4435,0.019,0.034,0.013,0.017
4436,0,0.002,0,0
4437,0,0,0,0
4438,0,0,0,0
4439,0,0,0,0
4440,0,0,0,0
4441,0,0,0,0
4442,0,0,0,0
4443,0,0,0,0
4444,0.002,0.003,0,0
4445,0.016,0.035,0.035,0.017
4446,0.037,0.108,0.098,0.06
4447,0.07,0.222,0.223,0.152
4448,0.112,0.367,0.371,0.264
4449,0.176,0.518,0.464,0.393
4450,0.302,0.612,0.541,0.563
4451,0.399,0.651,0.584,0.528
4452,0.451,0.645,0.503,0.496
4453,0.471,0.617,0.346,0.378
4454,0.467,0.526,0.317,0.388
4455,0.403,0.365,0.42,0.351
4456,0.299,0.238,0.374,0.233
4457,0.142,0.148,0.225,0.102
4458,0.046,0.069,0.106,0.053
4459,0.008,0.022,0.034,0.019
4460,0,0.001,0,0
4461,0,0,0,0
4462,0,0,0,0
4463,0,0,0,0
4464,0,0,0,0
4465,0,0,0,0
4466,0,0,0,0
4467,0,0,0,0
4468,0.014,0.009,0,0.001
4469,0.044,0.049,0.036,0.032
4470,0.158,0.117,0.094,0.111
4471,0.31,0.222,0.229,0.277
4472,0.454,0.372,0.385,0.437
4473,0.56,0.51,0.527,0.565
4474,0.628,0.561,0.626,0.656
4475,0.654,0.554,0.653,0.703
4476,0.659,0.546,0.499,0.705
4477,0.614,0.626,0.325,0.655
4478,0.538,0.596,0.358,0.559
4479,0.439,0.483,0.347,0.445
4480,0.312,0.338,0.279,0.288
4481,0.173,0.191,0.191,0.171
4482,0.063,0.086,0.092,0.073
4483,0.019,0.028,0.027,0.017
4484,0,0.001,0,0
4485,0,0,0,0
4486,0,0,0,0
4487,0,0,0,0
4488,0,0,0,0
4489,0,0,0,0
4490,0,0,0,0
4491,0,0,0,0
4492,0.014,0.009,0,0
4493,0.051,0.05,0.025,0.04
4494,0.155,0.103,0.09,0.12
4495,0.275,0.173,0.187,0.252
4496,0.375,0.252,0.292,0.377
4497,0.46,0.302,0.36,0.48
4498,0.544,0.321,0.475,0.516
4499,0.614,0.394,0.576,0.545
4500,0.611,0.457,0.643,0.515
4501,0.533,0.487,0.652,0.475
4502,0.42,0.495,0.558,0.341
4503,0.293,0.436,0.386,0.223
4504,0.216,0.312,0.236,0.188
4505,0.133,0.192,0.118,0.096
4506,0.057,0.085,0.051,0.021
4507,0.011,0.027,0.02,0.002
4508,0,0,0.001,0
4509,0,0,0,0
4510,0,0,0,0
4511,0,0,0,0
4512,0,0,0,0
4513,0,0,0,0
4514,0,0,0,0
4515,0,0,0,0
4516,0.002,0.005,0,0
4517,0.032,0.033,0.006,0.023
4518,0.102,0.073,0.026,0.088
4519,0.189,0.123,0.053,0.17
4520,0.296,0.114,0.074,0.277
4521,0.401,0.122,0.103,0.365
4522,0.447,0.133,0.118,0.251
4523,0.415,0.114,0.142,0.287
4524,0.369,0.156,0.167,0.292
4525,0.24,0.278,0.148,0.257
4526,0.136,0.277,0.097,0.189
4527,0.095,0.191,0.086,0.175
4528,0.069,0.101,0.062,0.133
4529,0.064,0.044,0.044,0.082
4530,0.036,0.019,0.028,0.037
4531,0.005,0.005,0.013,0.006
4532,0,0,0,0
4533,0,0,0,0
4534,0,0,0,0
4535,0,0,0,0
4536,0,0,0,0
4537,0,0,0,0
4538,0,0,0,0
4539,0,0,0,0
4540,0.006,0.005,0,0
4541,0.032,0.041,0.003,0.028
4542,0.051,0.105,0.021,0.091
4543,0.089,0.184,0.053,0.18
4544,0.199,0.242,0.085,0.272
4545,0.313,0.274,0.105,0.355
4546,0.409,0.345,0.131,0.352
4547,0.48,0.547,0.141,0.359
4548,0.467,0.631,0.159,0.361
4549,0.409,0.631,0.155,0.35
4550,0.314,0.582,0.157,0.306
4551,0.213,0.5,0.122,0.234
4552,0.139,0.381,0.098,0.15
4553,0.089,0.238,0.084,0.083
4554,0.041,0.103,0.06,0.038
4555,0.008,0.036,0.02,0.009
4556,0,0.001,0,0
4557,0,0,0,0
4558,0,0,0,0
4559,0,0,0,0
4560,0,0,0,0
4561,0,0,0,0
4562,0,0,0,0
4563,0,0,0,0
4564,0.009,0.007,0,0
4565,0.056,0.038,0.033,0.039
4566,0.151,0.122,0.095,0.095
4567,0.29,0.28,0.239,0.15
4568,0.419,0.434,0.383,0.204
4569,0.552,0.558,0.488,0.229
4570,0.625,0.645,0.538,0.281
4571,0.658,0.694,0.624,0.234
4572,0.656,0.706,0.608,0.186
4573,0.594,0.681,0.554,0.21
4574,0.491,0.621,0.472,0.192
4575,0.359,0.525,0.407,0.16
4576,0.26,0.396,0.318,0.101
4577,0.169,0.245,0.202,0.064
4578,0.067,0.096,0.096,0.037
4579,0.016,0.03,0.031,0.004
4580,0,0.001,0,0
4581,0,0,0,0
4582,0,0,0,0
4583,0,0,0,0
4584,0,0,0,0
4585,0,0,0,0
4586,0,0,0,0
4587,0,0,0,0
4588,0.009,0.007,0,0
4589,0.054,0.035,0.032,0.026
4590,0.158,0.122,0.095,0.088
4591,0.312,0.286,0.222,0.212
4592,0.44,0.44,0.383,0.391
4593,0.53,0.558,0.503,0.45
4594,0.585,0.658,0.58,0.493
4595,0.599,0.713,0.645,0.523
4596,0.523,0.731,0.637,0.638
4597,0.379,0.71,0.586,0.664
4598,0.387,0.651,0.49,0.609
4599,0.326,0.551,0.379,0.501
4600,0.254,0.414,0.295,0.366
4601,0.152,0.24,0.197,0.215
4602,0.066,0.096,0.099,0.076
4603,0.015,0.031,0.03,0.015
4604,0,0.001,0,0
4605,0,0,0,0
4606,0,0,0,0
4607,0,0,0,0
4608,0,0,0,0
4609,0,0,0,0
4610,0,0,0,0
4611,0,0,0,0
4612,0.011,0.003,0,0
4613,0.044,0.033,0.029,0.028
4614,0.162,0.109,0.091,0.082
4615,0.319,0.254,0.208,0.153
4616,0.456,0.441,0.342,0.238
4617,0.541,0.575,0.45,0.283
4618,0.588,0.659,0.589,0.313
4619,0.594,0.709,0.682,0.3
4620,0.565,0.72,0.701,0.299
4621,0.542,0.695,0.688,0.29
4622,0.466,0.627,0.59,0.262
4623,0.368,0.528,0.51,0.214
4624,0.279,0.395,0.363,0.154
4625,0.156,0.236,0.223,0.091
4626,0.063,0.096,0.109,0.035
4627,0.014,0.032,0.034,0.004
4628,0,0.001,0,0
4629,0,0,0,0
4630,0,0,0,0
4631,0,0,0,0
4632,0,0,0,0
4633,0,0,0,0
4634,0,0,0,0
4635,0,0,0,0
4636,0.012,0.004,0,0
4637,0.052,0.042,0.013,0.027
4638,0.164,0.103,0.041,0.091
4639,0.318,0.193,0.078,0.19
4640,0.448,0.295,0.136,0.279
4641,0.492,0.394,0.213,0.371
4642,0.466,0.483,0.316,0.386
4643,0.465,0.52,0.407,0.414
4644,0.466,0.546,0.409,0.394
4645,0.381,0.522,0.363,0.313
4646,0.27,0.466,0.26,0.273
4647,0.171,0.371,0.23,0.247
4648,0.099,0.276,0.169,0.215
4649,0.051,0.158,0.114,0.148
4650,0.02,0.071,0.054,0.073
4651,0.002,0.013,0.016,0.017
4652,0,0,0,0
4653,0,0,0,0
4654,0,0,0,0
4655,0,0,0,0
4656,0,0,0,0
4657,0,0,0,0
4658,0,0,0,0
4659,0,0,0,0
4660,0.005,0,0,0
4661,0.04,0.01,0.025,0.034
4662,0.105,0.033,0.087,0.105
4663,0.194,0.079,0.197,0.227
4664,0.286,0.142,0.335,0.374
4665,0.367,0.212,0.491,0.485
4666,0.426,0.299,0.615,0.569
4667,0.475,0.465,0.656,0.617
4668,0.511,0.586,0.598,0.616
4669,0.482,0.644,0.442,0.58
4670,0.421,0.618,0.39,0.53
4671,0.346,0.521,0.326,0.432
4672,0.255,0.392,0.218,0.314
4673,0.164,0.242,0.165,0.189
4674,0.067,0.104,0.098,0.074
4675,0.016,0.035,0.035,0.014
4676,0,0,0,0
4677,0,0,0,0
4678,0,0,0,0
4679,0,0,0,0
4680,0,0,0,0
4681,0,0,0,0
4682,0,0,0,0
4683,0,0,0,0
4684,0.009,0.006,0,0
4685,0.054,0.042,0.029,0.021
4686,0.146,0.12,0.092,0.076
4687,0.262,0.266,0.224,0.173
4688,0.361,0.412,0.392,0.274
4689,0.425,0.535,0.523,0.466
4690,0.42,0.587,0.586,0.595
4691,0.389,0.582,0.561,0.638
4692,0.435,0.546,0.527,0.689
4693,0.44,0.502,0.487,0.673
4694,0.404,0.472,0.447,0.609
4695,0.345,0.43,0.402,0.504
4696,0.284,0.325,0.308,0.357
4697,0.172,0.194,0.213,0.2
4698,0.064,0.088,0.1,0.074
4699,0.016,0.026,0.031,0.013
4700,0,0,0,0
4701,0,0,0,0
4702,0,0,0,0
4703,0,0,0,0
4704,0,0,0,0
4705,0,0,0,0
4706,0,0,0,0
4707,0,0,0,0
4708,0.009,0.005,0,0
4709,0.046,0.036,0.023,0.031
4710,0.153,0.117,0.083,0.105
4711,0.31,0.278,0.194,0.256
4712,0.455,0.433,0.309,0.436
4713,0.566,0.555,0.431,0.569
4714,0.628,0.624,0.512,0.661
4715,0.632,0.672,0.601,0.709
4716,0.563,0.693,0.633,0.722
4717,0.545,0.684,0.591,0.69
4718,0.496,0.623,0.575,0.608
4719,0.398,0.535,0.486,0.492
4720,0.223,0.396,0.359,0.352
4721,0.137,0.238,0.211,0.201
4722,0.06,0.094,0.105,0.07
4723,0.012,0.028,0.032,0.014
4724,0,0,0,0
4725,0,0,0,0
4726,0,0,0,0
4727,0,0,0,0
4728,0,0,0,0
4729,0,0,0,0
4730,0,0,0,0
4731,0,0,0,0
4732,0.004,0.004,0,0
4733,0.046,0.042,0.029,0.03
4734,0.124,0.108,0.09,0.102
4735,0.24,0.234,0.182,0.271
4736,0.402,0.383,0.226,0.435
4737,0.521,0.48,0.257,0.567
4738,0.56,0.526,0.335,0.656
4739,0.461,0.53,0.444,0.71
4740,0.541,0.546,0.605,0.724
4741,0.506,0.576,0.631,0.699
4742,0.418,0.563,0.615,0.633
4743,0.348,0.514,0.526,0.527
4744,0.26,0.383,0.399,0.384
4745,0.156,0.232,0.251,0.217
4746,0.061,0.095,0.105,0.064
4747,0.011,0.03,0.03,0.014
4748,0,0,0,0
4749,0,0,0,0
4750,0,0,0,0
4751,0,0,0,0
4752,0,0,0,0
4753,0,0,0,0
4754,0,0,0,0
4755,0,0,0,0
4756,0.007,0.003,0,0
4757,0.04,0.039,0.026,0.024
4758,0.149,0.115,0.08,0.099
4759,0.307,0.265,0.237,0.278
4760,0.452,0.416,0.399,0.445
4761,0.567,0.543,0.53,0.578
4762,0.644,0.63,0.625,0.67
4763,0.682,0.68,0.674,0.72
4764,0.682,0.691,0.676,0.731
4765,0.647,0.663,0.632,0.702
4766,0.575,0.6,0.559,0.636
4767,0.468,0.497,0.478,0.531
4768,0.331,0.36,0.38,0.388
4769,0.179,0.218,0.243,0.218
4770,0.052,0.091,0.1,0.06
4771,0.012,0.028,0.027,0.012
4772,0,0,0,0
4773,0,0,0,0
4774,0,0,0,0
4775,0,0,0,0
4776,0,0,0,0
4777,0,0,0,0
4778,0,0,0,0
4779,0,0,0,0
4780,0.007,0.003,0,0
4781,0.038,0.035,0.025,0.023
4782,0.147,0.114,0.079,0.099
4783,0.306,0.273,0.238,0.281
4784,0.449,0.425,0.4,0.447
4785,0.561,0.548,0.533,0.574
4786,0.634,0.63,0.627,0.661
4787,0.671,0.678,0.684,0.708
4788,0.671,0.689,0.702,0.717
4789,0.63,0.662,0.681,0.687
4790,0.557,0.591,0.618,0.619
4791,0.449,0.483,0.51,0.514
4792,0.311,0.346,0.362,0.373
4793,0.166,0.211,0.202,0.207
4794,0.055,0.088,0.079,0.063
4795,0.01,0.026,0.019,0.011
4796,0,0,0,0
4797,0,0,0,0
4798,0,0,0,0
4799,0,0,0,0
4800,0,0,0,0
4801,0,0,0,0
4802,0,0,0,0
4803,0,0,0,0
4804,0.007,0.003,0,0
4805,0.05,0.042,0.019,0.03
4806,0.145,0.087,0.08,0.089
4807,0.282,0.202,0.186,0.202
4808,0.408,0.389,0.352,0.356
4809,0.428,0.484,0.488,0.469
4810,0.441,0.523,0.558,0.603
4811,0.321,0.499,0.542,0.643
4812,0.203,0.513,0.39,0.524
4813,0.182,0.486,0.268,0.304
4814,0.19,0.481,0.243,0.184
4815,0.195,0.388,0.2,0.158
4816,0.186,0.267,0.209,0.154
4817,0.123,0.15,0.149,0.105
4818,0.053,0.068,0.08,0.031
4819,0.011,0.016,0.024,0.001
4820,0,0,0,0
4821,0,0,0,0
4822,0,0,0,0
4823,0,0,0,0
4824,0,0,0,0
4825,0,0,0,0
4826,0,0,0,0
4827,0,0,0,0
4828,0.004,0,0,0
4829,0.051,0.026,0.013,0.023
4830,0.144,0.082,0.071,0.07
4831,0.278,0.177,0.145,0.127
4832,0.393,0.285,0.138,0.143
4833,0.471,0.414,0.118,0.147
4834,0.454,0.544,0.122,0.171
4835,0.442,0.6,0.135,0.179
4836,0.432,0.617,0.157,0.204
4837,0.363,0.64,0.181,0.198
4838,0.29,0.602,0.193,0.171
4839,0.218,0.506,0.167,0.127
4840,0.127,0.377,0.129,0.092
4841,0.071,0.229,0.084,0.05
4842,0.029,0.093,0.039,0.02
4843,0.003,0.027,0.009,0.001
4844,0,0,0,0
4845,0,0,0,0
4846,0,0,0,0
4847,0,0,0,0
4848,0,0,0,0
4849,0,0,0,0
4850,0,0,0,0
4851,0,0,0,0
4852,0.005,0.002,0,0
4853,0.04,0.036,0.018,0.006
4854,0.143,0.106,0.073,0.032
4855,0.306,0.242,0.171,0.06
4856,0.455,0.415,0.309,0.107
4857,0.572,0.556,0.451,0.208
4858,0.651,0.639,0.564,0.335
4859,0.687,0.675,0.635,0.436
4860,0.676,0.682,0.663,0.365
4861,0.649,0.662,0.652,0.277
4862,0.575,0.608,0.599,0.258
4863,0.458,0.498,0.508,0.252
4864,0.302,0.359,0.38,0.191
4865,0.157,0.228,0.232,0.114
4866,0.053,0.088,0.099,0.05
4867,0.009,0.025,0.026,0.007
4868,0,0,0,0
4869,0,0,0,0
4870,0,0,0,0
4871,0,0,0,0
4872,0,0,0,0
4873,0,0,0,0
4874,0,0,0,0
4875,0,0,0,0
4876,0.004,0.002,0,0
4877,0.038,0.029,0.022,0.028
4878,0.146,0.109,0.077,0.101
4879,0.312,0.276,0.157,0.242
4880,0.462,0.438,0.248,0.341
4881,0.579,0.57,0.37,0.447
4882,0.65,0.662,0.487,0.499
4883,0.693,0.714,0.619,0.519
4884,0.698,0.725,0.639,0.548
4885,0.663,0.697,0.611,0.527
4886,0.59,0.632,0.57,0.537
4887,0.474,0.529,0.472,0.461
4888,0.271,0.395,0.369,0.355
4889,0.147,0.237,0.239,0.211
4890,0.053,0.086,0.101,0.065
4891,0.008,0.023,0.026,0.01
4892,0,0,0,0
4893,0,0,0,0
4894,0,0,0,0
4895,0,0,0,0
4896,0,0,0,0
4897,0,0,0,0
4898,0,0,0,0
4899,0,0,0,0
4900,0.005,0.002,0,0
4901,0.052,0.035,0.023,0.027
4902,0.116,0.113,0.077,0.101
4903,0.124,0.272,0.24,0.26
4904,0.145,0.422,0.405,0.416
4905,0.165,0.541,0.54,0.548
4906,0.211,0.613,0.634,0.652
4907,0.238,0.647,0.676,0.706
4908,0.218,0.626,0.658,0.697
4909,0.18,0.541,0.589,0.619
4910,0.156,0.411,0.49,0.498
4911,0.12,0.295,0.376,0.327
4912,0.068,0.173,0.256,0.203
4913,0.033,0.088,0.158,0.131
4914,0.01,0.039,0.086,0.064
4915,0,0.009,0.022,0.01
4916,0,0,0,0
4917,0,0,0,0
4918,0,0,0,0
4919,0,0,0,0
4920,0,0,0,0
4921,0,0,0,0
4922,0,0,0,0
4923,0,0,0,0
4924,0.002,0,0,0
4925,0.037,0.023,0.023,0.026
4926,0.095,0.057,0.08,0.098
4927,0.162,0.091,0.232,0.269
4928,0.243,0.133,0.393,0.433
4929,0.273,0.194,0.515,0.561
4930,0.294,0.278,0.597,0.628
4931,0.288,0.364,0.613,0.647
4932,0.245,0.41,0.559,0.629
4933,0.205,0.454,0.507,0.576
4934,0.175,0.478,0.411,0.495
4935,0.136,0.432,0.36,0.414
4936,0.099,0.303,0.226,0.3
4937,0.066,0.198,0.16,0.171
4938,0.033,0.09,0.08,0.058
4939,0.003,0.025,0.023,0.006
4940,0,0,0,0
4941,0,0,0,0
4942,0,0,0,0
4943,0,0,0,0
4944,0,0,0,0
4945,0,0,0,0
4946,0,0,0,0
4947,0,0,0,0
4948,0.004,0.001,0,0
4949,0.044,0.034,0.021,0.015
4950,0.144,0.086,0.076,0.077
4951,0.285,0.129,0.229,0.117
4952,0.391,0.16,0.392,0.144
4953,0.437,0.181,0.532,0.137
4954,0.449,0.207,0.627,0.13
4955,0.446,0.221,0.686,0.16
4956,0.414,0.213,0.693,0.178
4957,0.359,0.199,0.669,0.175
4958,0.272,0.183,0.613,0.149
4959,0.226,0.15,0.52,0.119
4960,0.174,0.113,0.39,0.09
4961,0.099,0.074,0.227,0.054
4962,0.036,0.04,0.094,0.02
4963,0.003,0.011,0.023,0
4964,0,0,0,0
4965,0,0,0,0
4966,0,0,0,0
4967,0,0,0,0
4968,0,0,0,0
4969,0,0,0,0
4970,0,0,0,0
4971,0,0,0,0
4972,0.002,0,0,0
4973,0.042,0.034,0.021,0.012
4974,0.117,0.105,0.076,0.063
4975,0.207,0.242,0.227,0.138
4976,0.304,0.385,0.387,0.206
4977,0.421,0.512,0.521,0.259
4978,0.486,0.597,0.619,0.337
4979,0.458,0.636,0.675,0.417
4980,0.377,0.642,0.694,0.474
4981,0.303,0.577,0.668,0.454
4982,0.232,0.535,0.599,0.366
4983,0.183,0.432,0.478,0.277
4984,0.129,0.293,0.333,0.214
4985,0.071,0.188,0.191,0.131
4986,0.023,0.08,0.082,0.054
4987,0.001,0.019,0.019,0.004
4988,0,0,0,0
4989,0,0,0,0
4990,0,0,0,0
4991,0,0,0,0
4992,0,0,0,0
4993,0,0,0,0
4994,0,0,0,0
4995,0,0,0,0
4996,0,0,0,0
4997,0.01,0.031,0.016,0.022
4998,0.044,0.104,0.078,0.094
4999,0.107,0.252,0.2,0.245
5000,0.206,0.404,0.349,0.405
5001,0.297,0.532,0.467,0.538
5002,0.301,0.624,0.542,0.637
5003,0.269,0.677,0.576,0.692
5004,0.228,0.693,0.57,0.694
5005,0.187,0.665,0.52,0.649
5006,0.162,0.595,0.374,0.522
5007,0.125,0.489,0.363,0.397
5008,0.088,0.353,0.247,0.262
5009,0.044,0.207,0.133,0.122
5010,0.015,0.081,0.06,0.047
5011,0,0.02,0.015,0.003
5012,0,0,0,0
5013,0,0,0,0
5014,0,0,0,0
5015,0,0,0,0
5016,0,0,0,0
5017,0,0,0,0
5018,0,0,0,0
5019,0,0,0,0
5020,0.001,0,0,0
5021,0.034,0.033,0.02,0.013
5022,0.103,0.103,0.083,0.074
5023,0.191,0.229,0.207,0.158
5024,0.289,0.357,0.341,0.237
5025,0.35,0.463,0.424,0.311
5026,0.372,0.531,0.446,0.252
5027,0.367,0.547,0.465,0.244
5028,0.329,0.529,0.446,0.291
5029,0.304,0.463,0.377,0.443
5030,0.26,0.388,0.283,0.436
5031,0.21,0.289,0.205,0.27
5032,0.157,0.212,0.125,0.124
5033,0.094,0.125,0.06,0.052
5034,0.034,0.056,0.023,0.016
5035,0.002,0.011,0.003,0
5036,0,0,0,0
5037,0,0,0,0
5038,0,0,0,0
5039,0,0,0,0
5040,0,0,0,0
5041,0,0,0,0
5042,0,0,0,0
5043,0,0,0,0
5044,0.001,0,0,0
5045,0.04,0.025,0.006,0.01
5046,0.122,0.089,0.051,0.039
5047,0.232,0.2,0.147,0.083
5048,0.311,0.359,0.281,0.136
5049,0.315,0.513,0.427,0.187
5050,0.321,0.607,0.557,0.219
5051,0.331,0.677,0.65,0.231
5052,0.348,0.686,0.678,0.228
5053,0.387,0.653,0.672,0.208
5054,0.358,0.589,0.615,0.171
5055,0.309,0.501,0.509,0.13
5056,0.234,0.368,0.365,0.088
5057,0.119,0.215,0.206,0.049
5058,0.04,0.082,0.084,0.016
5059,0.002,0.019,0.019,0
5060,0,0,0,0
5061,0,0,0,0
5062,0,0,0,0
5063,0,0,0,0
5064,0,0,0,0
5065,0,0,0,0
5066,0,0,0,0
5067,0,0,0,0
5068,0.001,0,0,0
5069,0.036,0.029,0.017,0.012
5070,0.135,0.1,0.068,0.062
5071,0.301,0.238,0.235,0.137
5072,0.463,0.414,0.408,0.226
5073,0.587,0.54,0.55,0.349
5074,0.67,0.625,0.65,0.438
5075,0.714,0.674,0.707,0.553
5076,0.716,0.688,0.724,0.599
5077,0.675,0.633,0.701,0.58
5078,0.6,0.536,0.64,0.547
5079,0.486,0.462,0.54,0.46
5080,0.337,0.328,0.404,0.336
5081,0.173,0.213,0.243,0.151
5082,0.041,0.079,0.09,0.063
5083,0.004,0.018,0.018,0.006
5084,0,0,0,0
5085,0,0,0,0
5086,0,0,0,0
5087,0,0,0,0
5088,0,0,0,0
5089,0,0,0,0
5090,0,0,0,0
5091,0,0,0,0
5092,0.001,0,0,0
5093,0.033,0.029,0.016,0.023
5094,0.136,0.099,0.073,0.097
5095,0.301,0.251,0.224,0.26
5096,0.456,0.411,0.383,0.401
5097,0.578,0.541,0.516,0.453
5098,0.659,0.633,0.613,0.427
5099,0.697,0.685,0.646,0.379
5100,0.692,0.698,0.664,0.371
5101,0.642,0.67,0.64,0.328
5102,0.531,0.581,0.553,0.249
5103,0.362,0.445,0.423,0.183
5104,0.256,0.322,0.256,0.161
5105,0.127,0.179,0.144,0.129
5106,0.042,0.073,0.065,0.056
5107,0.002,0.014,0.011,0.005
5108,0,0,0,0
5109,0,0,0,0
5110,0,0,0,0
5111,0,0,0,0
5112,0,0,0,0
5113,0,0,0,0
5114,0,0,0,0
5115,0,0,0,0
5116,0,0,0,0
5117,0.037,0.026,0.01,0.011
5118,0.124,0.095,0.074,0.077
5119,0.256,0.234,0.209,0.176
5120,0.409,0.399,0.357,0.244
5121,0.508,0.518,0.481,0.334
5122,0.561,0.577,0.584,0.377
5123,0.58,0.61,0.632,0.388
5124,0.547,0.613,0.621,0.378
5125,0.447,0.543,0.567,0.386
5126,0.325,0.434,0.492,0.337
5127,0.228,0.343,0.377,0.252
5128,0.16,0.249,0.24,0.146
5129,0.09,0.172,0.147,0.071
5130,0.035,0.068,0.062,0.012
5131,0.001,0.012,0.01,0
5132,0,0,0,0
5133,0,0,0,0
5134,0,0,0,0
5135,0,0,0,0
5136,0,0,0,0
5137,0,0,0,0
5138,0,0,0,0
5139,0,0,0,0
5140,0,0,0,0
5141,0.04,0.013,0.014,0.007
5142,0.136,0.05,0.077,0.045
5143,0.261,0.088,0.192,0.106
5144,0.334,0.123,0.292,0.143
5145,0.32,0.152,0.338,0.193
5146,0.272,0.196,0.329,0.272
5147,0.27,0.248,0.309,0.389
5148,0.335,0.292,0.313,0.447
5149,0.294,0.3,0.327,0.406
5150,0.207,0.271,0.305,0.316
5151,0.116,0.218,0.253,0.214
5152,0.078,0.154,0.188,0.105
5153,0.04,0.093,0.107,0.047
5154,0.013,0.038,0.045,0.015
5155,0,0.005,0.008,0
5156,0,0,0,0
5157,0,0,0,0
5158,0,0,0,0
5159,0,0,0,0
5160,0,0,0,0
5161,0,0,0,0
5162,0,0,0,0
5163,0,0,0,0
5164,0,0,0,0
5165,0.036,0.018,0.013,0.019
5166,0.124,0.081,0.072,0.091
5167,0.251,0.182,0.219,0.258
5168,0.344,0.291,0.379,0.433
5169,0.322,0.377,0.507,0.558
5170,0.24,0.458,0.576,0.618
5171,0.189,0.456,0.594,0.641
5172,0.169,0.288,0.554,0.605
5173,0.144,0.281,0.396,0.536
5174,0.115,0.292,0.322,0.454
5175,0.092,0.249,0.258,0.359
5176,0.065,0.178,0.232,0.249
5177,0.036,0.118,0.166,0.116
5178,0.012,0.054,0.075,0.024
5179,0,0.01,0.011,0
5180,0,0,0,0
5181,0,0,0,0
5182,0,0,0,0
5183,0,0,0,0
5184,0,0,0,0
5185,0,0,0,0
5186,0,0,0,0
5187,0,0,0,0
5188,0,0,0,0
5189,0.037,0.021,0.004,0.009
5190,0.122,0.08,0.052,0.064
5191,0.242,0.16,0.145,0.175
5192,0.349,0.235,0.274,0.323
5193,0.418,0.279,0.426,0.499
5194,0.438,0.346,0.563,0.604
5195,0.449,0.44,0.639,0.66
5196,0.468,0.478,0.664,0.675
5197,0.367,0.479,0.613,0.643
5198,0.245,0.463,0.533,0.559
5199,0.166,0.419,0.367,0.465
5200,0.091,0.341,0.286,0.304
5201,0.049,0.208,0.178,0.154
5202,0.016,0.076,0.063,0.052
5203,0,0.014,0.01,0.002
5204,0,0,0,0
5205,0,0,0,0
5206,0,0,0,0
5207,0,0,0,0
5208,0,0,0,0
5209,0,0,0,0
5210,0,0,0,0
5211,0,0,0,0
5212,0,0,0,0
5213,0.032,0.024,0.012,0.015
