hour,East,North,West,South
5214,0.127,0.097,0.07,0.087
5215,0.287,0.258,0.165,0.251
5216,0.426,0.42,0.311,0.423
5217,0.555,0.55,0.428,0.561
5218,0.627,0.64,0.442,0.66
5219,0.661,0.677,0.353,0.714
5220,0.655,0.654,0.268,0.726
5221,0.619,0.553,0.216,0.694
5222,0.549,0.422,0.173,0.62
5223,0.435,0.314,0.129,0.483
5224,0.297,0.222,0.091,0.305
5225,0.148,0.13,0.054,0.141
5226,0.038,0.056,0.022,0.041
5227,0.001,0.009,0.002,0.001
5228,0,0,0,0
5229,0,0,0,0
5230,0,0,0,0
5231,0,0,0,0
5232,0,0,0,0
5233,0,0,0,0
5234,0,0,0,0
5235,0,0,0,0
5236,0,0,0,0
5237,0.033,0.003,0.006,0.014
5238,0.118,0.029,0.061,0.089
5239,0.245,0.085,0.17,0.242
5240,0.368,0.159,0.302,0.403
5241,0.481,0.24,0.477,0.525
5242,0.538,0.368,0.534,0.579
5243,0.613,0.483,0.53,0.571
5244,0.518,0.55,0.514,0.57
5245,0.403,0.436,0.512,0.549
5246,0.323,0.376,0.487,0.473
5247,0.213,0.346,0.437,0.37
5248,0.131,0.297,0.332,0.219
5249,0.069,0.178,0.203,0.092
5250,0.026,0.071,0.08,0.032
5251,0,0.011,0.011,0
5252,0,0,0,0
5253,0,0,0,0
5254,0,0,0,0
5255,0,0,0,0
5256,0,0,0,0
5257,0,0,0,0
5258,0,0,0,0
5259,0,0,0,0
5260,0,0,0,0
5261,0.029,0.021,0.008,0.012
5262,0.126,0.092,0.056,0.084
5263,0.288,0.256,0.136,0.248
5264,0.443,0.421,0.223,0.411
5265,0.566,0.552,0.297,0.539
5266,0.646,0.636,0.351,0.633
5267,0.682,0.695,0.419,0.685
5268,0.683,0.71,0.437,0.686
5269,0.644,0.68,0.354,0.626
5270,0.565,0.612,0.374,0.515
5271,0.449,0.501,0.363,0.337
5272,0.306,0.35,0.232,0.217
5273,0.153,0.172,0.1,0.159
5274,0.035,0.044,0.035,0.048
5275,0,0.003,0.004,0.001
5276,0,0,0,0
5277,0,0,0,0
5278,0,0,0,0
5279,0,0,0,0
5280,0,0,0,0
5281,0,0,0,0
5282,0,0,0,0
5283,0,0,0,0
5284,0,0,0,0
5285,0.029,0.015,0.007,0.011
5286,0.127,0.057,0.061,0.071
5287,0.29,0.064,0.196,0.126
5288,0.44,0.083,0.36,0.181
5289,0.554,0.189,0.516,0.261
5290,0.589,0.382,0.623,0.384
5291,0.407,0.526,0.691,0.482
5292,0.353,0.48,0.709,0.525
5293,0.428,0.561,0.689,0.561
5294,0.393,0.6,0.633,0.522
5295,0.329,0.508,0.477,0.376
5296,0.247,0.375,0.337,0.217
5297,0.122,0.215,0.201,0.115
5298,0.036,0.069,0.06,0.04
5299,0,0.009,0.007,0
5300,0,0,0,0
5301,0,0,0,0
5302,0,0,0,0
5303,0,0,0,0
5304,0,0,0,0
5305,0,0,0,0
5306,0,0,0,0
5307,0,0,0,0
5308,0,0,0,0
5309,0.029,0.02,0.002,0.008
5310,0.126,0.093,0.048,0.063
5311,0.291,0.185,0.174,0.161
5312,0.436,0.329,0.342,0.325
5313,0.469,0.423,0.475,0.51
5314,0.485,0.357,0.538,0.618
5315,0.491,0.412,0.477,0.672
5316,0.404,0.536,0.397,0.672
5317,0.402,0.586,0.336,0.639
5318,0.448,0.528,0.273,0.515
5319,0.416,0.367,0.302,0.383
5320,0.262,0.114,0.122,0.188
5321,0.102,0.04,0.046,0.078
5322,0.014,0.015,0.011,0.024
5323,0,0,0,0
5324,0,0,0,0
5325,0,0,0,0
5326,0,0,0,0
5327,0,0,0,0
5328,0,0,0,0
5329,0,0,0,0
5330,0,0,0,0
5331,0,0,0,0
5332,0,0,0,0
5333,0.008,0.017,0.006,0.001
5334,0.025,0.087,0.058,0.026
5335,0.056,0.251,0.22,0.061
5336,0.123,0.418,0.398,0.117
5337,0.166,0.552,0.537,0.225
5338,0.239,0.642,0.635,0.315
5339,0.296,0.692,0.692,0.421
5340,0.25,0.703,0.699,0.441
5341,0.343,0.669,0.653,0.35
5342,0.418,0.601,0.566,0.277
5343,0.386,0.5,0.459,0.19
5344,0.303,0.363,0.332,0.148
5345,0.146,0.198,0.201,0.075
5346,0.038,0.062,0.073,0.039
5347,0,0.005,0.007,0
5348,0,0,0,0
5349,0,0,0,0
5350,0,0,0,0
5351,0,0,0,0
5352,0,0,0,0
5353,0,0,0,0
5354,0,0,0,0
5355,0,0,0,0
5356,0,0,0,0
5357,0.025,0.015,0.005,0.01
5358,0.124,0.081,0.056,0.083
5359,0.27,0.208,0.221,0.254
5360,0.424,0.348,0.395,0.427
5361,0.556,0.457,0.544,0.568
5362,0.62,0.543,0.651,0.653
5363,0.637,0.61,0.707,0.613
5364,0.603,0.628,0.716,0.594
5365,0.533,0.592,0.679,0.548
5366,0.498,0.525,0.6,0.53
5367,0.429,0.417,0.492,0.36
5368,0.308,0.291,0.351,0.203
5369,0.155,0.16,0.195,0.095
5370,0.029,0.057,0.067,0.026
5371,0,0.005,0.006,0
5372,0,0,0,0
5373,0,0,0,0
5374,0,0,0,0
5375,0,0,0,0
5376,0,0,0,0
5377,0,0,0,0
5378,0,0,0,0
5379,0,0,0,0
5380,0,0,0,0
5381,0.026,0.012,0.005,0.004
5382,0.128,0.08,0.057,0.047
5383,0.294,0.246,0.173,0.095
5384,0.43,0.416,0.258,0.131
5385,0.549,0.554,0.281,0.197
5386,0.592,0.653,0.338,0.269
5387,0.471,0.708,0.545,0.17
5388,0.45,0.723,0.284,0.185
5389,0.315,0.69,0.217,0.189
5390,0.234,0.589,0.158,0.259
5391,0.157,0.473,0.114,0.265
5392,0.085,0.323,0.083,0.191
5393,0.05,0.134,0.058,0.112
5394,0.025,0.028,0.035,0.032
5395,0,0.001,0.005,0
5396,0,0,0,0
5397,0,0,0,0
5398,0,0,0,0
5399,0,0,0,0
5400,0,0,0,0
5401,0,0,0,0
5402,0,0,0,0
5403,0,0,0,0
5404,0,0,0,0
5405,0.023,0.015,0.005,0.008
5406,0.122,0.084,0.059,0.079
5407,0.297,0.233,0.211,0.239
5408,0.46,0.386,0.387,0.394
5409,0.581,0.506,0.524,0.483
5410,0.66,0.59,0.594,0.558
5411,0.699,0.637,0.585,0.558
5412,0.691,0.647,0.491,0.469
5413,0.64,0.614,0.394,0.463
5414,0.559,0.541,0.334,0.43
5415,0.435,0.42,0.278,0.387
5416,0.266,0.265,0.205,0.279
5417,0.125,0.145,0.1,0.143
5418,0.029,0.052,0.043,0.041
5419,0,0.003,0.003,0
5420,0,0,0,0
5421,0,0,0,0
5422,0,0,0,0
5423,0,0,0,0
5424,0,0,0,0
5425,0,0,0,0
5426,0,0,0,0
5427,0,0,0,0
5428,0,0,0,0
5429,0.021,0.013,0.001,0.004
5430,0.081,0.079,0.042,0.05
5431,0.147,0.214,0.119,0.138
5432,0.212,0.337,0.202,0.196
5433,0.279,0.467,0.308,0.175
5434,0.294,0.55,0.386,0.204
5435,0.276,0.6,0.364,0.392
5436,0.237,0.613,0.313,0.438
5437,0.201,0.587,0.298,0.33
5438,0.162,0.52,0.263,0.375
5439,0.131,0.423,0.219,0.35
5440,0.099,0.289,0.11,0.22
5441,0.064,0.162,0.071,0.129
5442,0.018,0.054,0.034,0.038
5443,0,0.003,0.002,0
5444,0,0,0,0
5445,0,0,0,0
5446,0,0,0,0
5447,0,0,0,0
5448,0,0,0,0
5449,0,0,0,0
5450,0,0,0,0
5451,0,0,0,0
5452,0,0,0,0
5453,0.014,0.012,0.003,0.004
5454,0.085,0.083,0.057,0.055
5455,0.232,0.23,0.182,0.17
5456,0.408,0.378,0.351,0.275
5457,0.542,0.488,0.506,0.362
5458,0.607,0.594,0.585,0.41
5459,0.597,0.635,0.646,0.395
5460,0.579,0.584,0.622,0.417
5461,0.526,0.477,0.455,0.413
5462,0.438,0.375,0.269,0.359
5463,0.364,0.277,0.184,0.345
5464,0.225,0.205,0.166,0.267
5465,0.091,0.123,0.107,0.138
5466,0.024,0.044,0.043,0.039
5467,0,0.002,0.001,0
5468,0,0,0,0
5469,0,0,0,0
5470,0,0,0,0
5471,0,0,0,0
5472,0,0,0,0
5473,0,0,0,0
5474,0,0,0,0
5475,0,0,0,0
5476,0,0,0,0
5477,0.02,0.004,0.003,0.005
5478,0.112,0.059,0.055,0.075
5479,0.25,0.162,0.187,0.259
5480,0.407,0.25,0.343,0.443
5481,0.529,0.277,0.524,0.586
5482,0.605,0.208,0.562,0.68
5483,0.654,0.205,0.565,0.735
5484,0.667,0.276,0.523,0.754
5485,0.652,0.24,0.464,0.725
5486,0.56,0.221,0.35,0.637
5487,0.395,0.165,0.258,0.508
5488,0.227,0.114,0.2,0.357
5489,0.098,0.065,0.099,0.181
5490,0.021,0.022,0.038,0.034
5491,0,0,0.001,0
5492,0,0,0,0
5493,0,0,0,0
5494,0,0,0,0
5495,0,0,0,0
5496,0,0,0,0
5497,0,0,0,0
5498,0,0,0,0
5499,0,0,0,0
5500,0,0,0,0
5501,0.015,0.01,0.002,0.003
5502,0.098,0.078,0.051,0.055
5503,0.225,0.197,0.18,0.141
5504,0.351,0.301,0.38,0.225
5505,0.423,0.37,0.535,0.334
5506,0.323,0.339,0.638,0.555
5507,0.291,0.227,0.695,0.675
5508,0.422,0.189,0.691,0.724
5509,0.343,0.261,0.62,0.699
5510,0.338,0.299,0.5,0.631
5511,0.328,0.23,0.375,0.503
5512,0.238,0.251,0.266,0.298
5513,0.127,0.144,0.15,0.12
5514,0.027,0.045,0.053,0.031
5515,0,0,0.002,0
5516,0,0,0,0
5517,0,0,0,0
5518,0,0,0,0
5519,0,0,0,0
5520,0,0,0,0
5521,0,0,0,0
5522,0,0,0,0
5523,0,0,0,0
5524,0,0,0,0
5525,0.017,0.008,0.001,0.001
5526,0.115,0.07,0.046,0.03
5527,0.291,0.152,0.118,0.098
5528,0.463,0.166,0.144,0.224
5529,0.587,0.126,0.231,0.398
5530,0.672,0.164,0.383,0.573
5531,0.713,0.216,0.324,0.584
5532,0.688,0.267,0.189,0.473
5533,0.599,0.248,0.202,0.554
5534,0.534,0.222,0.235,0.545
5535,0.425,0.15,0.221,0.457
5536,0.267,0.142,0.186,0.313
5537,0.116,0.109,0.131,0.129
5538,0.023,0.036,0.051,0.035
5539,0,0,0.002,0
5540,0,0,0,0
5541,0,0,0,0
5542,0,0,0,0
5543,0,0,0,0
5544,0,0,0,0
5545,0,0,0,0
5546,0,0,0,0
5547,0,0,0,0
5548,0,0,0,0
5549,0.016,0.002,0.001,0.001
5550,0.117,0.029,0.05,0.04
5551,0.293,0.112,0.212,0.113
5552,0.458,0.313,0.393,0.218
5553,0.577,0.485,0.528,0.326
5554,0.663,0.574,0.608,0.438
5555,0.705,0.627,0.637,0.376
5556,0.708,0.64,0.621,0.3
5557,0.662,0.604,0.549,0.237
5558,0.579,0.53,0.43,0.207
5559,0.454,0.419,0.323,0.172
5560,0.289,0.285,0.217,0.106
5561,0.107,0.15,0.107,0.041
5562,0.019,0.045,0.043,0.005
5563,0,0,0.001,0
5564,0,0,0,0
5565,0,0,0,0
5566,0,0,0,0
5567,0,0,0,0
5568,0,0,0,0
5569,0,0,0,0
5570,0,0,0,0
5571,0,0,0,0
5572,0,0,0,0
5573,0.014,0.004,0,0.003
5574,0.105,0.054,0.043,0.071
5575,0.252,0.145,0.189,0.238
5576,0.396,0.259,0.39,0.418
5577,0.503,0.39,0.544,0.545
5578,0.556,0.498,0.636,0.573
5579,0.565,0.558,0.676,0.631
5580,0.543,0.567,0.684,0.681
5581,0.469,0.513,0.643,0.656
5582,0.398,0.416,0.526,0.563
5583,0.319,0.319,0.417,0.436
5584,0.218,0.185,0.318,0.298
5585,0.105,0.069,0.136,0.157
5586,0.021,0.017,0.049,0.03
5587,0,0,0.001,0
5588,0,0,0,0
5589,0,0,0,0
5590,0,0,0,0
5591,0,0,0,0
5592,0,0,0,0
5593,0,0,0,0
5594,0,0,0,0
5595,0,0,0,0
5596,0,0,0,0
5597,0.012,0.002,0,0.002
5598,0.098,0.04,0.04,0.06
5599,0.265,0.108,0.148,0.185
5600,0.414,0.17,0.259,0.335
5601,0.527,0.2,0.278,0.448
5602,0.599,0.232,0.266,0.587
5603,0.668,0.259,0.298,0.654
5604,0.692,0.269,0.388,0.623
5605,0.655,0.282,0.421,0.616
5606,0.561,0.263,0.379,0.492
5607,0.411,0.187,0.296,0.403
5608,0.183,0.101,0.15,0.266
5609,0.051,0.044,0.062,0.138
5610,0.01,0.008,0.024,0.029
5611,0,0,0,0
5612,0,0,0,0
5613,0,0,0,0
5614,0,0,0,0
5615,0,0,0,0
5616,0,0,0,0
5617,0,0,0,0
5618,0,0,0,0
5619,0,0,0,0
5620,0,0,0,0
5621,0.008,0.001,0,0.002
5622,0.059,0.037,0.047,0.066
5623,0.151,0.107,0.188,0.225
5624,0.242,0.209,0.366,0.395
5625,0.376,0.349,0.477,0.536
5626,0.469,0.452,0.538,0.624
5627,0.423,0.548,0.545,0.668
5628,0.348,0.555,0.37,0.657
5629,0.353,0.497,0.341,0.618
5630,0.278,0.414,0.284,0.517
5631,0.151,0.322,0.214,0.349
5632,0.078,0.222,0.187,0.147
5633,0.037,0.098,0.116,0.047
5634,0.007,0.028,0.044,0.013
5635,0,0,0,0
5636,0,0,0,0
5637,0,0,0,0
5638,0,0,0,0
5639,0,0,0,0
5640,0,0,0,0
5641,0,0,0,0
5642,0,0,0,0
5643,0,0,0,0
5644,0,0,0,0
5645,0.008,0.001,0,0.001
5646,0.073,0.045,0.029,0.058
5647,0.183,0.136,0.108,0.221
5648,0.378,0.252,0.271,0.405
5649,0.506,0.385,0.499,0.556
5650,0.573,0.533,0.58,0.658
5651,0.602,0.624,0.607,0.708
5652,0.596,0.629,0.588,0.714
5653,0.512,0.585,0.511,0.683
5654,0.425,0.511,0.449,0.605
5655,0.313,0.401,0.372,0.487
5656,0.183,0.263,0.269,0.31
5657,0.081,0.133,0.132,0.142
5658,0.014,0.034,0.034,0.026
5659,0,0,0,0
5660,0,0,0,0
5661,0,0,0,0
5662,0,0,0,0
5663,0,0,0,0
5664,0,0,0,0
5665,0,0,0,0
5666,0,0,0,0
5667,0,0,0,0
5668,0,0,0,0
5669,0.009,0.001,0,0.001
5670,0.087,0.037,0.039,0.059
5671,0.241,0.107,0.126,0.16
5672,0.411,0.226,0.188,0.247
5673,0.526,0.275,0.259,0.455
5674,0.564,0.419,0.277,0.603
5675,0.591,0.556,0.32,0.653
5676,0.605,0.633,0.297,0.67
5677,0.545,0.614,0.289,0.636
5678,0.485,0.57,0.243,0.527
5679,0.352,0.486,0.159,0.348
5680,0.212,0.345,0.084,0.159
5681,0.065,0.179,0.039,0.05
5682,0.009,0.038,0.006,0.006
5683,0,0,0,0
5684,0,0,0,0
5685,0,0,0,0
5686,0,0,0,0
5687,0,0,0,0
5688,0,0,0,0
5689,0,0,0,0
5690,0,0,0,0
5691,0,0,0,0
5692,0,0,0,0
5693,0,0.002,0,0
5694,0.016,0.066,0.011,0.02
5695,0.041,0.239,0.049,0.109
5696,0.081,0.416,0.105,0.272
5697,0.158,0.564,0.14,0.214
5698,0.224,0.67,0.165,0.238
5699,0.281,0.725,0.198,0.379
5700,0.341,0.734,0.224,0.47
5701,0.362,0.7,0.214,0.387
5702,0.317,0.612,0.169,0.367
5703,0.263,0.471,0.112,0.335
5704,0.138,0.311,0.072,0.213
5705,0.051,0.108,0.037,0.105
5706,0.007,0.028,0.01,0.019
5707,0,0,0,0
5708,0,0,0,0
5709,0,0,0,0
5710,0,0,0,0
5711,0,0,0,0
5712,0,0,0,0
5713,0,0,0,0
5714,0,0,0,0
5715,0,0,0,0
5716,0,0,0,0
5717,0.007,0.002,0,0
5718,0.094,0.052,0.038,0.03
5719,0.28,0.172,0.195,0.095
5720,0.458,0.359,0.386,0.168
5721,0.573,0.523,0.513,0.276
5722,0.646,0.647,0.59,0.186
5723,0.681,0.712,0.674,0.247
5724,0.679,0.726,0.727,0.27
5725,0.632,0.694,0.713,0.24
5726,0.545,0.616,0.647,0.312
5727,0.406,0.503,0.537,0.33
5728,0.241,0.35,0.385,0.188
5729,0.1,0.176,0.205,0.096
5730,0.012,0.031,0.045,0.015
5731,0,0,0,0
5732,0,0,0,0
5733,0,0,0,0
5734,0,0,0,0
5735,0,0,0,0
5736,0,0,0,0
5737,0,0,0,0
5738,0,0,0,0
5739,0,0,0,0
5740,0,0,0,0
5741,0.006,0.001,0,0
5742,0.103,0.062,0.029,0.061
5743,0.289,0.233,0.132,0.239
5744,0.458,0.41,0.309,0.423
5745,0.588,0.55,0.47,0.568
5746,0.676,0.648,0.585,0.661
5747,0.721,0.704,0.66,0.71
5748,0.722,0.717,0.642,0.717
5749,0.682,0.688,0.521,0.688
5750,0.598,0.617,0.356,0.619
5751,0.472,0.503,0.202,0.487
5752,0.307,0.349,0.115,0.335
5753,0.125,0.164,0.09,0.148
5754,0.009,0.028,0.038,0.018
5755,0,0,0,0
5756,0,0,0,0
5757,0,0,0,0
5758,0,0,0,0
5759,0,0,0,0
5760,0,0,0,0
5761,0,0,0,0
5762,0,0,0,0
5763,0,0,0,0
5764,0,0,0,0
5765,0.006,0,0,0
5766,0.073,0.021,0.019,0.042
5767,0.17,0.048,0.093,0.101
5768,0.222,0.081,0.28,0.16
5769,0.214,0.132,0.475,0.24
5770,0.189,0.207,0.624,0.355
5771,0.167,0.376,0.682,0.454
5772,0.189,0.54,0.646,0.42
5773,0.204,0.628,0.487,0.361
5774,0.13,0.555,0.357,0.246
5775,0.088,0.389,0.3,0.182
5776,0.114,0.256,0.198,0.175
5777,0.094,0.141,0.089,0.09
5778,0.011,0.03,0.022,0.012
5779,0,0,0,0
5780,0,0,0,0
5781,0,0,0,0
5782,0,0,0,0
5783,0,0,0,0
5784,0,0,0,0
5785,0,0,0,0
5786,0,0,0,0
5787,0,0,0,0
5788,0,0,0,0
5789,0.002,0,0,0
5790,0.038,0.041,0.03,0.034
5791,0.077,0.122,0.114,0.102
5792,0.127,0.206,0.211,0.24
5793,0.233,0.303,0.279,0.484
5794,0.419,0.399,0.329,0.513
5795,0.557,0.431,0.401,0.462
5796,0.559,0.442,0.37,0.385
5797,0.507,0.314,0.339,0.419
5798,0.466,0.237,0.373,0.464
5799,0.368,0.173,0.241,0.418
5800,0.233,0.133,0.089,0.3
5801,0.075,0.097,0.03,0.136
5802,0.007,0.024,0.004,0.017
5803,0,0,0,0
5804,0,0,0,0
5805,0,0,0,0
5806,0,0,0,0
5807,0,0,0,0
5808,0,0,0,0
5809,0,0,0,0
5810,0,0,0,0
5811,0,0,0,0
5812,0,0,0,0
5813,0,0,0,0
5814,0.01,0.049,0.029,0.011
5815,0.028,0.163,0.126,0.04
5816,0.055,0.282,0.28,0.065
5817,0.087,0.376,0.419,0.086
5818,0.111,0.43,0.474,0.11
5819,0.143,0.452,0.377,0.116
5820,0.155,0.443,0.224,0.121
5821,0.148,0.369,0.204,0.113
5822,0.128,0.365,0.203,0.088
5823,0.105,0.263,0.179,0.069
5824,0.073,0.183,0.176,0.05
5825,0.033,0.107,0.127,0.032
5826,0.002,0.023,0.034,0.009
5827,0,0,0,0
5828,0,0,0,0
5829,0,0,0,0
5830,0,0,0,0
5831,0,0,0,0
5832,0,0,0,0
5833,0,0,0,0
5834,0,0,0,0
5835,0,0,0,0
5836,0,0,0,0
5837,0,0,0,0
5838,0.025,0.046,0.03,0.01
5839,0.063,0.13,0.17,0.04
5840,0.11,0.196,0.338,0.117
5841,0.159,0.259,0.509,0.285
5842,0.198,0.295,0.624,0.446
5843,0.215,0.324,0.692,0.467
5844,0.214,0.272,0.71,0.551
5845,0.221,0.296,0.679,0.579
5846,0.205,0.236,0.609,0.554
5847,0.143,0.21,0.488,0.463
5848,0.079,0.148,0.341,0.289
5849,0.029,0.073,0.132,0.105
5850,0.001,0.013,0.029,0.013
5851,0,0,0,0
5852,0,0,0,0
5853,0,0,0,0
5854,0,0,0,0
5855,0,0,0,0
5856,0,0,0,0
5857,0,0,0,0
5858,0,0,0,0
5859,0,0,0,0
5860,0,0,0,0
5861,0,0,0,0
5862,0.008,0.049,0.03,0.051
5863,0.037,0.205,0.175,0.199
5864,0.082,0.381,0.352,0.391
5865,0.142,0.525,0.496,0.506
5866,0.2,0.63,0.582,0.592
5867,0.224,0.695,0.625,0.609
5868,0.251,0.71,0.618,0.527
5869,0.275,0.681,0.534,0.51
5870,0.251,0.608,0.4,0.431
5871,0.199,0.493,0.264,0.267
5872,0.126,0.337,0.186,0.181
5873,0.056,0.159,0.108,0.073
5874,0.004,0.02,0.025,0.008
5875,0,0,0,0
5876,0,0,0,0
5877,0,0,0,0
5878,0,0,0,0
5879,0,0,0,0
5880,0,0,0,0
5881,0,0,0,0
5882,0,0,0,0
5883,0,0,0,0
5884,0,0,0,0
5885,0,0,0,0
5886,0.027,0.048,0.028,0.008
5887,0.094,0.211,0.19,0.041
5888,0.204,0.395,0.381,0.096
5889,0.334,0.548,0.539,0.155
5890,0.438,0.65,0.648,0.203
5891,0.549,0.708,0.706,0.258
5892,0.593,0.721,0.707,0.297
5893,0.592,0.69,0.66,0.363
5894,0.538,0.616,0.57,0.361
5895,0.42,0.498,0.397,0.312
5896,0.26,0.34,0.249,0.176
5897,0.096,0.159,0.126,0.076
5898,0.005,0.017,0.024,0.009
5899,0,0,0,0
5900,0,0,0,0
5901,0,0,0,0
5902,0,0,0,0
5903,0,0,0,0
5904,0,0,0,0
5905,0,0,0,0
5906,0,0,0,0
5907,0,0,0,0
5908,0,0,0,0
5909,0.001,0,0,0
5910,0.076,0.047,0.023,0.027
5911,0.243,0.21,0.148,0.12
5912,0.413,0.386,0.319,0.29
5913,0.546,0.529,0.467,0.52
5914,0.634,0.627,0.563,0.62
5915,0.676,0.682,0.623,0.644
5916,0.675,0.694,0.644,0.612
5917,0.631,0.665,0.62,0.557
5918,0.543,0.592,0.559,0.467
5919,0.415,0.477,0.443,0.355
5920,0.254,0.321,0.288,0.233
5921,0.092,0.145,0.127,0.11
5922,0.004,0.016,0.023,0.01
5923,0,0,0,0
5924,0,0,0,0
5925,0,0,0,0
5926,0,0,0,0
5927,0,0,0,0
5928,0,0,0,0
5929,0,0,0,0
5930,0,0,0,0
5931,0,0,0,0
5932,0,0,0,0
5933,0.001,0,0,0
5934,0.078,0.026,0.015,0.027
5935,0.249,0.114,0.105,0.124
5936,0.42,0.221,0.245,0.284
5937,0.551,0.327,0.391,0.402
5938,0.635,0.412,0.501,0.482
5939,0.676,0.458,0.568,0.484
5940,0.673,0.456,0.552,0.489
5941,0.628,0.449,0.531,0.459
5942,0.541,0.404,0.449,0.368
5943,0.412,0.336,0.387,0.256
5944,0.245,0.232,0.255,0.147
5945,0.082,0.11,0.124,0.057
5946,0.003,0.014,0.02,0.004
5947,0,0,0,0
5948,0,0,0,0
5949,0,0,0,0
5950,0,0,0,0
5951,0,0,0,0
5952,0,0,0,0
5953,0,0,0,0
5954,0,0,0,0
5955,0,0,0,0
5956,0,0,0,0
5957,0,0,0,0
5958,0.065,0.033,0.021,0.008
5959,0.218,0.153,0.151,0.049
5960,0.383,0.316,0.319,0.118
5961,0.514,0.463,0.464,0.216
5962,0.597,0.543,0.576,0.286
5963,0.634,0.593,0.636,0.339
5964,0.619,0.589,0.644,0.419
5965,0.548,0.51,0.581,0.397
5966,0.414,0.389,0.435,0.366
5967,0.261,0.276,0.296,0.277
5968,0.134,0.134,0.15,0.183
5969,0.048,0.048,0.085,0.079
5970,0.001,0.005,0.012,0.006
5971,0,0,0,0
5972,0,0,0,0
5973,0,0,0,0
5974,0,0,0,0
5975,0,0,0,0
5976,0,0,0,0
5977,0,0,0,0
5978,0,0,0,0
5979,0,0,0,0
5980,0,0,0,0
5981,0,0,0,0
5982,0.046,0.027,0.009,0.036
5983,0.155,0.12,0.064,0.177
5984,0.305,0.235,0.164,0.34
5985,0.438,0.331,0.324,0.445
5986,0.486,0.399,0.408,0.468
5987,0.477,0.435,0.509,0.451
5988,0.436,0.385,0.563,0.447
5989,0.38,0.264,0.568,0.416
5990,0.327,0.189,0.508,0.378
5991,0.242,0.143,0.434,0.275
5992,0.144,0.135,0.269,0.182
5993,0.052,0.089,0.109,0.071
5994,0.001,0.011,0.017,0.005
5995,0,0,0,0
5996,0,0,0,0
5997,0,0,0,0
5998,0,0,0,0
5999,0,0,0,0
6000,0,0,0,0
6001,0,0,0,0
6002,0,0,0,0
6003,0,0,0,0
6004,0,0,0,0
6005,0,0,0,0
6006,0.047,0.038,0.017,0.037
6007,0.165,0.195,0.139,0.183
6008,0.307,0.376,0.312,0.346
6009,0.455,0.526,0.464,0.479
6010,0.583,0.625,0.575,0.591
6011,0.614,0.684,0.635,0.662
6012,0.575,0.693,0.653,0.654
6013,0.52,0.648,0.615,0.596
6014,0.362,0.536,0.49,0.507
6015,0.206,0.412,0.418,0.398
6016,0.137,0.262,0.315,0.261
6017,0.057,0.098,0.139,0.107
6018,0.001,0.01,0.02,0.006
6019,0,0,0,0
6020,0,0,0,0
6021,0,0,0,0
6022,0,0,0,0
6023,0,0,0,0
6024,0,0,0,0
6025,0,0,0,0
6026,0,0,0,0
6027,0,0,0,0
6028,0,0,0,0
6029,0,0,0,0
6030,0.04,0.026,0.008,0.021
6031,0.127,0.129,0.109,0.1
6032,0.229,0.293,0.322,0.198
6033,0.369,0.479,0.479,0.277
6034,0.47,0.578,0.56,0.384
6035,0.543,0.578,0.629,0.488
6036,0.596,0.523,0.673,0.43
6037,0.619,0.397,0.678,0.371
6038,0.536,0.323,0.606,0.307
6039,0.412,0.23,0.482,0.218
6040,0.218,0.136,0.329,0.157
6041,0.058,0.074,0.133,0.085
6042,0.001,0.006,0.014,0.005
6043,0,0,0,0
6044,0,0,0,0
6045,0,0,0,0
6046,0,0,0,0
6047,0,0,0,0
6048,0,0,0,0
6049,0,0,0,0
6050,0,0,0,0
6051,0,0,0,0
6052,0,0,0,0
6053,0,0,0,0
6054,0.044,0.017,0.008,0.014
6055,0.138,0.101,0.087,0.085
6056,0.297,0.257,0.207,0.234
6057,0.52,0.448,0.239,0.36
6058,0.607,0.555,0.347,0.525
6059,0.568,0.603,0.461,0.606
6060,0.451,0.599,0.633,0.634
6061,0.361,0.475,0.693,0.584
6062,0.228,0.5,0.615,0.488
6063,0.147,0.379,0.505,0.341
6064,0.077,0.222,0.339,0.188
6065,0.018,0.09,0.12,0.08
6066,0,0.007,0.013,0.004
6067,0,0,0,0
6068,0,0,0,0
6069,0,0,0,0
6070,0,0,0,0
6071,0,0,0,0
6072,0,0,0,0
6073,0,0,0,0
6074,0,0,0,0
6075,0,0,0,0
6076,0,0,0,0
6077,0,0,0,0
6078,0.035,0.03,0.008,0.012
6079,0.138,0.159,0.1,0.079
6080,0.262,0.309,0.286,0.216
6081,0.39,0.497,0.483,0.341
6082,0.485,0.599,0.593,0.393
6083,0.509,0.655,0.653,0.392
6084,0.377,0.669,0.659,0.352
6085,0.335,0.639,0.601,0.343
6086,0.232,0.566,0.575,0.38
6087,0.138,0.451,0.459,0.267
6088,0.056,0.296,0.314,0.115
6089,0.013,0.115,0.111,0.053
6090,0,0.007,0.014,0.001
6091,0,0,0,0
6092,0,0,0,0
6093,0,0,0,0
6094,0,0,0,0
6095,0,0,0,0
6096,0,0,0,0
6097,0,0,0,0
6098,0,0,0,0
6099,0,0,0,0
6100,0,0,0,0
6101,0,0,0,0
6102,0.014,0.03,0.011,0.001
6103,0.087,0.189,0.125,0.032
6104,0.203,0.372,0.317,0.054
6105,0.319,0.522,0.498,0.086
6106,0.395,0.624,0.615,0.104
6107,0.4,0.681,0.684,0.133
6108,0.412,0.693,0.707,0.162
6109,0.426,0.661,0.684,0.147
