Hour,Zone1,Zone2
3215,45955,45955
3216,43027,43027
3217,41241,41241
3218,40228,40228
3219,40417,40417
3220,41871,41871
3221,44662,44662
3222,50134,50134
3223,55686,55686
3224,59728,59728
3225,61581,61581
3226,62868,62868
3227,63699,63699
3228,63179,63179
3229,61536,61536
3230,60013,60013
3231,58788,58788
3232,57898,57898
3233,57995,57995
3234,57849,57849
3235,57040,57040
3236,55361,55361
3237,54851,54851
3238,52759,52759
3239,48642,48642
3240,45121,45121
3241,42914,42914
3242,41582,41582
3243,41361,41361
3244,41901,41901
3245,42062,42062
3246,43946,43946
3247,47525,47525
3248,51907,51907
3249,55039,55039
3250,56970,56970
3251,58210,58210
3252,57599,57599
3253,55938,55938
3254,54527,54527
3255,53664,53664
3256,53269,53269
3257,53730,53730
3258,54386,54386
3259,53604,53604
3260,51714,51714
3261,50882,50882
3262,49258,49258
3263,46040,46040
3264,42914,42914
3265,40758,40758
3266,39429,39429
3267,39178,39178
3268,39415,39415
3269,39060,39060
3270,39232,39232
3271,41329,41329
3272,45103,45103
3273,48639,48639
3274,51170,51170
3275,53376,53376
3276,52817,52817
3277,51020,51020
3278,49468,49468
3279,48591,48591
3280,48102,48102
3281,49306,49306
3282,50824,50824
3283,50880,50880
3284,50197,50197
3285,50874,50874
3286,50726,50726
3287,47034,47034
3288,44235,44235
3289,42865,42865
3290,42122,42122
3291,42666,42666
3292,44450,44450
3293,48458,48458
3294,57335,57335
3295,64245,64245
3296,67609,67609
3297,68595,68595
3298,70176,70176
3299,71387,71387
3300,70886,70886
3301,70225,70225
3302,69076,69076
3303,67672,67672
3304,65756,65756
3305,65185,65185
3306,65003,65003
3307,64763,64763
3308,62946,62946
3309,61892,61892
3310,58491,58491
3311,53227,53227
3312,49476,49476
3313,47354,47354
3314,46281,46281
3315,46696,46696
3316,48097,48097
3317,51353,51353
3318,59521,59521
3319,65802,65802
3320,69083,69083
3321,70298,70298
3322,71821,71821
3323,73119,73119
3324,72331,72331
3325,71387,71387
3326,70076,70076
3327,68737,68737
3328,67505,67505
3329,66969,66969
3330,66525,66525
3331,65685,65685
3332,63199,63199
3333,61883,61883
3334,58701,58701
3335,53575,53575
3336,49975,49975
3337,47914,47914
3338,46546,46546
3339,46708,46708
3340,48556,48556
3341,51714,51714
3342,59525,59525
3343,65951,65951
3344,68843,68843
3345,69787,69787
3346,71387,71387
3347,72427,72427
3348,71534,71534
3349,70648,70648
3350,69209,69209
3351,68094,68094
3352,66756,66756
3353,66130,66130
3354,65787,65787
3355,65049,65049
3356,62744,62744
3357,61461,61461
3358,58467,58467
3359,53589,53589
3360,49877,49877
3361,48001,48001
3362,47142,47142
3363,47479,47479
3364,48757,48757
3365,51686,51686
3366,59308,59308
3367,65503,65503
3368,68652,68652
3369,69361,69361
3370,70546,70546
3371,72120,72120
3372,71197,71197
3373,70329,70329
3374,68922,68922
3375,67729,67729
3376,66395,66395
3377,65805,65805
3378,65431,65431
3379,64971,64971
3380,62751,62751
3381,61646,61646
3382,58768,58768
3383,53564,53564
3384,50117,50117
3385,48075,48075
3386,47052,47052
3387,47357,47357
3388,48836,48836
3389,51926,51926
3390,59561,59561
3391,66015,66015
3392,68988,68988
3393,69633,69633
3394,70526,70526
3395,71207,71207
3396,70327,70327
3397,68784,68784
3398,66782,66782
3399,65257,65257
3400,64145,64145
3401,63834,63834
3402,63255,63255
3403,62248,62248
3404,60058,60058
3405,58746,58746
3406,56240,56240
3407,51681,51681
3408,47870,47870
3409,45713,45713
3410,44257,44257
3411,43877,43877
3412,44022,44022
3413,44178,44178
3414,45888,45888
3415,49825,49825
3416,53920,53920
3417,57040,57040
3418,58597,58597
3419,59304,59304
3420,57994,57994
3421,55753,55753
3422,53792,53792
3423,52689,52689
3424,52252,52252
3425,52979,52979
3426,53612,53612
3427,53291,53291
3428,51408,51408
3429,50348,50348
3430,49070,49070
3431,45475,45475
3432,42118,42118
3433,39672,39672
3434,38100,38100
3435,37576,37576
3436,37817,37817
3437,37337,37337
3438,37703,37703
3439,40426,40426
3440,44124,44124
3441,46791,46791
3442,48875,48875
3443,51005,51005
3444,50346,50346
3445,48133,48133
3446,46216,46216
3447,45016,45016
3448,44554,44554
3449,45286,45286
3450,46607,46607
3451,46953,46953
3452,46414,46414
3453,46890,46890
3454,46664,46664
3455,43398,43398
3456,40312,40312
3457,38288,38288
3458,37078,37078
3459,36756,36756
3460,37133,37133
3461,37255,37255
3462,38063,38063
3463,40469,40469
3464,44194,44194
3465,47561,47561
3466,49930,49930
3467,52469,52469
3468,52489,52489
3469,50716,50716
3470,48831,48831
3471,48108,48108
3472,47863,47863
3473,49438,49438
3474,50782,50782
3475,50846,50846
3476,49906,49906
3477,49783,49783
3478,49637,49637
3479,46233,46233
3480,43259,43259
3481,41632,41632
3482,40871,40871
3483,41165,41165
3484,42917,42917
3485,47078,47078
3486,55763,55763
3487,62785,62785
3488,66577,66577
3489,68182,68182
3490,70235,70235
3491,71925,71925
3492,71202,71202
3493,70725,70725
3494,69491,69491
3495,68069,68069
3496,66463,66463
3497,66220,66220
3498,65832,65832
3499,64980,64980
3500,62246,62246
3501,60601,60601
3502,57998,57998
3503,52915,52915
3504,49368,49368
3505,47435,47435
3506,46437,46437
3507,46653,46653
3508,47980,47980
3509,51133,51133
3510,58953,58953
3511,65420,65420
3512,68722,68722
3513,69939,69939
3514,71583,71583
3515,72703,72703
3516,71199,71199
3517,70195,70195
3518,69285,69285
3519,68052,68052
3520,66531,66531
3521,65951,65951
3522,65594,65594
3523,64710,64710
3524,62268,62268
3525,60734,60734
3526,58321,58321
3527,53258,53258
3528,49738,49738
3529,47479,47479
3530,46250,46250
3531,46599,46599
3532,48039,48039
3533,51075,51075
3534,58786,58786
3535,64917,64917
3536,67923,67923
3537,68888,68888
3538,70341,70341
3539,71854,71854
3540,71209,71209
3541,70413,70413
3542,69161,69161
3543,68444,68444
3544,67111,67111
3545,66721,66721
3546,65994,65994
3547,65008,65008
3548,62362,62362
3549,60747,60747
3550,58054,58054
3551,52827,52827
3552,49236,49236
3553,47091,47091
3554,46110,46110
3555,46371,46371
3556,47741,47741
3557,50646,50646
3558,58239,58239
3559,64662,64662
3560,67883,67883
3561,68964,68964
3562,70290,70290
3563,71144,71144
3564,70435,70435
3565,69027,69027
3566,67448,67448
3567,66148,66148
3568,64865,64865
3569,64374,64374
3570,63919,63919
3571,63115,63115
3572,60466,60466
3573,58726,58726
3574,56431,56431
3575,52299,52299
3576,48507,48507
3577,46125,46125
3578,44753,44753
3579,44494,44494
3580,44618,44618
3581,44661,44661
3582,46610,46610
3583,50132,50132
3584,54501,54501
3585,57752,57752
3586,59544,59544
3587,60440,60440
3588,59154,59154
3589,57321,57321
3590,55231,55231
3591,54201,54201
3592,53845,53845
3593,54098,54098
3594,54314,54314
3595,53551,53551
3596,51141,51141
3597,50149,50149
3598,49914,49914
3599,46308,46308
3600,42968,42968
3601,40685,40685
3602,39703,39703
3603,39398,39398
3604,39446,39446
3605,38701,38701
3606,39054,39054
3607,41515,41515
3608,45298,45298
3609,48614,48614
3610,51270,51270
3611,53836,53836
3612,53206,53206
3613,51183,51183
3614,49776,49776
3615,48937,48937
3616,48580,48580
3617,49910,49910
3618,51455,51455
3619,51520,51520
3620,50665,50665
3621,50814,50814
3622,51262,51262
3623,47697,47697
3624,44822,44822
3625,43241,43241
3626,42324,42324
3627,42651,42651
3628,44247,44247
3629,47889,47889
3630,57041,57041
3631,63926,63926
3632,67554,67554
3633,68659,68659
3634,70310,70310
3635,72130,72130
3636,71522,71522
3637,70719,70719
3638,69407,69407
3639,67956,67956
3640,66192,66192
3641,65719,65719
3642,65242,65242
3643,64280,64280
3644,61689,61689
3645,60035,60035
3646,57917,57917
3647,52884,52884
3648,49233,49233
3649,47057,47057
3650,46242,46242
3651,46391,46391
3652,47773,47773
3653,50945,50945
3654,59156,59156
3655,65719,65719
3656,69184,69184
3657,70157,70157
3658,72053,72053
3659,73383,73383
3660,72411,72411
3661,71733,71733
3662,70864,70864
3663,69802,69802
3664,68129,68129
3665,67451,67451
3666,66965,66965
3667,65999,65999
3668,63291,63291
3669,61258,61258
3670,58972,58972
3671,53894,53894
3672,50002,50002
3673,47900,47900
3674,46850,46850
3675,46812,46812
3676,47566,47566
3677,50416,50416
3678,58632,58632
3679,65093,65093
3680,68505,68505
3681,69451,69451
3682,71097,71097
3683,72571,72571
3684,71668,71668
3685,70912,70912
3686,69699,69699
3687,68617,68617
3688,66621,66621
3689,65722,65722
3690,64977,64977
3691,63847,63847
3692,61037,61037
3693,59047,59047
3694,57059,57059
3695,52354,52354
3696,48594,48594
3697,46371,46371
3698,45001,45001
3699,44769,44769
3700,45061,45061
3701,45102,45102
3702,47427,47427
3703,51324,51324
3704,54760,54760
3705,56865,56865
3706,58462,58462
3707,59756,59756
3708,59317,59317
3709,57533,57533
3710,56235,56235
3711,55183,55183
3712,54224,54224
3713,54604,54604
3714,55124,55124
3715,54992,54992
3716,53841,53841
3717,53005,53005
3718,52655,52655
3719,48876,48876
3720,45707,45707
3721,43771,43771
3722,42821,42821
3723,42636,42636
3724,43631,43631
3725,46611,46611
3726,53307,53307
3727,59400,59400
3728,63102,63102
3729,65121,65121
3730,66578,66578
3731,67780,67780
3732,66979,66979
3733,65763,65763
3734,64383,64383
3735,63341,63341
3736,62111,62111
3737,61984,61984
3738,61380,61380
3739,60380,60380
3740,57741,57741
3741,56083,56083
3742,55121,55121
3743,51263,51263
3744,47816,47816
3745,45358,45358
3746,43706,43706
3747,43032,43032
3748,43103,43103
3749,43302,43302
3750,45756,45756
3751,49311,49311
3752,53663,53663
3753,56980,56980
3754,59217,59217
3755,60325,60325
3756,59275,59275
3757,57475,57475
3758,55753,55753
3759,54624,54624
3760,53758,53758
3761,54109,54109
3762,54037,54037
3763,53279,53279
3764,51333,51333
3765,49921,49921
3766,49477,49477
3767,46578,46578
3768,43074,43074
3769,40732,40732
3770,39436,39436
3771,38846,38846
3772,38584,38584
3773,38045,38045
3774,38922,38922
3775,41102,41102
3776,44629,44629
3777,48156,48156
3778,50511,50511
3779,52795,52795
3780,52495,52495
3781,50694,50694
3782,49191,49191
3783,48247,48247
3784,47732,47732
3785,49094,49094
3786,50696,50696
3787,51089,51089
3788,50487,50487
3789,50116,50116
3790,50931,50931
3791,47562,47562
3792,44800,44800
3793,43152,43152
3794,42438,42438
3795,42406,42406
3796,43655,43655
3797,47261,47261
3798,56904,56904
3799,64065,64065
3800,67696,67696
3801,69093,69093
3802,70792,70792
3803,72149,72149
3804,71387,71387
3805,70468,70468
3806,69014,69014
3807,68183,68183
3808,66782,66782
3809,66224,66224
3810,65999,65999
3811,65085,65085
3812,62316,62316
3813,59695,59695
3814,57365,57365
3815,52565,52565
3816,49172,49172
3817,47453,47453
3818,46149,46149
3819,46365,46365
3820,47538,47538
3821,50412,50412
3822,59050,59050
3823,65592,65592
3824,68611,68611
3825,69503,69503
3826,71010,71010
3827,72336,72336
3828,71508,71508
3829,70693,70693
3830,69337,69337
3831,68146,68146
3832,66925,66925
3833,66665,66665
3834,66195,66195
3835,65354,65354
3836,62723,62723
3837,60449,60449
3838,57945,57945
3839,53060,53060
3840,49408,49408
3841,47443,47443
3842,46525,46525
3843,46919,46919
3844,47860,47860
3845,50983,50983
3846,59139,59139
3847,65770,65770
3848,68873,68873
3849,69684,69684
3850,71162,71162
3851,72463,72463
3852,71692,71692
3853,71001,71001
3854,69814,69814
3855,68814,68814
3856,67347,67347
3857,66718,66718
3858,65993,65993
3859,65176,65176
3860,62847,62847
3861,60544,60544
3862,58165,58165
3863,53326,53326
3864,49540,49540
3865,47579,47579
3866,46563,46563
3867,46738,46738
3868,47532,47532
3869,50296,50296
3870,58677,58677
3871,65170,65170
3872,68385,68385
3873,69569,69569
3874,70968,70968
3875,72099,72099
3876,71410,71410
3877,70911,70911
3878,69711,69711
3879,68612,68612
3880,67003,67003
3881,66166,66166
3882,65982,65982
3883,65175,65175
3884,62646,62646
3885,60426,60426
3886,58554,58554
3887,53837,53837
3888,50024,50024
3889,47764,47764
3890,46751,46751
3891,46901,46901
3892,47672,47672
3893,50568,50568
3894,58843,58843
3895,65599,65599
3896,69125,69125
3897,70167,70167
3898,71880,71880
3899,73000,73000
3900,72301,72301
3901,70862,70862
3902,69148,69148
3903,67983,67983
3904,66478,66478
3905,65935,65935
3906,64853,64853
3907,63569,63569
3908,60570,60570
3909,58302,58302
3910,56420,56420
3911,52480,52480
3912,48920,48920
3913,46534,46534
3914,45033,45033
3915,44223,44223
3916,44171,44171
3917,44275,44275
3918,46843,46843
3919,50906,50906
3920,55451,55451
3921,58751,58751
3922,60746,60746
3923,61481,61481
3924,60187,60187
3925,58163,58163
3926,56589,56589
3927,55467,55467
3928,54564,54564
3929,54847,54847
3930,54888,54888
3931,53879,53879
3932,51346,51346
3933,49775,49775
3934,49545,49545
3935,46364,46364
3936,42852,42852
3937,40464,40464
3938,39251,39251
3939,38497,38497
3940,38375,38375
3941,37912,37912
3942,38897,38897
3943,41616,41616
3944,45253,45253
3945,48496,48496
3946,50913,50913
3947,53256,53256
3948,52707,52707
3949,50987,50987
3950,49305,49305
3951,48071,48071
3952,48138,48138
3953,49417,49417
3954,50769,50769
3955,51123,51123
3956,50441,50441
3957,50065,50065
3958,50769,50769
3959,47602,47602
3960,44687,44687
3961,43025,43025
3962,42289,42289
3963,42431,42431
3964,43695,43695
3965,47570,47570
3966,56862,56862
3967,64091,64091
3968,67633,67633
3969,68929,68929
3970,70605,70605
3971,72012,72012
3972,71131,71131
3973,70662,70662
3974,69431,69431
3975,68184,68184
3976,66648,66648
3977,66021,66021
3978,65332,65332
3979,64424,64424
3980,61718,61718
3981,59238,59238
3982,57519,57519
3983,53018,53018
3984,49317,49317
3985,47259,47259
3986,46329,46329
3987,46539,46539
3988,47531,47531
3989,50222,50222
3990,58472,58472
3991,64810,64810
3992,67951,67951
3993,68821,68821
3994,70452,70452
3995,71677,71677
3996,70741,70741
3997,69884,69884
3998,68759,68759
3999,67400,67400
4000,65833,65833
4001,65331,65331
4002,64811,64811
4003,64038,64038
4004,61208,61208
4005,58771,58771
4006,56792,56792
4007,52245,52245
4008,48726,48726
4009,47003,47003
4010,45858,45858
4011,45843,45843
4012,46995,46995
4013,49848,49848
4014,57982,57982
4015,64421,64421
4016,67462,67462
4017,68251,68251
4018,69776,69776
4019,71121,71121
4020,70678,70678
4021,70199,70199
4022,68826,68826
4023,67671,67671
4024,66136,66136
4025,65839,65839
4026,65154,65154
4027,64221,64221
4028,61863,61863
4029,59720,59720
4030,57593,57593
4031,52758,52758
4032,49166,49166
4033,47097,47097
4034,46253,46253
4035,46351,46351
4036,47375,47375
4037,50447,50447
4038,58599,58599
4039,65426,65426
4040,68619,68619
4041,69631,69631
4042,71163,71163
4043,72543,72543
4044,71629,71629
4045,70947,70947
4046,69854,69854
4047,68746,68746
4048,67146,67146
4049,66755,66755
4050,66134,66134
4051,65139,65139
4052,62549,62549
4053,60080,60080
4054,57447,57447
4055,52767,52767
4056,49145,49145
4057,47081,47081
4058,46016,46016
4059,46308,46308
4060,47330,47330
4061,50201,50201
4062,58400,58400
4063,65052,65052
4064,68631,68631
4065,69642,69642
4066,70923,70923
4067,71699,71699
4068,70557,70557
4069,69623,69623
4070,68076,68076
4071,66550,66550
4072,65443,65443
4073,65194,65194
4074,64458,64458
4075,63176,63176
4076,60138,60138
4077,58110,58110
4078,55713,55713
4079,51740,51740
4080,48412,48412
4081,46079,46079
4082,44805,44805
4083,44384,44384
4084,44245,44245
4085,44173,44173
4086,46248,46248
4087,50179,50179
4088,54366,54366
4089,57657,57657
4090,59613,59613
4091,60479,60479
4092,59316,59316
4093,56989,56989
4094,55095,55095
4095,54135,54135
4096,53619,53619
4097,54129,54129
4098,54312,54312
4099,53818,53818
4100,51657,51657
4101,50139,50139
4102,49194,49194
4103,46031,46031
4104,43005,43005
4105,40617,40617
4106,39403,39403
4107,38810,38810
4108,38658,38658
4109,38494,38494
4110,39449,39449
4111,42026,42026
4112,45352,45352
4113,48574,48574
4114,51260,51260
4115,53970,53970
4116,53532,53532
4117,51469,51469
4118,49933,49933
4119,49016,49016
4120,48920,48920
4121,50384,50384
4122,51754,51754
4123,51759,51759
4124,51008,51008
4125,50484,50484
4126,50965,50965
4127,47855,47855
4128,44955,44955
4129,43340,43340
4130,42689,42689
4131,43104,43104
4132,44499,44499
4133,48092,48092
4134,57201,57201
4135,64070,64070
4136,67867,67867
4137,69091,69091
4138,71158,71158
4139,72784,72784
4140,72154,72154
4141,71658,71658
4142,70170,70170
4143,69169,69169
4144,67547,67547
4145,67011,67011
4146,66629,66629
4147,65887,65887
4148,63327,63327
4149,60940,60940
4150,57648,57648
4151,52810,52810
4152,49418,49418
4153,47534,47534
4154,46505,46505
4155,46805,46805
4156,48111,48111
4157,50973,50973
4158,59204,59204
4159,65660,65660
4160,68745,68745
4161,69815,69815
4162,71739,71739
4163,73126,73126
4164,71685,71685
4165,71115,71115
4166,69983,69983
4167,68973,68973
4168,67788,67788
4169,67198,67198
4170,66659,66659
4171,65722,65722
4172,63088,63088
4173,60945,60945
4174,58220,58220
4175,53528,53528
4176,50165,50165
4177,47994,47994
4178,47167,47167
4179,47390,47390
4180,48554,48554
4181,51543,51543
4182,59731,59731
4183,66175,66175
4184,69391,69391
4185,70261,70261
4186,72255,72255
4187,73211,73211
4188,72208,72208
4189,71434,71434
4190,70037,70037
4191,68598,68598
4192,66969,66969
4193,66470,66470
4194,65657,65657
4195,64767,64767
4196,62280,62280
4197,60117,60117
4198,57973,57973
4199,53400,53400
4200,49674,49674
4201,47663,47663
4202,46659,46659
4203,46648,46648
4204,47773,47773
4205,50634,50634
4206,58638,58638
4207,64944,64944
4208,68298,68298
4209,69477,69477
4210,70930,70930
4211,72207,72207
4212,71515,71515
4213,70810,70810
4214,69570,69570
4215,68424,68424
4216,66839,66839
4217,66413,66413
4218,65432,65432
4219,64673,64673
4220,62133,62133
4221,60054,60054
4222,57930,57930
4223,53361,53361
4224,49647,49647
4225,47329,47329
4226,46304,46304
4227,46468,46468
4228,47360,47360
4229,50359,50359
4230,58527,58527
4231,64944,64944
4232,68500,68500
4233,69529,69529
4234,70961,70961
4235,72230,72230
4236,71366,71366
4237,70069,70069
4238,68074,68074
4239,66810,66810
4240,65255,65255
4241,64755,64755
4242,63807,63807
4243,62518,62518
4244,59701,59701
4245,57592,57592
4246,55528,55528
4247,51684,51684
4248,48546,48546
4249,45929,45929
4250,44458,44458
4251,43882,43882
4252,43712,43712
4253,43857,43857
4254,46154,46154
4255,49988,49988
4256,54287,54287
4257,57787,57787
4258,59904,59904
4259,60491,60491
4260,59053,59053
4261,57227,57227
4262,55698,55698
4263,54533,54533
4264,53808,53808
4265,53874,53874
4266,54178,54178
4267,53584,53584
4268,50813,50813
4269,49196,49196
4270,48599,48599
4271,45718,45718
4272,42378,42378
4273,40314,40314
4274,38711,38711
4275,38067,38067
4276,37864,37864
4277,37496,37496
4278,38610,38610
4279,41121,41121
4280,44650,44650
4281,48003,48003
4282,50501,50501
4283,52567,52567
4284,51912,51912
4285,50030,50030
4286,48750,48750
4287,47962,47962
4288,47883,47883
4289,49000,49000
4290,50415,50415
4291,50738,50738
4292,50240,50240
4293,50061,50061
4294,50516,50516
4295,47287,47287
4296,44404,44404
4297,42949,42949
4298,42205,42205
4299,42409,42409
4300,43835,43835
4301,47506,47506
4302,56280,56280
4303,63557,63557
4304,67342,67342
4305,68427,68427
4306,70416,70416
4307,72221,72221
4308,71604,71604
4309,71118,71118
4310,70156,70156
4311,69169,69169
4312,67334,67334
4313,66369,66369
4314,65686,65686
4315,64639,64639
4316,61897,61897
4317,59813,59813
4318,57646,57646
4319,53026,53026
4320,49728,49728
4321,47739,47739
4322,46541,46541
4323,46518,46518
4324,47130,47130
4325,50105,50105
4326,58218,58218
4327,65038,65038
4328,68371,68371
4329,69489,69489
4330,71290,71290
4331,72767,72767
4332,72162,72162
4333,71712,71712
4334,70362,70362
4335,69135,69135
4336,67358,67358
4337,66538,66538
4338,65728,65728
4339,64878,64878
4340,62384,62384
4341,60095,60095
4342,58179,58179
4343,53883,53883
4344,50343,50343
4345,48339,48339
4346,47238,47238
4347,47077,47077
4348,47762,47762
4349,50590,50590
4350,58623,58623
4351,65170,65170
4352,68736,68736
4353,70194,70194
4354,72157,72157
4355,73771,73771
4356,73125,73125
4357,72615,72615
4358,71351,71351
4359,70116,70116
4360,68255,68255
4361,67471,67471
4362,66706,66706
4363,65813,65813
4364,63559,63559
4365,61078,61078
4366,59551,59551
4367,55497,55497
4368,51873,51873
4369,49720,49720
4370,48573,48573
4371,48493,48493
4372,49296,49296
4373,51899,51899
4374,59985,59985
4375,66662,66662
4376,70163,70163
4377,71551,71551
4378,73458,73458
4379,74931,74931
4380,74224,74224
4381,73416,73416
4382,72027,72027
4383,70877,70877
4384,69273,69273
4385,68448,68448
4386,67280,67280
4387,66242,66242
4388,64427,64427
4389,62143,62143
4390,60391,60391
4391,56185,56185
4392,52669,52669
4393,50348,50348
4394,49032,49032
4395,48770,48770
4396,49472,49472
4397,51996,51996
4398,59838,59838
4399,66660,66660
4400,70475,70475
4401,71320,71320
4402,72904,72904
4403,73860,73860
4404,72951,72951
4405,71628,71628
4406,70085,70085
4407,68807,68807
4408,67405,67405
4409,66793,66793
4410,65540,65540
4411,64086,64086
4412,61381,61381
4413,59147,59147
4414,57459,57459
4415,54017,54017
4416,50725,50725
4417,48206,48206
4418,46586,46586
4419,45778,45778
4420,45364,45364
4421,45165,45165
4422,47616,47616
4423,51784,51784
4424,55962,55962
4425,59061,59061
4426,60777,60777
4427,61406,61406
4428,60248,60248
4429,58526,58526
4430,56963,56963
4431,56118,56118
4432,55387,55387
4433,55492,55492
4434,55573,55573
4435,55053,55053
4436,53046,53046
4437,51500,51500
4438,50850,50850
4439,48042,48042
4440,45189,45189
4441,42379,42379
4442,41255,41255
4443,40883,40883
4444,40361,40361
4445,39780,39780
4446,40883,40883
4447,43620,43620
4448,47109,47109
4449,50045,50045
4450,52267,52267
4451,54283,54283
4452,54193,54193
4453,52722,52722
4454,51600,51600
4455,50950,50950
4456,50819,50819
4457,51839,51839
4458,53033,53033
4459,53124,53124
4460,52544,52544
4461,52124,52124
4462,52542,52542
4463,49660,49660
4464,46801,46801
4465,44820,44820
4466,44193,44193
4467,44558,44558
4468,45787,45787
4469,48878,48878
4470,57751,57751
4471,64643,64643
4472,68268,68268
4473,69802,69802
4474,71520,71520
4475,72977,72977
4476,72338,72338
4477,71974,71974
4478,70651,70651
4479,69523,69523
4480,67786,67786
4481,66789,66789
4482,66029,66029
4483,65117,65117
4484,62606,62606
4485,60296,60296
4486,58480,58480
4487,54118,54118
4488,50519,50519
4489,48537,48537
4490,47381,47381
4491,47558,47558
4492,48395,48395
4493,51097,51097
4494,59075,59075
4495,65624,65624
4496,69191,69191
4497,70545,70545
4498,72336,72336
4499,73845,73845
4500,73327,73327
4501,72951,72951
4502,71894,71894
4503,70779,70779
4504,69418,69418
4505,68802,68802
4506,67671,67671
4507,66760,66760
4508,64078,64078
4509,61866,61866
4510,59203,59203
4511,54958,54958
4512,51457,51457
4513,49594,49594
4514,48499,48499
4515,48375,48375
4516,49265,49265
4517,52029,52029
4518,59931,59931
4519,66038,66038
4520,68849,68849
4521,69927,69927
4522,71481,71481
4523,72982,72982
4524,72076,72076
4525,71291,71291
4526,70249,70249
4527,69015,69015
4528,67455,67455
4529,66711,66711
4530,66035,66035
4531,64712,64712
4532,61986,61986
4533,59836,59836
4534,57583,57583
4535,53264,53264
4536,49833,49833
4537,48070,48070
4538,47092,47092
4539,47137,47137
4540,48221,48221
4541,50857,50857
4542,58204,58204
4543,64443,64443
4544,67769,67769
4545,69209,69209
4546,70649,70649
4547,72112,72112
4548,71292,71292
4549,70596,70596
4550,69358,69358
4551,67991,67991
4552,66380,66380
4553,66122,66122
4554,65374,65374
4555,64038,64038
4556,61474,61474
4557,59241,59241
4558,57430,57430
4559,53220,53220
4560,49995,49995
4561,48012,48012
4562,47082,47082
4563,47228,47228
4564,48147,48147
4565,50676,50676
4566,58229,58229
4567,64225,64225
4568,67737,67737
4569,68691,68691
4570,70098,70098
4571,70881,70881
4572,70104,70104
4573,68887,68887
4574,67065,67065
4575,65587,65587
4576,64285,64285
4577,63500,63500
4578,62398,62398
4579,61046,61046
4580,58401,58401
4581,56259,56259
4582,54881,54881
4583,51215,51215
4584,47902,47902
4585,45581,45581
4586,44056,44056
4587,43698,43698
4588,43474,43474
4589,43242,43242
4590,45463,45463
4591,49267,49267
4592,53595,53595
4593,56627,56627
4594,58444,58444
4595,59392,59392
4596,58375,58375
4597,56688,56688
4598,54865,54865
4599,53955,53955
4600,53325,53325
4601,53624,53624
4602,53498,53498
4603,52700,52700
4604,50703,50703
4605,49296,49296
4606,48934,48934
4607,46136,46136
4608,43280,43280
4609,41132,41132
4610,39984,39984
4611,39262,39262
4612,38943,38943
4613,38458,38458
4614,39361,39361
4615,41762,41762
4616,45193,45193
4617,48512,48512
4618,51027,51027
4619,53082,53082
4620,52848,52848
4621,51330,51330
4622,49885,49885
4623,49271,49271
4624,49307,49307
4625,50495,50495
4626,51653,51653
4627,51640,51640
4628,50943,50943
4629,50623,50623
4630,50721,50721
4631,47514,47514
4632,44963,44963
4633,43527,43527
4634,42759,42759
4635,43029,43029
4636,44425,44425
4637,48016,48016
4638,56802,56802
4639,63723,63723
4640,67286,67286
4641,68948,68948
4642,70497,70497
4643,72215,72215
4644,71866,71866
4645,70949,70949
4646,69846,69846
4647,68539,68539
4648,66972,66972
4649,66817,66817
4650,66194,66194
4651,65102,65102
4652,62541,62541
4653,60162,60162
4654,56982,56982
4655,52675,52675
4656,49678,49678
4657,47571,47571
4658,46398,46398
4659,46593,46593
4660,47685,47685
4661,50884,50884
4662,58796,58796
4663,65340,65340
4664,69027,69027
4665,70199,70199
4666,71652,71652
4667,73292,73292
4668,72399,72399
4669,71633,71633
4670,70593,70593
4671,69532,69532
4672,67663,67663
4673,67023,67023
4674,66147,66147
4675,65131,65131
4676,62383,62383
4677,60362,60362
4678,57844,57844
4679,53340,53340
4680,49922,49922
4681,47952,47952
4682,47081,47081
4683,47261,47261
4684,48241,48241
4685,50997,50997
4686,58681,58681
4687,65224,65224
4688,68438,68438
4689,69424,69424
4690,71258,71258
4691,72866,72866
4692,71981,71981
4693,71297,71297
4694,70146,70146
4695,68887,68887
4696,67411,67411
4697,66787,66787
4698,66105,66105
4699,65255,65255
4700,62812,62812
4701,60942,60942
4702,58522,58522
4703,53937,53937
4704,50376,50376
4705,48360,48360
4706,47168,47168
4707,47304,47304
4708,48123,48123
4709,51126,51126
4710,58869,58869
4711,65193,65193
4712,68800,68800
4713,70281,70281
4714,71951,71951
4715,73190,73190
4716,72614,72614
4717,72007,72007
4718,70854,70854
4719,69735,69735
4720,68133,68133
4721,67379,67379
4722,66237,66237
4723,65229,65229
4724,63202,63202
4725,61273,61273
4726,59032,59032
4727,54797,54797
4728,51287,51287
4729,49069,49069
4730,47802,47802
4731,47781,47781
4732,48834,48834
4733,51910,51910
4734,59526,59526
4735,65889,65889
4736,69532,69532
4737,71223,71223
4738,72885,72885
4739,73862,73862
4740,72697,72697
4741,71391,71391
4742,69761,69761
4743,68446,68446
4744,67100,67100
4745,66299,66299
4746,65248,65248
4747,63476,63476
4748,60373,60373
4749,58282,58282
4750,56681,56681
4751,52881,52881
4752,49367,49367
4753,46773,46773
4754,45379,45379
4755,44808,44808
4756,44711,44711
4757,44675,44675
4758,46802,46802
4759,50518,50518
4760,54622,54622
4761,58214,58214
4762,60620,60620
4763,61545,61545
4764,59889,59889
4765,57470,57470
4766,55737,55737
4767,54476,54476
4768,53502,53502
