"","BNL_pv_national_current","BNL_wind_onshore_current","BNL_wind_offshore_current","DE_pv_national_current","DE_wind_onshore_current","DE_wind_offshore_current","DK_pv_national_current","DK_wind_onshore_current","DK_wind_offshore_current","FR_pv_national_current","FR_wind_onshore_current","FR_wind_offshore_current","GB_pv_national_current","GB_wind_onshore_current","GB_wind_offshore_current","IBE_pv_national_current","IBE_wind_onshore_current","BNL_load_entsoe_power_statistics","DE_load_entsoe_power_statistics","DK_load_entsoe_power_statistics","FR_load_entsoe_power_statistics","GB_load_entsoe_power_statistics","IBE_load_entsoe_power_statistics"
"264138",0,0.1844304,0.3565295,0,0.2368,0.7347,0,0.6255,0.7777,0,0.058,0.0524,0,0.6698,0.6607,0.01692,0.280531,29283,75654,5311,78062,45886,40600
"264139",0,0.2168298,0.3907526,0,0.2565,0.7427,0,0.6175,0.7602,0,0.0716,0.0733,0,0.6889,0.6805,0,0.3183335,29219,74617,4978,76502,47506,44292
"264140",0,0.255913,0.4151142,0,0.2663,0.7408,0,0.608,0.7597,0,0.0911,0.0816,0,0.7084,0.6958,0,0.329892,27905,70428,4636,72458,45405,45200
"264141",0,0.2989686,0.4275323,0,0.2723,0.7356,0,0.6023,0.7768,0,0.1161,0.093,0,0.7267,0.7072,0,0.325782,26402,67102,4315,68877,42230,44043
"264142",0,0.3293864,0.4379343,0,0.272,0.739,0,0.6209,0.7583,0,0.1463,0.1474,0,0.7484,0.7212,0,0.30259,25542,64255,3938,71921,38491,41136
"264143",0,0.336261,0.4496225,0,0.2687,0.7465,0,0.6206,0.7449,0,0.1756,0.2176,0,0.7677,0.7369,0,0.276262,24585,59915,3595,71463,34386,37413
"264144",0,0.3048634,0.4561703,0,0.263,0.7509,0,0.6141,0.7511,0,0.1908,0.2577,0,0.7646,0.7344,0,0.250154,23137,56734,3361,67688,30595,33958
"264145",0,0.2666894,0.4482983,0,0.2505,0.7446,0,0.6151,0.7522,0,0.1851,0.2958,0,0.7479,0.7335,0,0.2308405,22095,54906,3244,68791,29690,31361
"264146",0,0.2404732,0.4541178,0,0.2353,0.7319,0,0.6023,0.7385,0,0.1682,0.3117,0,0.732,0.7385,0,0.223377,21382,54176,3195,66723,29170,29761
"264147",0,0.2380082,0.4790837,0,0.223,0.7203,0,0.5725,0.7151,0,0.1488,0.3117,0,0.7172,0.7616,0,0.2230475,20959,54352,3205,64416,28002,29108
"264148",0,0.2548216,0.5344819,0,0.2004,0.713,0,0.5303,0.6863,0,0.1356,0.2997,0,0.6975,0.7745,0,0.2274645,21066,55492,3277,64580,27125,28909
"264149",0,0.2782532,0.5790663,0,0.1956,0.7302,0,0.5091,0.676,0,0.1254,0.2577,0,0.6603,0.7629,0,0.2304665,21820,58347,3524,68456,26708,29549
"264150",0,0.3000868,0.5971575,0,0.1926,0.7615,0,0.5229,0.6749,0,0.1196,0.2407,0,0.6249,0.7376,0,0.2345275,24238,65269,4211,74651,27991,32272
"264151",0,0.3117728,0.5977078,0.0125,0.1988,0.7932,0.0016,0.5613,0.6812,0.0041,0.124,0.3279,0,0.5946,0.711,8.45e-05,0.239522,26964,71108,4915,77540,32909,37362
"264152",0.0342968,0.333646,0.6172032,0.1155,0.1991,0.8026,0.0446,0.6125,0.7231,0.112,0.1302,0.4566,0.0054,0.5696,0.6746,0.077099,0.2379485,28433,73284,5130,78636,37779,40560
"264153",0.1237756,0.3754002,0.6222964,0.2636,0.2475,0.8026,0.0779,0.6456,0.7588,0.2581,0.1326,0.4449,0.0344,0.5398,0.6374,0.2663415,0.214113,29082,73834,5196,78460,40645,42473
"264154",0.2624602,0.3833854,0.6210771,0.4136,0.2714,0.7937,0.1089,0.6552,0.7574,0.4135,0.1609,0.5004,0.0723,0.5242,0.673,0.4548665,0.2222795,29002,74280,5264,77308,42483,42841
"264155",0.425391,0.4091608,0.634728,0.513,0.2755,0.7892,0.1263,0.657,0.7491,0.5234,0.2063,0.6169,0.1089,0.5269,0.7109,0.5716285,0.214989,28990,75162,5223,76537,43233,42496
"264156",0.5510506,0.4553938,0.6720239,0.5412,0.2737,0.788,0.1399,0.6592,0.7488,0.5851,0.2484,0.6557,0.1327,0.5299,0.7247,0.6283375,0.185444,28320,73903,5106,75251,43726,42073
"264157",0.5447162,0.5021538,0.7181005,0.517,0.2713,0.7925,0.1385,0.6624,0.7615,0.5797,0.2836,0.6932,0.1331,0.5341,0.7348,0.6355955,0.166867,28203,73210,5076,72775,44053,41487
"264158",0.4843718,0.5342138,0.745521,0.4323,0.2681,0.7961,0.117,0.6671,0.7615,0.519,0.3055,0.7081,0.1165,0.5387,0.7231,0.593705,0.1506975,28054,72053,4989,70458,43739,40202
"264159",0.3570934,0.5389714,0.7544874,0.2941,0.2563,0.8021,0.07,0.6626,0.7533,0.4017,0.312,0.7081,0.0862,0.5266,0.7074,0.4954725,0.1321645,28129,70606,4858,68576,43683,39703
"264160",0.1661766,0.515174,0.7514247,0.1158,0.2481,0.8146,0.017,0.6741,0.7635,0.2356,0.2919,0.7301,0.0468,0.4964,0.6762,0.3431615,0.114555,28173,69166,4891,67837,43740,39433
"264161",0.01364,0.5105862,0.752272,0.0027,0.2895,0.8183,0,0.6786,0.76,0.0584,0.2921,0.716,0.0092,0.4549,0.628,0.1582485,0.105569,28533,70784,5286,69698,45013,39448
"264162",0,0.5328282,0.757957,0,0.3248,0.8133,0,0.6803,0.7499,0,0.3279,0.7588,0,0.417,0.5801,0.0139545,0.1153695,29547,75275,5332,77518,47991,40122
"264163",0,0.54757,0.7640164,0,0.3217,0.8165,0,0.6808,0.7538,0,0.347,0.7879,0,0.3838,0.5483,0,0.1252095,29203,74526,5094,75754,49032,44061
"264164",0,0.540543,0.7544813,0,0.3117,0.8316,0,0.6823,0.7593,0,0.3592,0.8164,0,0.368,0.5343,0,0.1298255,27882,70009,4688,71411,46537,44872
"264165",0,0.5408038,0.756582,0,0.2944,0.8364,0,0.6865,0.7656,0,0.3686,0.8226,0,0.3487,0.5319,0,0.1320845,26215,66760,4370,67887,43525,43845
"264166",0,0.5395632,0.7694207,0,0.2886,0.8389,0,0.687,0.7746,0,0.381,0.787,0,0.3412,0.5181,0,0.132211,25328,64184,4002,71149,40025,41123
"264167",0,0.5169332,0.7528006,0,0.2855,0.8419,0,0.6711,0.7546,0,0.3886,0.777,0,0.3155,0.4959,0,0.129296,24358,59916,3710,70320,36256,37495
"264168",0,0.5052988,0.7495331,0,0.2706,0.8383,0,0.651,0.7393,0,0.3904,0.7941,0,0.2834,0.4636,0,0.122974,22855,57139,3521,66255,32383,34187
"264169",0,0.5259194,0.7589613,0,0.2666,0.8203,0,0.6172,0.7455,0,0.3914,0.8395,0,0.2549,0.4294,0,0.1199055,21884,55237,3401,67061,31547,31392
"264170",0,0.5396578,0.7591551,0,0.2639,0.7811,0,0.5701,0.7354,0,0.3921,0.8924,0,0.2626,0.4125,0,0.1246395,21276,54127,3317,64667,31121,29666
"264171",0,0.5657002,0.7488103,0,0.2668,0.7476,0,0.5194,0.7068,0,0.3941,0.8934,0,0.2632,0.4095,0,0.1403055,21060,54187,3309,62216,30178,28933
"264172",0,0.5818998,0.7427493,0,0.2777,0.7243,0,0.465,0.6712,0,0.3858,0.8721,0,0.2592,0.4071,0,0.1598475,21099,55253,3337,62446,29221,28642
"264173",0,0.577985,0.7258789,0,0.2962,0.7182,0,0.4206,0.6535,0,0.3707,0.8601,0,0.2527,0.4111,0,0.17082,21867,58049,3523,65973,28586,29375
"264174",0,0.5768614,0.687061,0,0.3093,0.7205,0,0.3939,0.6299,0,0.3615,0.8783,0,0.2456,0.3822,0,0.1753155,24114,64742,4198,72378,29671,32225
"264175",0,0.6206624,0.6509689,0.0215,0.3282,0.7426,2e-04,0.3702,0.6257,0.0056,0.36,0.8721,0,0.2433,0.3429,0.0002535,0.178897,26782,70601,4987,75296,34625,37327
"264176",0.0132616,0.5890192,0.6030954,0.1487,0.339,0.7537,0.0093,0.3544,0.6146,0.092,0.3871,0.8982,0.0033,0.2476,0.2826,0.0552325,0.177665,28481,72513,5191,76785,39075,40719
"264177",0.0428358,0.5525822,0.5343276,0.2923,0.4052,0.7278,0.024,0.3502,0.5948,0.2027,0.3773,0.9266,0.0417,0.2448,0.2242,0.153248,0.1545895,29568,72952,5212,77051,42092,42783
"264178",0.0661656,0.5180802,0.4004,0.3973,0.4761,0.6717,0.0398,0.3422,0.5755,0.2944,0.4211,0.9374,0.1058,0.2641,0.2058,0.2561615,0.157383,29961,73676,5296,76445,43357,43610
"264179",0.0789646,0.4639226,0.3301485,0.4481,0.5104,0.5979,0.0484,0.3258,0.5589,0.3528,0.4797,0.9418,0.1738,0.307,0.1982,0.341424,0.206633,30310,74024,5257,76552,43194,43447
"264180",0.0757606,0.4176308,0.2453997,0.4497,0.5066,0.5314,0.0475,0.3195,0.5591,0.371,0.5073,0.9426,0.2208,0.3251,0.1865,0.3959705,0.2379375,29833,73213,5092,75799,43303,42863
"264181",0.0564752,0.3651678,0.1830876,0.4106,0.4777,0.4668,0.0417,0.3141,0.5821,0.3479,0.535,0.945,0.205,0.3312,0.1833,0.410319,0.257599,29560,71603,4955,73404,43322,42222
"264182",0.0372576,0.3300488,0.1143643,0.3234,0.4204,0.3996,0.0335,0.3005,0.5889,0.291,0.5608,0.9472,0.155,0.3281,0.1772,0.381437,0.2627805,29225,69530,4775,71010,42609,40751
"264183",0.0211198,0.3128828,0.0611511,0.205,0.3629,0.3702,0.0203,0.2955,0.5783,0.2054,0.5784,0.8977,0.1041,0.3078,0.1706,0.3198885,0.261865,28880,68275,4630,69283,42251,39912
"264184",0.0060476,0.3232204,0.0370592,0.0753,0.3509,0.3057,0.0061,0.3238,0.5938,0.1042,0.5886,0.8017,0.0546,0.2597,0.1696,0.217024,0.2569735,28700,67731,4687,68263,41988,39716
"264185",2.04e-05,0.339739,0.0295385,0.0017,0.3556,0.1998,0,0.3138,0.5592,0.0179,0.593,0.7539,0.0128,0.2362,0.1759,0.0952135,0.2433915,29035,69718,5071,70289,43052,39625
"264186",0,0.3490542,0.0186061,0,0.3563,0.1219,0,0.2723,0.4343,0,0.5883,0.8242,0,0.2412,0.1896,0.0084335,0.257735,29512,73091,5118,76449,46237,40194
"264187",0,0.3504978,0.0149341,0,0.3491,0.0858,0,0.2278,0.3452,0,0.5653,0.8203,0,0.2383,0.1961,0,0.279736,28585,71441,4709,74546,47976,43421
"264188",0,0.35838,0.0242113,0,0.3364,0.0651,0,0.2106,0.2975,0,0.5299,0.5508,0,0.2315,0.1954,0,0.2877995,27230,66846,4306,70296,45814,43987
"264189",0,0.3391094,0.0531248,0,0.3329,0.0462,0,0.2152,0.2783,0,0.5008,0.4566,0,0.233,0.2015,0,0.288604,25604,63402,4011,66781,42416,42982
"264190",0,0.3079218,0.08424,0,0.3354,0.0342,0,0.199,0.2486,0,0.4774,0.4946,0,0.2468,0.2291,0,0.2895565,25012,61150,3729,69829,39260,40394
"264191",0,0.261825,0.10804,0,0.3365,0.0227,0,0.1607,0.1988,0,0.4574,0.5048,0,0.2564,0.2681,0,0.2994085,24282,56893,3448,68931,35674,37327
"264192",0,0.2178528,0.1282809,0,0.3486,0.0179,0,0.1197,0.1584,0,0.445,0.4522,0,0.2632,0.2996,0,0.310419,22776,52763,3215,64214,32424,34247
"264193",0,0.1924708,0.1433627,0,0.3616,0.0187,0,0.0859,0.1331,0,0.4233,0.407,0,0.2692,0.3127,0,0.316209,21668,50628,3063,62996,31540,31584
"264194",0,0.1844224,0.1522203,0,0.3645,0.0233,0,0.0607,0.1217,0,0.3862,0.3911,0,0.2756,0.3077,0,0.3223175,20812,49164,3007,60294,30690,29665
"264195",0,0.1802272,0.1597761,0,0.3569,0.0321,0,0.0427,0.1194,0,0.3472,0.4961,0,0.2845,0.3037,0,0.3281855,20443,48876,2961,57764,29306,28497
"264196",0,0.1684294,0.1603573,0,0.3505,0.047,0,0.0304,0.1198,0,0.3021,0.5649,0,0.2943,0.3003,0,0.337327,20305,49042,2972,56824,28207,28029
"264197",0,0.1468936,0.1456,0,0.3466,0.0606,0,0.0229,0.1235,0,0.2504,0.5607,0,0.2913,0.2985,0,0.3296315,20309,49361,3035,58066,27208,27921
"264198",0,0.1362076,0.1334924,0,0.3524,0.0712,0,0.02,0.1337,0,0.2112,0.5663,0,0.2912,0.3068,0,0.343236,21007,50315,3232,60639,27464,28448
"264199",0,0.1336612,0.1365029,0.0171,0.3428,0.0748,0,0.0197,0.1456,7e-04,0.1834,0.6035,0,0.2914,0.3084,8.45e-05,0.3828455,21998,53393,3525,62139,29546,29710
"264200",0.0109726,0.1301974,0.1519239,0.0841,0.2886,0.0728,0.0059,0.0194,0.1492,0.021,0.1556,0.6035,0.0071,0.2863,0.3073,0.02854,0.4163965,23388,57184,3895,65412,31776,31305
"264201",0.042635,0.127477,0.1677337,0.1509,0.2602,0.0711,0.0226,0.0185,0.1475,0.0724,0.1367,0.5872,0.0677,0.268,0.312,0.1207265,0.475434,25073,60459,4167,67563,35036,34933
"264202",0.1141682,0.1486738,0.1769279,0.2136,0.2851,0.0797,0.0409,0.0183,0.1474,0.1521,0.1476,0.6379,0.1527,0.2879,0.3404,0.2601505,0.581096,25770,62624,4321,68457,37259,37645
"264203",0.1617862,0.1831814,0.1853214,0.2742,0.355,0.1056,0.0547,0.02,0.1548,0.2104,0.189,0.7093,0.2332,0.343,0.3704,0.3971205,0.651547,25947,63863,4329,69856,37376,38264
"264204",0.1798654,0.195136,0.1823214,0.2864,0.4011,0.1424,0.0593,0.0234,0.1686,0.2323,0.2263,0.7549,0.2758,0.359,0.3712,0.4780975,0.6941495,25880,62850,4267,70942,37032,38100
"264205",0.1702128,0.1882626,0.1800414,0.2587,0.4128,0.184,0.0523,0.0326,0.2059,0.2213,0.2525,0.8211,0.2663,0.3614,0.3639,0.510081,0.724403,25289,60467,4191,67558,36721,37910
"264206",0.1318086,0.1643712,0.1670372,0.2044,0.3869,0.2236,0.039,0.0493,0.2498,0.1821,0.269,0.8543,0.2273,0.3596,0.3562,0.4977835,0.7449855,24861,58558,4139,65340,35904,36616
"264207",0.082483,0.1276158,0.1403821,0.1192,0.3135,0.2506,0.0207,0.0679,0.3008,0.1318,0.2666,0.8294,0.1735,0.3432,0.3378,0.4333375,0.755264,24590,57531,4144,63441,35398,35308
"264208",0.0344044,0.093633,0.1111475,0.038,0.2535,0.2577,0.0036,0.0907,0.3471,0.0729,0.2215,0.7312,0.1019,0.3052,0.3215,0.3207815,0.7545335,24819,57109,4256,62853,35711,34264
"264209",0.0021384,0.0875468,0.1020575,2e-04,0.2216,0.2424,0,0.1188,0.3718,0.018,0.1883,0.6142,0.0281,0.2911,0.3287,0.16795,0.7124435,25604,59048,4662,64669,37552,33908
"264210",0,0.0961472,0.1071736,0,0.1897,0.2225,0,0.1416,0.3546,0,0.2052,0.5816,1e-04,0.2833,0.3502,0.0236565,0.6593005,26712,62918,4755,71342,41437,34882
"264211",0,0.1065178,0.1205648,0,0.1696,0.2135,0,0.1674,0.349,0,0.2224,0.5803,0,0.2571,0.3607,0,0.6489855,26533,61659,4409,70731,43977,38713
"264212",0,0.1199212,0.1367249,0,0.1592,0.2173,0,0.1885,0.3498,0,0.2341,0.5816,0,0.2199,0.3559,0,0.642114,25347,57983,4090,67793,41806,39982
"264213",0,0.1299338,0.1512273,0,0.1479,0.2231,0,0.2141,0.3626,0,0.2354,0.5775,0,0.2002,0.3596,0,0.6244065,24076,55755,3837,65524,39427,39616
"264214",0,0.1358636,0.164359,0,0.1399,0.2372,0,0.2461,0.3963,0,0.2322,0.6196,0,0.1794,0.3938,0,0.589288,23716,55400,3576,69736,36833,37764
"264215",0,0.135051,0.1674063,0,0.1282,0.2533,0,0.2717,0.4347,0,0.2225,0.6062,0,0.1546,0.3933,0,0.5493,23028,52554,3351,69592,34278,35389
"264216",0,0.1273934,0.1700394,0,0.1118,0.2649,0,0.2976,0.4348,0,0.2096,0.5899,0,0.1217,0.3733,0,0.5230465,21920,49172,3148,65673,31705,32573
"264217",0,0.1255766,0.1831551,0,0.095,0.2803,0,0.3104,0.4366,0,0.2036,0.6519,0,0.0986,0.3503,0,0.5057895,21006,47005,3015,65032,31101,29866
"264218",0,0.1346564,0.1991384,0,0.0842,0.3112,0,0.3125,0.4513,0,0.1938,0.6196,0,0.0849,0.3011,0,0.48638,20255,46005,2941,62834,30409,27871
"264219",0,0.1368118,0.1836215,0,0.0798,0.3539,0,0.3084,0.4614,0,0.1771,0.5422,0,0.0837,0.2375,0,0.4717575,19763,45608,2919,60122,29373,26789
"264220",0,0.1134664,0.1361841,0,0.0782,0.3868,0,0.3008,0.4641,0,0.1512,0.3697,0,0.0955,0.1931,0,0.471711,19666,45638,2943,59078,28348,26369
"264221",0,0.090053,0.0991785,0,0.0791,0.4004,0,0.3018,0.487,0,0.1281,0.2065,0,0.117,0.1757,0,0.465284,19693,45092,3024,59905,27470,26279
"264222",0,0.084495,0.088171,0,0.0835,0.3922,0,0.302,0.4841,0,0.1133,0.1145,0,0.1524,0.1902,0,0.4508755,20096,44361,3200,61128,27228,26797
"264223",0.0008916,0.1040744,0.1145348,0.0042,0.0823,0.3758,8e-04,0.294,0.4355,0.0023,0.1087,0.0375,0,0.191,0.2227,0.0004225,0.4337115,20414,45798,3387,61535,28146,27334
"264224",0.0862408,0.1277704,0.1602993,0.0562,0.0774,0.363,0.0505,0.279,0.4191,0.0833,0.1148,0.0049,0.0069,0.2283,0.2612,0.082656,0.3969645,21262,48898,3668,64085,28975,27651
"264225",0.2355264,0.1254276,0.1959181,0.1565,0.0763,0.3841,0.1451,0.2552,0.4029,0.2205,0.1354,0.0154,0.0396,0.2791,0.328,0.239986,0.4150015,22548,52504,3849,65819,31378,30401
"264226",0.4214336,0.1593434,0.2459038,0.2836,0.0863,0.3995,0.2481,0.2682,0.4142,0.3821,0.1591,0.0758,0.0792,0.366,0.4382,0.3904115,0.4891085,23155,55089,3922,66079,34538,32810
"264227",0.5459016,0.1814844,0.2920605,0.3859,0.1082,0.386,0.3471,0.2706,0.3917,0.5053,0.1918,0.2165,0.0838,0.4882,0.5806,0.486056,0.5102175,23639,57394,3925,66301,36565,34115
"264228",0.5762236,0.200282,0.3672246,0.4115,0.114,0.3791,0.3647,0.2464,0.3722,0.558,0.2226,0.3754,0.0744,0.6236,0.7222,0.5398955,0.517199,23756,56703,3878,66753,37721,34201
"264229",0.5471756,0.2342016,0.4550577,0.3961,0.1094,0.4028,0.3202,0.2172,0.3444,0.5215,0.2595,0.5844,0.0658,0.7541,0.8253,0.546316,0.5205385,23029,54595,3841,62457,39125,34293
"264230",0.4494758,0.2726004,0.5340748,0.3415,0.1052,0.4261,0.2436,0.2054,0.3125,0.4495,0.3054,0.7704,0.0569,0.8373,0.877,0.505849,0.520939,22422,53040,3819,59679,39316,33545
"264231",0.2780342,0.3060772,0.582014,0.2388,0.096,0.4546,0.1271,0.1909,0.2941,0.3406,0.3448,0.8662,0.0397,0.8383,0.9025,0.420026,0.515618,22330,51982,3801,57961,39460,32329
"264232",0.0965306,0.3088408,0.6161478,0.1014,0.089,0.5476,0.0368,0.1976,0.3326,0.2012,0.3794,0.902,0.0237,0.7853,0.9164,0.289467,0.494049,22634,52034,3956,57679,39963,31447
"264233",0.0063006,0.3583334,0.6883851,0.0046,0.1126,0.637,0,0.2608,0.4127,0.0565,0.4136,0.9047,0.0074,0.7394,0.9107,0.1367455,0.434245,23865,55147,4479,60382,41383,31042
"264234",0,0.4382326,0.7705298,0,0.1539,0.712,0,0.3336,0.4982,0,0.4604,0.915,1e-04,0.7182,0.9041,0.015219,0.3935225,25820,60943,4748,69092,43327,32321
"264235",0,0.5115568,0.8377472,0,0.2025,0.7993,0,0.4014,0.5754,0,0.5002,0.9339,0,0.6906,0.9321,0,0.4085775,26082,60860,4469,70285,43575,36644
"264236",0,0.5854996,0.8906837,0,0.2517,0.8588,0,0.4805,0.6295,0,0.5394,0.9426,0,0.6392,0.9389,0,0.4190465,25236,58354,4148,68020,41773,38708
"264237",0,0.6564484,0.9290041,0,0.2985,0.8931,0,0.5439,0.7006,0,0.5748,0.917,0,0.594,0.9062,0,0.4287925,24081,56982,3947,65601,38922,38918
"264238",0,0.765429,0.960207,0,0.3305,0.9153,0,0.5976,0.7489,0,0.5896,0.9033,0,0.5774,0.9066,0,0.4364145,23672,57126,3673,68808,35779,37411
"264239",0,0.8440752,0.9723572,0,0.3609,0.9287,0,0.6538,0.7784,0,0.5936,0.8973,0,0.5816,0.8975,0,0.443493,22740,54238,3406,68102,32123,34763
"264240",0,0.8715742,0.9682931,0,0.3931,0.9386,0,0.6993,0.7998,0,0.6079,0.9146,0,0.5911,0.878,0,0.452089,21592,51542,3364,64245,28505,31426
"264241",0,0.8827512,0.9421035,0,0.4185,0.9436,0,0.738,0.8242,0,0.6148,0.9421,0,0.6068,0.8317,0,0.452881,20890,50092,3269,63733,28201,29089
"264242",0,0.86141,0.8910293,0,0.4492,0.9381,0,0.7671,0.8432,0,0.6099,0.967,0,0.6155,0.7882,0,0.4540285,20331,49620,3270,61598,28325,27656
"264243",0,0.8065268,0.8046836,0,0.4625,0.9366,0,0.8003,0.8692,0,0.5843,0.9555,0,0.6207,0.7483,0,0.457735,20049,50082,3287,59216,27615,27020
"264244",0,0.7353206,0.7056318,0,0.4946,0.9216,0,0.8296,0.8844,0,0.5611,0.9273,0,0.6314,0.7048,0,0.469104,20235,51792,3392,59396,27043,27042
"264245",0,0.6286652,0.5920107,0,0.5142,0.8772,0,0.8373,0.8907,0,0.5148,0.8799,0,0.6385,0.6853,0,0.4761275,21209,55576,3584,63168,26458,27794
"264246",0,0.5180204,0.5155375,0,0.5221,0.8117,0,0.8263,0.9065,0,0.4703,0.8749,0,0.6506,0.6866,0,0.4574355,23847,64314,4333,69438,27670,31011
"264247",0,0.420987,0.500142,0.0118,0.4911,0.7504,0,0.7972,0.9052,0.0022,0.4316,0.8451,0,0.6677,0.7004,0.000338,0.447755,26752,70305,4969,72573,33876,36155
"264248",0.0066008,0.3518072,0.4846568,0.061,0.4541,0.7139,0.0048,0.7217,0.8713,0.0391,0.3831,0.7539,0.0112,0.685,0.701,0.0328755,0.4369565,28281,73067,5210,74512,39855,39760
"264249",0.0370608,0.2852488,0.4476324,0.1203,0.434,0.6804,0.021,0.6101,0.8288,0.1218,0.3608,0.6944,0.0594,0.6984,0.6898,0.1143495,0.4433085,29202,74124,5264,75205,41503,42083
"264250",0.1050006,0.2421544,0.430445,0.1583,0.4315,0.6313,0.0486,0.5343,0.7974,0.2195,0.4301,0.9015,0.1171,0.7233,0.7365,0.2102105,0.513894,29172,75047,5336,74896,42245,42875
"264251",0.1998894,0.2897874,0.4722676,0.1692,0.4175,0.5932,0.0891,0.4744,0.7693,0.2835,0.4804,0.9405,0.1636,0.7638,0.7926,0.30374,0.6078625,29070,76178,5299,75165,41846,43077
"264252",0.294546,0.342393,0.524469,0.1539,0.3477,0.56,0.1277,0.4534,0.7101,0.3071,0.5224,0.9557,0.1804,0.7892,0.8132,0.379787,0.671219,28381,75420,5167,74625,41702,42779
"264253",0.35567,0.3881268,0.570176,0.1324,0.2896,0.5384,0.146,0.4379,0.6398,0.3021,0.5765,0.9624,0.1789,0.8084,0.8358,0.426358,0.70664,28245,74726,5100,73166,41801,42336
"264254",0.2724186,0.4098842,0.5942088,0.1061,0.2386,0.5264,0.1291,0.404,0.5719,0.2549,0.6031,0.9399,0.1556,0.8176,0.8522,0.4346315,0.7296965,27912,73495,4961,70864,41578,41212
"264255",0.1466152,0.3896678,0.6209667,0.0696,0.2068,0.5198,0.0895,0.3777,0.5227,0.1836,0.5883,0.9069,0.1209,0.8173,0.8678,0.390003,0.7331915,28013,72165,4758,69531,41433,40640
"264256",0.0539646,0.4081064,0.6652224,0.0258,0.1935,0.5171,0.0311,0.3722,0.5003,0.097,0.5503,0.8703,0.07,0.8136,0.8795,0.289941,0.726745,28286,71042,4718,68627,41532,40193
"264257",0.0039436,0.4732336,0.7153488,6e-04,0.2217,0.5161,0,0.3744,0.4934,0.0233,0.5326,0.8116,0.0186,0.8027,0.8869,0.1446935,0.6820815,28528,71993,5115,70177,43820,40173
"264258",0,0.5233172,0.7470837,0,0.2479,0.5306,0,0.3897,0.4899,0,0.5231,0.7657,0,0.7822,0.8877,0.016021,0.6243055,29451,75142,5279,77520,47002,40436
"264259",0,0.5382232,0.7615698,0,0.2571,0.5682,0,0.4015,0.4843,0,0.5033,0.7598,0,0.7472,0.883,0,0.6205065,29369,73975,4970,76161,49025,43944
"264260",0,0.5291558,0.7654491,0,0.2547,0.5655,0,0.3909,0.4721,0,0.4728,0.7437,0,0.7181,0.875,0,0.6406945,27909,69904,4595,71589,46906,44932
"264261",0,0.5188734,0.7570863,0,0.252,0.5409,0,0.3775,0.4729,0,0.4571,0.7427,0,0.709,0.8732,0,0.650668,26289,66243,4287,67944,43747,43792
"264262",0,0.507071,0.7491502,0,0.2538,0.5654,0,0.3703,0.4842,0,0.4514,0.7258,0,0.7069,0.8809,0,0.655811,25337,63406,3904,71098,39400,40770
"264263",0,0.4877428,0.7532322,0,0.2572,0.593,0,0.3682,0.4874,0,0.4594,0.7013,0,0.7347,0.8957,0,0.6681215,24184,58962,3540,70141,34778,37123
"264264",0,0.4934374,0.7740359,0,0.2564,0.6306,0,0.3635,0.4885,0,0.4728,0.6838,0,0.7669,0.902,0,0.670862,22773,55986,3300,65941,30613,34035
"264265",0,0.5052642,0.7922683,0,0.2623,0.6672,0,0.3695,0.5177,0,0.4689,0.6766,0,0.7802,0.9011,0,0.6651445,21806,53931,3201,65414,29902,31490
"264266",0,0.5320186,0.8199204,0,0.2727,0.7266,0,0.3872,0.542,0,0.4584,0.7013,0,0.7901,0.8961,0,0.6451915,21194,53176,3150,63596,29501,29955
"264267",0,0.565576,0.841865,0,0.2784,0.7755,0,0.4084,0.5812,0,0.4528,0.7385,0,0.7993,0.8815,0,0.628394,20903,53557,3160,61471,28772,29384
"264268",0,0.5918416,0.8533027,0,0.2854,0.8137,0,0.4214,0.583,0,0.4466,0.7498,0,0.8008,0.8582,0,0.608333,21109,55026,3246,62038,28136,29167
"264269",0,0.617027,0.8425976,0,0.297,0.8381,0,0.4436,0.5929,0,0.4503,0.7685,0,0.8009,0.8304,0,0.5746935,21958,58013,3526,65725,27550,29910
"264270",0,0.6250868,0.8087111,0,0.3054,0.8485,0,0.486,0.6321,0,0.4712,0.7861,0,0.7984,0.8066,0,0.5451955,24520,65716,4350,72378,29045,32570
"264271",0.0001506,0.641138,0.7656363,0.0107,0.3189,0.8487,3e-04,0.5238,0.6677,0.0015,0.4795,0.787,0,0.7963,0.7949,0.000507,0.525908,27206,71045,4964,75625,34751,37457
"264272",0.0237182,0.6222326,0.7321914,0.0803,0.3263,0.824,0.018,0.5645,0.686,0.0433,0.4702,0.7406,0.0168,0.7968,0.7751,0.0590075,0.493741,28615,73075,5225,77060,40461,40759
"264273",0.075755,0.5589098,0.683374,0.1876,0.3736,0.7773,0.0558,0.6054,0.7083,0.1289,0.462,0.5885,0.1002,0.8018,0.7583,0.2090165,0.519127,29430,73348,5245,77016,41635,42719
"264274",0.1417434,0.5173248,0.6393254,0.2789,0.4274,0.7256,0.0862,0.6156,0.7138,0.232,0.4991,0.8026,0.1924,0.8205,0.7643,0.3826975,0.624178,29487,74174,5301,76738,41864,43210
"264275",0.2019968,0.5137484,0.6083027,0.3201,0.4406,0.6863,0.1167,0.6098,0.7209,0.3129,0.5565,0.9047,0.2794,0.8355,0.7757,0.490791,0.6775695,29684,75143,5220,76923,41185,43254
