utc_timestamp,cet_cest_timestamp,interpolated_values,BE_load_entsoe_power_statistics,DE_load_entsoe_power_statistics,DK_load_entsoe_power_statistics,ES_load_entsoe_power_statistics,FR_load_entsoe_power_statistics,GB_load_entsoe_power_statistics,LU_load_entsoe_power_statistics,NL_load_entsoe_power_statistics,PT_load_entsoe_power_statistics
2015-07-24T01:00:00Z,2015-07-24T03:00:00+0200,,7266,44719,2458,26686,37993,21929,660,10280,4882
2015-07-24T02:00:00Z,2015-07-24T04:00:00+0200,,7292,45611,2469,26228,38266,21583,666,10241,4830
2015-07-24T03:00:00Z,2015-07-24T05:00:00+0200,,7500,48447,2538,26420,40134,21685,600,10390,4830
2015-07-24T04:00:00Z,2015-07-24T06:00:00+0200,,7905,55448,2894,27961,42731,22182,651,10964,4731
2015-07-24T05:00:00Z,2015-07-24T07:00:00+0200,,8435,61305,3299,29769,46542,25767,722,12150,4897
2015-07-24T06:00:00Z,2015-07-24T08:00:00+0200,,8972,64813,3630,32219,49903,30597,842,13322,5555
2015-07-24T07:00:00Z,2015-07-24T09:00:00+0200,,9295,65974,3805,34695,52596,34165,869,13991,6404
2015-07-24T08:00:00Z,2015-07-24T10:00:00+0200,,9423,67746,3898,36525,53875,35668,870,14232,6594
2015-07-24T09:00:00Z,2015-07-24T11:00:00+0200,,9668,69044,3882,37353,55250,36036,899,14300,6784
2015-07-24T10:00:00Z,2015-07-24T12:00:00+0200,,9806,68421,3800,38344,55521,36432,869,14262,6929
2015-07-24T11:00:00Z,2015-07-24T13:00:00+0200,,9688,66812,3715,38870,53868,36477,887,14293,6751
2015-07-24T12:00:00Z,2015-07-24T14:00:00+0200,,9591,65125,3617,37987,53586,35805,857,14241,6835
2015-07-24T13:00:00Z,2015-07-24T15:00:00+0200,,9418,63874,3550,37285,52141,35191,846,14214,6933
2015-07-24T14:00:00Z,2015-07-24T16:00:00+0200,,9382,62698,3500,37151,50599,34937,826,14103,6904
2015-07-24T15:00:00Z,2015-07-24T17:00:00+0200,,9488,62251,3608,36956,49938,35342,826,14027,6766
2015-07-24T16:00:00Z,2015-07-24T18:00:00+0200,,9214,61408,3596,36217,49968,35942,832,13592,6508
2015-07-24T17:00:00Z,2015-07-24T19:00:00+0200,,8838,60107,3376,35486,48246,35309,835,13145,6383
2015-07-24T18:00:00Z,2015-07-24T20:00:00+0200,,8578,57702,3167,34522,45823,33817,783,12782,6212
2015-07-24T19:00:00Z,2015-07-24T21:00:00+0200,,8474,56291,3089,33763,46234,32307,769,12478,6153
2015-07-24T20:00:00Z,2015-07-24T22:00:00+0200,,8760,54159,3055,33041,49661,31154,721,12303,6311
2015-07-24T21:00:00Z,2015-07-24T23:00:00+0200,BE_wind_offshore_generation_actual,8406,50326,2834,31104,47524,28835,722,11838,5991
2015-07-24T22:00:00Z,2015-07-25T00:00:00+0200,,7898,46890,2789,29901,41822,25378,678,11143,5484
2015-07-24T23:00:00Z,2015-07-25T01:00:00+0200,,7524,44787,2672,28196,40304,22664,682,10600,5140
2015-07-25T00:00:00Z,2015-07-25T02:00:00+0200,,7275,43319,2604,26608,37870,21261,666,10250,4814
2015-07-25T01:00:00Z,2015-07-25T03:00:00+0200,,7115,42678,2592,25590,35922,20245,668,10107,4635
2015-07-25T02:00:00Z,2015-07-25T04:00:00+0200,,7065,42635,2604,24983,35514,19683,663,10021,4503
2015-07-25T03:00:00Z,2015-07-25T05:00:00+0200,,7079,42616,2604,24443,35993,19414,632,9949,4508
2015-07-25T04:00:00Z,2015-07-25T06:00:00+0200,,7025,44419,2715,24489,36143,19078,641,9985,4404
2015-07-25T05:00:00Z,2015-07-25T07:00:00+0200,,7423,47693,2930,24633,38263,20728,700,10499,4253
2015-07-25T06:00:00Z,2015-07-25T08:00:00+0200,,7934,51843,3210,25977,41146,23382,694,11267,4546
2015-07-25T07:00:00Z,2015-07-25T09:00:00+0200,,8373,55068,3451,28020,43691,26025,679,12096,5011
2015-07-25T08:00:00Z,2015-07-25T10:00:00+0200,,8700,56771,3499,29871,44821,27480,760,12490,5333
2015-07-25T09:00:00Z,2015-07-25T11:00:00+0200,,8908,57976,3519,30667,46100,27561,773,12708,5534
2015-07-25T10:00:00Z,2015-07-25T12:00:00+0200,,8941,56703,3497,31212,47239,27366,769,12673,5597
2015-07-25T11:00:00Z,2015-07-25T13:00:00+0200,,8813,54905,3459,31686,45041,27004,757,12621,5545
2015-07-25T12:00:00Z,2015-07-25T14:00:00+0200,,8632,53616,3405,31348,44043,26073,705,12539,5343
2015-07-25T13:00:00Z,2015-07-25T15:00:00+0200,,8419,52500,3365,30734,42744,25476,678,12346,5360
2015-07-25T14:00:00Z,2015-07-25T16:00:00+0200,,8437,52136,3479,30129,41732,25175,721,12193,5384
2015-07-25T15:00:00Z,2015-07-25T17:00:00+0200,,8577,52146,3649,29831,41883,26239,733,12278,5325
2015-07-25T16:00:00Z,2015-07-25T18:00:00+0200,,8547,51997,3586,29607,42768,27990,739,12073,5264
2015-07-25T17:00:00Z,2015-07-25T19:00:00+0200,,8279,51024,3366,29461,41981,28810,731,11855,5371
2015-07-25T18:00:00Z,2015-07-25T20:00:00+0200,,7967,48773,3170,29384,40018,28776,693,11573,5414
2015-07-25T19:00:00Z,2015-07-25T21:00:00+0200,,7837,47740,3080,29697,40951,28375,704,11373,5428
2015-07-25T20:00:00Z,2015-07-25T22:00:00+0200,,8080,46498,3011,29930,45323,28662,694,11485,5668
2015-07-25T21:00:00Z,2015-07-25T23:00:00+0200,,7827,43573,2839,28287,43861,27659,662,11049,5426
2015-07-25T22:00:00Z,2015-07-26T00:00:00+0200,,7443,40795,2758,26689,38748,24875,630,10426,5078
2015-07-25T23:00:00Z,2015-07-26T01:00:00+0200,,7115,38906,2672,25142,37257,22547,628,9944,4706
2015-07-26T00:00:00Z,2015-07-26T02:00:00+0200,SK_load_entsoe_transparency,6889,37799,2572,23837,35078,21283,614,9622,4467
2015-07-26T01:00:00Z,2015-07-26T03:00:00+0200,,6705,37205,2523,22969,33208,20315,544,9411,4333
2015-07-26T02:00:00Z,2015-07-26T04:00:00+0200,,6717,36988,2515,22549,32558,19747,552,9317,4235
2015-07-26T03:00:00Z,2015-07-26T05:00:00+0200,,6680,36713,2468,22273,32299,19334,555,9193,4178
2015-07-26T04:00:00Z,2015-07-26T06:00:00+0200,,6599,37123,2466,22224,31665,18645,542,9040,4098
2015-07-26T05:00:00Z,2015-07-26T07:00:00+0200,,6809,39506,2669,21632,33029,19343,591,9254,3881
2015-07-26T06:00:00Z,2015-07-26T08:00:00+0200,,7220,42968,2935,22402,35429,21091,616,9660,4090
2015-07-26T07:00:00Z,2015-07-26T09:00:00+0200,,7734,45805,3216,23958,38074,23687,634,10116,4472
2015-07-26T08:00:00Z,2015-07-26T10:00:00+0200,,7974,47874,3361,25475,39971,26325,675,10488,4790
2015-07-26T09:00:00Z,2015-07-26T11:00:00+0200,,8301,49796,3387,26700,41844,28345,694,10682,4994
2015-07-26T10:00:00Z,2015-07-26T12:00:00+0200,,8363,49558,3355,27498,43734,29674,689,10897,5270
2015-07-26T11:00:00Z,2015-07-26T13:00:00+0200,,8122,47586,3344,28398,40943,30425,686,10889,5371
2015-07-26T12:00:00Z,2015-07-26T14:00:00+0200,,7880,46380,3295,29024,39713,29606,684,10901,5153
2015-07-26T13:00:00Z,2015-07-26T15:00:00+0200,,7765,45462,3295,28731,38291,28878,682,11051,5040
2015-07-26T14:00:00Z,2015-07-26T16:00:00+0200,,7839,44946,3309,28410,37668,28879,654,11273,4991
2015-07-26T15:00:00Z,2015-07-26T17:00:00+0200,,8111,45897,3505,28276,38457,29501,682,11683,4996
2015-07-26T16:00:00Z,2015-07-26T18:00:00+0200,,8202,47070,3493,28253,40120,30317,703,11747,5044
2015-07-26T17:00:00Z,2015-07-26T19:00:00+0200,,8176,47522,3306,28366,41039,30102,713,11593,5147
2015-07-26T18:00:00Z,2015-07-26T20:00:00+0200,,8058,47104,3143,28619,40248,29583,713,11515,5285
2015-07-26T19:00:00Z,2015-07-26T21:00:00+0200,,8051,47286,3032,29782,41411,29188,675,11536,5475
2015-07-26T20:00:00Z,2015-07-26T22:00:00+0200,,8175,46727,2985,31176,45123,29152,686,11491,5758
2015-07-26T21:00:00Z,2015-07-26T23:00:00+0200,,7775,43647,2776,29873,43374,27052,656,10929,5526
2015-07-26T22:00:00Z,2015-07-27T00:00:00+0200,,7250,41247,2553,28046,38540,23440,621,10335,5103
2015-07-26T23:00:00Z,2015-07-27T01:00:00+0200,,7005,39658,2419,26101,37254,21039,628,9898,4846
2015-07-27T00:00:00Z,2015-07-27T02:00:00+0200,,6822,38952,2363,24766,35311,20111,621,9706,4625
2015-07-27T01:00:00Z,2015-07-27T03:00:00+0200,,6751,39222,2365,24138,34152,19592,633,9680,4527
2015-07-27T02:00:00Z,2015-07-27T04:00:00+0200,,6791,40699,2407,23908,34777,19238,627,9697,4440
2015-07-27T03:00:00Z,2015-07-27T05:00:00+0200,,7061,44682,2537,24337,37361,19298,646,9977,4451
2015-07-27T04:00:00Z,2015-07-27T06:00:00+0200,,7496,52478,2906,26363,40241,20141,630,10643,4412
2015-07-27T05:00:00Z,2015-07-27T07:00:00+0200,,8193,58891,3437,28471,44095,23909,746,11878,4568
2015-07-27T06:00:00Z,2015-07-27T08:00:00+0200,,8752,62708,3753,31121,47606,28605,833,13083,5248
2015-07-27T07:00:00Z,2015-07-27T09:00:00+0200,,9154,64439,3941,33814,49868,31837,835,13741,6189
2015-07-27T08:00:00Z,2015-07-27T10:00:00+0200,,9413,66507,4078,35517,51141,33160,805,13975,6423
2015-07-27T09:00:00Z,2015-07-27T11:00:00+0200,,9650,68228,4117,36132,52392,33435,867,14236,6601
2015-07-27T10:00:00Z,2015-07-27T12:00:00+0200,,9593,67278,4088,37106,52640,33654,865,14239,6744
2015-07-27T11:00:00Z,2015-07-27T13:00:00+0200,,9488,66424,4110,37698,51621,33659,858,14252,6562
2015-07-27T12:00:00Z,2015-07-27T14:00:00+0200,,9297,65282,3997,37108,50845,33029,850,14109,6693
2015-07-27T13:00:00Z,2015-07-27T15:00:00+0200,,9175,64325,3849,36642,49504,32641,774,13984,6820
2015-07-27T14:00:00Z,2015-07-27T16:00:00+0200,,9103,62889,3792,36527,48253,32761,809,13822,6769
2015-07-27T15:00:00Z,2015-07-27T17:00:00+0200,,9284,62346,4011,36574,47689,33794,781,13869,6748
2015-07-27T16:00:00Z,2015-07-27T18:00:00+0200,,9193,61729,3980,35940,48582,34916,789,13397,6539
2015-07-27T17:00:00Z,2015-07-27T19:00:00+0200,,8860,60584,3747,35145,47459,34852,789,12965,6430
2015-07-27T18:00:00Z,2015-07-27T20:00:00+0200,,8546,57778,3523,34192,44564,33970,756,12569,6418
2015-07-27T19:00:00Z,2015-07-27T21:00:00+0200,,8386,56235,3381,34004,44964,32813,755,12352,6270
2015-07-27T20:00:00Z,2015-07-27T22:00:00+0200,,8750,53727,3226,33584,48367,32139,747,12214,6479
2015-07-27T21:00:00Z,2015-07-27T23:00:00+0200,,8357,49098,2936,31447,46530,29085,705,11614,6136
2015-07-27T22:00:00Z,2015-07-28T00:00:00+0200,,7751,45798,2707,30024,41093,25099,655,10812,5476
2015-07-27T23:00:00Z,2015-07-28T01:00:00+0200,,7409,44109,2580,28034,39678,22484,674,10254,5193
2015-07-28T00:00:00Z,2015-07-28T02:00:00+0200,,7154,43246,2537,26786,37683,21435,625,10001,4858
2015-07-28T01:00:00Z,2015-07-28T03:00:00+0200,,7071,43281,2526,26032,36122,20812,648,9830,4753
2015-07-28T02:00:00Z,2015-07-28T04:00:00+0200,,7070,44274,2560,25698,36438,20460,672,9826,4695
2015-07-28T03:00:00Z,2015-07-28T05:00:00+0200,,7334,47434,2636,25787,38563,20449,690,10080,4695
2015-07-28T04:00:00Z,2015-07-28T06:00:00+0200,,7672,54356,3014,27403,41073,21039,694,10663,4633
2015-07-28T05:00:00Z,2015-07-28T07:00:00+0200,,8247,60421,3552,29109,45023,24491,753,11863,4766
2015-07-28T06:00:00Z,2015-07-28T08:00:00+0200,,8741,63838,3861,31349,48266,29040,784,13013,5383
2015-07-28T07:00:00Z,2015-07-28T09:00:00+0200,,9172,65612,4034,33789,50459,32181,817,13626,6252
2015-07-28T08:00:00Z,2015-07-28T10:00:00+0200,,9462,67556,4170,35512,51680,33347,833,13852,6455
2015-07-28T09:00:00Z,2015-07-28T11:00:00+0200,,9613,68802,4220,36345,52725,33392,838,13835,6651
2015-07-28T10:00:00Z,2015-07-28T12:00:00+0200,,9556,67967,4166,37303,52852,33540,815,13752,6853
2015-07-28T11:00:00Z,2015-07-28T13:00:00+0200,,9411,66891,4138,37918,51840,33383,818,13755,6771
2015-07-28T12:00:00Z,2015-07-28T14:00:00+0200,,9299,65864,4053,37242,51039,32758,823,13595,6829
2015-07-28T13:00:00Z,2015-07-28T15:00:00+0200,,9290,64575,3901,36768,49687,32139,790,13476,6935
2015-07-28T14:00:00Z,2015-07-28T16:00:00+0200,,9180,62995,3844,36802,48547,31969,788,13458,6935
2015-07-28T15:00:00Z,2015-07-28T17:00:00+0200,,9145,62495,4024,36821,48167,32990,812,13524,6916
2015-07-28T16:00:00Z,2015-07-28T18:00:00+0200,,9186,61726,3978,36368,49182,33884,811,12978,6697
2015-07-28T17:00:00Z,2015-07-28T19:00:00+0200,,8766,60748,3719,35653,48027,33829,803,12610,6584
2015-07-28T18:00:00Z,2015-07-28T20:00:00+0200,,8466,57927,3485,34727,45304,33225,694,12256,6473
2015-07-28T19:00:00Z,2015-07-28T21:00:00+0200,,8344,56385,3356,34671,45321,32467,755,12114,6419
2015-07-28T20:00:00Z,2015-07-28T22:00:00+0200,,8706,53522,3245,34327,48542,32384,723,12050,6551
2015-07-28T21:00:00Z,2015-07-28T23:00:00+0200,,8321,49004,2956,32149,46629,29914,679,11452,6217
2015-07-28T22:00:00Z,2015-07-29T00:00:00+0200,,7765,45947,2767,30585,41258,25789,642,10712,5652
2015-07-28T23:00:00Z,2015-07-29T01:00:00+0200,,7417,44341,2656,28605,39885,22891,624,10176,5273
2015-07-29T00:00:00Z,2015-07-29T02:00:00+0200,,7146,43356,2581,27168,37859,21834,617,9961,4978
2015-07-29T01:00:00Z,2015-07-29T03:00:00+0200,,7053,43424,2575,26519,36402,21196,604,9902,4868
2015-07-29T02:00:00Z,2015-07-29T04:00:00+0200,,7094,44496,2600,26082,36561,20864,587,9921,4806
2015-07-29T03:00:00Z,2015-07-29T05:00:00+0200,"LT_load_entsoe_transparency | LT_solar_generation_actual | LT_wind_onshore_generation_actual",7327,47500,2662,26371,38680,20843,603,10083,4808
2015-07-29T04:00:00Z,2015-07-29T06:00:00+0200,,7726,54303,2932,27911,41179,21452,606,10693,4747
2015-07-29T05:00:00Z,2015-07-29T07:00:00+0200,,8297,60280,3519,29658,45051,24971,697,11806,4869
2015-07-29T06:00:00Z,2015-07-29T08:00:00+0200,,8874,63684,3885,31873,48352,29215,741,12930,5424
2015-07-29T07:00:00Z,2015-07-29T09:00:00+0200,,9188,65123,4054,34360,50331,31765,767,13497,6348
2015-07-29T08:00:00Z,2015-07-29T10:00:00+0200,,9366,66785,4145,36107,51489,32370,779,13767,6552
2015-07-29T09:00:00Z,2015-07-29T11:00:00+0200,,9586,68188,4178,36937,52765,32387,788,13890,6772
2015-07-29T10:00:00Z,2015-07-29T12:00:00+0200,,9580,67271,4120,38013,52955,32895,773,13685,6943
2015-07-29T11:00:00Z,2015-07-29T13:00:00+0200,,9461,66410,4106,38622,51573,32976,781,13691,6832
2015-07-29T12:00:00Z,2015-07-29T14:00:00+0200,,9271,65021,4012,38018,50650,32188,748,13560,6939
2015-07-29T13:00:00Z,2015-07-29T15:00:00+0200,,9189,63865,3853,37436,49250,31685,726,13440,7090
2015-07-29T14:00:00Z,2015-07-29T16:00:00+0200,,9165,62290,3761,37546,48025,31700,736,13458,6955
2015-07-29T15:00:00Z,2015-07-29T17:00:00+0200,,9171,62066,3931,37421,47386,32689,704,13561,6855
2015-07-29T16:00:00Z,2015-07-29T18:00:00+0200,,9085,61474,3868,36713,48288,33905,735,13099,6698
2015-07-29T17:00:00Z,2015-07-29T19:00:00+0200,,8787,60503,3657,35914,46937,34039,716,12705,6579
2015-07-29T18:00:00Z,2015-07-29T20:00:00+0200,,8492,57757,3422,34943,44324,33361,685,12391,6599
2015-07-29T19:00:00Z,2015-07-29T21:00:00+0200,,8428,56543,3313,34745,44685,32661,683,12241,6482
2015-07-29T20:00:00Z,2015-07-29T22:00:00+0200,,8769,53783,3246,34121,48057,32453,657,12191,6541
2015-07-29T21:00:00Z,2015-07-29T23:00:00+0200,,8388,49486,2957,31901,46203,30076,627,11648,6231
2015-07-29T22:00:00Z,2015-07-30T00:00:00+0200,,7818,46589,2744,30392,40920,26132,602,10855,5688
2015-07-29T23:00:00Z,2015-07-30T01:00:00+0200,,7443,44696,2641,28473,39544,23271,558,10291,5327
2015-07-30T00:00:00Z,2015-07-30T02:00:00+0200,,7185,43609,2586,27116,37550,22133,540,10004,5079
2015-07-30T01:00:00Z,2015-07-30T03:00:00+0200,,7098,43628,2693,26467,36010,21369,538,9875,4871
2015-07-30T02:00:00Z,2015-07-30T04:00:00+0200,,7120,44646,2665,26107,36433,20949,488,9883,4826
2015-07-30T03:00:00Z,2015-07-30T05:00:00+0200,,7393,47682,2690,26251,38371,20987,504,10007,4829
2015-07-30T04:00:00Z,2015-07-30T06:00:00+0200,,7728,54130,3080,27723,40804,21509,537,10527,4807
2015-07-30T05:00:00Z,2015-07-30T07:00:00+0200,IE_load_entsoe_transparency,8237,60046,3586,29375,44661,24974,593,11612,4885
2015-07-30T06:00:00Z,2015-07-30T08:00:00+0200,,8724,63564,3947,31436,47716,29350,628,12722,5495
2015-07-30T07:00:00Z,2015-07-30T09:00:00+0200,,9090,65026,4016,33607,49495,31937,683,13351,6400
2015-07-30T08:00:00Z,2015-07-30T10:00:00+0200,,9307,66620,4188,34981,50589,32667,713,13652,6592
2015-07-30T09:00:00Z,2015-07-30T11:00:00+0200,,9453,68034,4295,35672,51786,32638,701,13824,6789
2015-07-30T10:00:00Z,2015-07-30T12:00:00+0200,,9475,67233,4206,36511,51817,32765,704,13757,6954
2015-07-30T11:00:00Z,2015-07-30T13:00:00+0200,,9488,66181,4219,36824,50722,32417,661,13683,6739
2015-07-30T12:00:00Z,2015-07-30T14:00:00+0200,,9354,65161,4167,35949,49763,31853,692,13579,6954
2015-07-30T13:00:00Z,2015-07-30T15:00:00+0200,,9149,63963,4020,35296,48239,31421,730,13426,7077
2015-07-30T14:00:00Z,2015-07-30T16:00:00+0200,,9220,62333,3904,35268,46995,31247,717,13416,7071
2015-07-30T15:00:00Z,2015-07-30T17:00:00+0200,,9347,61749,4077,35211,46506,32048,705,13374,6933
2015-07-30T16:00:00Z,2015-07-30T18:00:00+0200,,9286,61084,4042,34648,47478,32933,704,13022,6657
2015-07-30T17:00:00Z,2015-07-30T19:00:00+0200,,8858,59965,3832,33954,46097,33180,691,12649,6575
2015-07-30T18:00:00Z,2015-07-30T20:00:00+0200,,8541,57453,3632,33120,43549,32877,683,12345,6555
2015-07-30T19:00:00Z,2015-07-30T21:00:00+0200,,8473,56201,3467,33050,44306,32161,664,12099,6505
2015-07-30T20:00:00Z,2015-07-30T22:00:00+0200,,8790,53423,3331,32461,47744,32386,646,12058,6538
2015-07-30T21:00:00Z,2015-07-30T23:00:00+0200,,8380,49063,3061,30300,46071,30139,620,11491,6090
2015-07-30T22:00:00Z,2015-07-31T00:00:00+0200,,7844,45781,2871,28982,40798,26129,667,10780,5555
2015-07-30T23:00:00Z,2015-07-31T01:00:00+0200,,7489,43775,2756,27096,39302,23267,626,10243,5250
2015-07-31T00:00:00Z,2015-07-31T02:00:00+0200,,7214,42653,2683,25867,37168,22116,639,9955,5008
2015-07-31T01:00:00Z,2015-07-31T03:00:00+0200,,7121,42715,2660,25226,35554,21431,649,9783,4881
2015-07-31T02:00:00Z,2015-07-31T04:00:00+0200,,7178,44016,2695,25007,35797,21027,638,9785,4794
2015-07-31T03:00:00Z,2015-07-31T05:00:00+0200,,7420,47077,2749,25200,37861,21018,648,9945,4697
2015-07-31T04:00:00Z,2015-07-31T06:00:00+0200,,7790,53659,3047,26657,40123,21481,707,10579,4743
2015-07-31T05:00:00Z,2015-07-31T07:00:00+0200,,8335,59325,3526,28293,43617,24921,776,11632,4865
2015-07-31T06:00:00Z,2015-07-31T08:00:00+0200,,8915,62968,3800,30293,46698,29086,790,12606,5444
2015-07-31T07:00:00Z,2015-07-31T09:00:00+0200,,9339,64228,3958,32548,48570,31318,844,13185,6265
2015-07-31T08:00:00Z,2015-07-31T10:00:00+0200,,9504,65763,4069,33879,49577,31723,838,13343,6452
2015-07-31T09:00:00Z,2015-07-31T11:00:00+0200,"BE_load_entsoe_transparency | BE_wind_offshore_generation_actual | BE_wind_onshore_generation_actual",9623,66497,4043,34549,50447,31276,849,13353,6656
2015-07-31T10:00:00Z,2015-07-31T12:00:00+0200,,9458,65595,3947,35238,50732,31158,824,13236,6782
2015-07-31T11:00:00Z,2015-07-31T13:00:00+0200,,9269,63909,3862,35449,49330,31021,784,13177,6538
2015-07-31T12:00:00Z,2015-07-31T14:00:00+0200,,9079,62103,3722,34200,48242,30205,797,13022,6650
2015-07-31T13:00:00Z,2015-07-31T15:00:00+0200,,8912,60752,3578,33222,46552,29547,791,12861,6834
2015-07-31T14:00:00Z,2015-07-31T16:00:00+0200,,8861,59515,3555,32820,45302,29386,753,12842,6739
2015-07-31T15:00:00Z,2015-07-31T17:00:00+0200,,8940,58948,3703,32619,45137,30047,780,12988,6635
2015-07-31T16:00:00Z,2015-07-31T18:00:00+0200,,8879,58097,3670,32143,45806,31259,780,12667,6406
2015-07-31T17:00:00Z,2015-07-31T19:00:00+0200,,8573,56828,3427,31503,44529,31574,764,12389,6253
2015-07-31T18:00:00Z,2015-07-31T20:00:00+0200,,8273,54568,3206,30835,42490,31395,731,12069,6191
2015-07-31T19:00:00Z,2015-07-31T21:00:00+0200,,8177,53504,3105,30778,43040,30585,741,11795,6160
2015-07-31T20:00:00Z,2015-07-31T22:00:00+0200,,8572,51192,3048,29810,46473,30643,740,11784,6250
2015-07-31T21:00:00Z,2015-07-31T23:00:00+0200,,8218,47277,2821,27815,44767,28369,679,11291,5928
2015-07-31T22:00:00Z,2015-08-01T00:00:00+0200,,7662,44053,2630,26788,39392,25024,520,10532,5353
2015-07-31T23:00:00Z,2015-08-01T01:00:00+0200,,7313,41706,2482,25146,37854,22350,489,9990,5088
2015-08-01T00:00:00Z,2015-08-01T02:00:00+0200,,7026,40320,2416,23889,35543,21109,472,9660,4820
2015-08-01T01:00:00Z,2015-08-01T03:00:00+0200,,6852,39785,2389,23046,33668,20417,471,9552,4639
2015-08-01T02:00:00Z,2015-08-01T04:00:00+0200,,6815,39833,2384,22587,33218,19982,454,9481,4475
2015-08-01T03:00:00Z,2015-08-01T05:00:00+0200,,6819,40245,2338,22361,33808,19673,474,9450,4426
2015-08-01T04:00:00Z,2015-08-01T06:00:00+0200,,6836,42028,2457,22551,33700,19417,488,9466,4345
2015-08-01T05:00:00Z,2015-08-01T07:00:00+0200,,7188,45545,2717,22543,35607,20788,499,9949,4250
2015-08-01T06:00:00Z,2015-08-01T08:00:00+0200,,7774,49635,3050,24042,38457,23373,569,10585,4548
2015-08-01T07:00:00Z,2015-08-01T09:00:00+0200,,8295,52657,3258,25932,41076,26123,597,11245,4991
2015-08-01T08:00:00Z,2015-08-01T10:00:00+0200,,8598,54239,3346,27664,42363,27617,607,11531,5264
2015-08-01T09:00:00Z,2015-08-01T11:00:00+0200,,8771,54969,3328,28448,43684,27355,658,11560,5483
2015-08-01T10:00:00Z,2015-08-01T12:00:00+0200,,8755,53467,3272,28881,45225,26900,637,11417,5623
2015-08-01T11:00:00Z,2015-08-01T13:00:00+0200,,8606,51870,3208,29329,43042,26481,639,11272,5658
2015-08-01T12:00:00Z,2015-08-01T14:00:00+0200,,8439,50969,3141,29026,41984,25803,561,11192,5460
2015-08-01T13:00:00Z,2015-08-01T15:00:00+0200,,8294,50043,3112,28237,40590,25245,588,11159,5410
2015-08-01T14:00:00Z,2015-08-01T16:00:00+0200,,8298,49377,3123,27868,39653,25114,585,11206,5330
2015-08-01T15:00:00Z,2015-08-01T17:00:00+0200,,8398,50026,3300,27654,39948,25987,602,11347,5270
2015-08-01T16:00:00Z,2015-08-01T18:00:00+0200,,8291,50039,3338,27507,41007,27638,618,11432,5354
2015-08-01T17:00:00Z,2015-08-01T19:00:00+0200,,8112,49285,3198,27544,40273,28459,597,11330,5425
2015-08-01T18:00:00Z,2015-08-01T20:00:00+0200,,7828,47400,3044,27578,38706,28222,565,11211,5477
2015-08-01T19:00:00Z,2015-08-01T21:00:00+0200,,7787,47047,2994,28222,39802,27983,598,11243,5597
2015-08-01T20:00:00Z,2015-08-01T22:00:00+0200,,8081,45671,2921,28221,43825,28499,577,11365,5731
2015-08-01T21:00:00Z,2015-08-01T23:00:00+0200,,7738,42424,2697,26436,42639,27210,567,10841,5450
2015-08-01T22:00:00Z,2015-08-02T00:00:00+0200,,7332,39400,2529,25070,37808,24521,535,10263,5028
2015-08-01T23:00:00Z,2015-08-02T01:00:00+0200,,7043,37535,2391,23668,36371,22189,516,9736,4748
2015-08-02T00:00:00Z,2015-08-02T02:00:00+0200,,6769,36289,2323,22522,33959,21012,513,9412,4507
2015-08-02T01:00:00Z,2015-08-02T03:00:00+0200,,6656,35504,2317,21655,32041,20169,487,9282,4324
2015-08-02T02:00:00Z,2015-08-02T04:00:00+0200,,6588,35339,2306,21260,31414,19663,450,9193,4172
2015-08-02T03:00:00Z,2015-08-02T05:00:00+0200,,6590,35378,2272,21066,31500,19466,443,9074,4134
2015-08-02T04:00:00Z,2015-08-02T06:00:00+0200,,6556,35898,2350,21126,30646,18957,450,8892,4072
2015-08-02T05:00:00Z,2015-08-02T07:00:00+0200,,6808,38271,2571,20572,32054,19562,464,9126,3883
2015-08-02T06:00:00Z,2015-08-02T08:00:00+0200,,7274,41824,2896,21286,34622,21162,470,9586,4071
2015-08-02T07:00:00Z,2015-08-02T09:00:00+0200,,7698,44855,3137,22809,37155,23471,419,10046,4422
2015-08-02T08:00:00Z,2015-08-02T10:00:00+0200,,8038,47116,3262,24249,38917,25295,431,10356,4761
2015-08-02T09:00:00Z,2015-08-02T11:00:00+0200,,8249,49083,3302,25268,40243,26049,440,10508,5032
2015-08-02T10:00:00Z,2015-08-02T12:00:00+0200,,8292,48653,3270,25905,42007,26060,445,10603,5180
2015-08-02T11:00:00Z,2015-08-02T13:00:00+0200,,8058,47255,3213,26660,39385,25970,516,10561,5229
2015-08-02T12:00:00Z,2015-08-02T14:00:00+0200,,7785,45872,3143,27234,38241,25005,538,10435,5088
2015-08-02T13:00:00Z,2015-08-02T15:00:00+0200,,7737,45183,3139,26838,37080,24319,501,10401,5077
2015-08-02T14:00:00Z,2015-08-02T16:00:00+0200,,7751,44832,3202,26493,36427,24266,500,10531,4925
2015-08-02T15:00:00Z,2015-08-02T17:00:00+0200,,7884,45764,3426,26216,36974,25362,536,10967,4887
2015-08-02T16:00:00Z,2015-08-02T18:00:00+0200,,7977,46851,3462,26240,38353,27116,542,11229,4931
2015-08-02T17:00:00Z,2015-08-02T19:00:00+0200,,7946,47258,3313,26387,39044,27971,561,11239,5020
2015-08-02T18:00:00Z,2015-08-02T20:00:00+0200,,7851,46949,3176,26780,38664,28444,602,11193,5198
2015-08-02T19:00:00Z,2015-08-02T21:00:00+0200,,7950,47681,3125,28108,40306,28375,606,11250,5427
2015-08-02T20:00:00Z,2015-08-02T22:00:00+0200,,8222,47276,3062,29242,44081,28859,554,11394,5592
