Hour,PV,WindOnshore,WindOffshore
933,0,0.7228,0.841
934,0,0.7478,0.8521
935,0,0.7438,0.8513
936,0,0.7386,0.855
937,0,0.7302,0.853
938,0,0.7348,0.856
939,0,0.7287,0.8529
940,0,0.721,0.8435
941,0,0.7081,0.8468
942,0,0.6995,0.844
943,0,0.6902,0.845
944,0.0011,0.6396,0.8497
945,0.0259,0.5809,0.8511
946,0.0723,0.5339,0.848
947,0.1145,0.4924,0.8477
948,0.1156,0.4609,0.8186
949,0.0997,0.4023,0.8213
950,0.0781,0.3729,0.6972
951,0.0463,0.385,0.4978
952,0.0249,0.419,0.3232
953,0.0087,0.4671,0.1837
954,0.0006,0.5142,0.1339
955,0,0.5553,0.0856
956,0,0.6052,0.0956
957,0,0.6456,0.2372
958,0,0.6304,0.3443
959,0,0.615,0.3582
960,0,0.6071,0.3768
961,0,0.5816,0.4478
962,0,0.557,0.4406
963,0,0.5101,0.5706
964,0,0.4815,0.604
965,0,0.4374,0.4782
966,0,0.4022,0.4834
967,0,0.3915,0.5458
968,0.0008,0.3834,0.5005
969,0.0195,0.3662,0.4894
970,0.0562,0.355,0.4535
971,0.1078,0.3502,0.4255
972,0.1391,0.3622,0.3847
973,0.1369,0.3605,0.3234
974,0.1158,0.355,0.2905
975,0.0851,0.3425,0.3248
976,0.0515,0.3156,0.3667
977,0.0185,0.2943,0.3581
978,0.0015,0.2949,0.3294
979,0,0.3107,0.3291
980,0,0.3249,0.374
981,0,0.3395,0.4174
982,0,0.3362,0.4471
983,0,0.3481,0.4549
984,0,0.3582,0.494
985,0,0.3614,0.5088
986,0,0.3658,0.5474
987,0,0.3806,0.5403
988,0,0.3858,0.522
989,0,0.3877,0.5371
990,0,0.3738,0.5295
991,0,0.375,0.5462
992,0.0008,0.3658,0.5033
993,0.023,0.3375,0.4382
994,0.0786,0.3235,0.4485
995,0.1402,0.3346,0.404
996,0.1821,0.351,0.3189
997,0.1963,0.3697,0.3226
998,0.1918,0.3564,0.3722
999,0.1632,0.3303,0.3551
1000,0.1088,0.2938,0.3011
1001,0.04,0.2312,0.2324
1002,0.0021,0.204,0.2101
1003,0,0.2026,0.2121
1004,0,0.1983,0.2004
1005,0,0.1982,0.1705
1006,0,0.2015,0.1596
1007,0,0.1962,0.154
1008,0,0.1899,0.1408
1009,0,0.1727,0.092
1010,0,0.161,0.0735
1011,0,0.1477,0.0488
1012,0,0.1364,0.0356
1013,0,0.1252,0.0396
1014,0,0.1148,0.0428
1015,0,0.1121,0.0411
1016,0.0013,0.1032,0.0421
1017,0.037,0.0907,0.0393
1018,0.113,0.0694,0.0586
1019,0.214,0.0518,0.0847
1020,0.293,0.0397,0.0675
1021,0.3225,0.0376,0.0545
1022,0.2977,0.0368,0.0395
1023,0.2326,0.0343,0.0402
1024,0.1413,0.0372,0.0419
1025,0.0442,0.0428,0.0356
1026,0.0022,0.0548,0.0349
1027,0,0.0738,0.0446
1028,0,0.0869,0.0357
1029,0,0.0927,0.0205
1030,0,0.0882,0.0106
1031,0,0.0847,0.02
1032,0,0.078,0.0235
1033,0,0.068,0.0193
1034,0,0.0592,0.0225
1035,0,0.0539,0.0324
1036,0,0.0503,0.0526
1037,0,0.0507,0.0652
1038,0,0.0544,0.0772
1039,0,0.0584,0.0937
1040,0.0014,0.0632,0.1108
1041,0.0308,0.0648,0.1408
1042,0.1036,0.0607,0.1877
1043,0.1763,0.054,0.2219
1044,0.2251,0.0572,0.2336
1045,0.2444,0.069,0.2536
1046,0.2151,0.0873,0.2646
1047,0.1524,0.1136,0.3027
1048,0.0841,0.1452,0.3672
1049,0.0278,0.1849,0.5054
1050,0.0019,0.227,0.6458
1051,0,0.2644,0.713
1052,0,0.2893,0.7159
1053,0,0.2898,0.7277
1054,0,0.2863,0.7552
1055,0,0.2783,0.7617
1056,0,0.276,0.7597
1057,0,0.2811,0.764
1058,0,0.2895,0.7417
1059,0,0.2858,0.7486
1060,0,0.2955,0.7765
1061,0,0.2994,0.7977
1062,0,0.2967,0.8186
1063,0,0.2932,0.8296
1064,0.0023,0.2741,0.8135
1065,0.0314,0.2525,0.821
1066,0.082,0.2322,0.8419
1067,0.1146,0.218,0.8464
1068,0.1247,0.2067,0.8465
1069,0.1099,0.1986,0.8458
1070,0.101,0.1902,0.8474
1071,0.0689,0.1871,0.8503
1072,0.0382,0.1793,0.8597
1073,0.0141,0.1704,0.8649
1074,0.0012,0.1649,0.8685
1075,0,0.1643,0.8679
1076,0,0.1715,0.8675
1077,0,0.1705,0.8735
1078,0,0.1668,0.8674
1079,0,0.1609,0.8664
1080,0,0.1625,0.8716
1081,0,0.1631,0.8774
1082,0,0.161,0.8748
1083,0,0.1609,0.865
1084,0,0.1666,0.8445
1085,0,0.1708,0.8131
1086,0,0.1736,0.7782
1087,0,0.1824,0.7403
1088,0.0012,0.1828,0.7182
1089,0.0181,0.1769,0.673
1090,0.0479,0.1771,0.625
1091,0.0818,0.1738,0.6112
1092,0.0998,0.1775,0.5436
1093,0.1066,0.1745,0.5015
1094,0.0991,0.1826,0.4748
1095,0.079,0.1938,0.4908
1096,0.048,0.1992,0.5206
1097,0.0174,0.1964,0.5137
1098,0.0015,0.1944,0.5022
1099,0,0.1917,0.4712
1100,0,0.1804,0.3694
1101,0,0.1695,0.2558
1102,0,0.1574,0.1688
1103,0,0.1449,0.1264
1104,0,0.1394,0.1028
1105,0,0.1394,0.0878
1106,0,0.1286,0.0637
1107,0,0.1157,0.0412
1108,0,0.1022,0.023
1109,0,0.0866,0.0188
1110,0,0.0656,0.0132
1111,0,0.0524,0.0086
1112,0.002,0.0418,0.0098
1113,0.0285,0.0324,0.0102
1114,0.0879,0.0266,0.0221
1115,0.1485,0.0217,0.0484
1116,0.1931,0.0182,0.093
1117,0.2074,0.016,0.1198
1118,0.2018,0.0146,0.1166
1119,0.1706,0.015,0.1057
1120,0.1191,0.0179,0.1136
1121,0.0508,0.0212,0.1448
1122,0.0045,0.0307,0.1842
1123,0,0.0472,0.2513
1124,0,0.0778,0.3517
1125,0,0.1051,0.3848
1126,0,0.1206,0.4202
1127,0,0.1281,0.5125
1128,0,0.1231,0.5578
1129,0,0.1324,0.6344
1130,0,0.1512,0.7186
1131,0,0.1777,0.7117
1132,0,0.21,0.6135
1133,0,0.2351,0.6035
1134,0,0.2456,0.6563
1135,0,0.2406,0.6864
1136,0.0026,0.2312,0.765
1137,0.0394,0.2144,0.7324
1138,0.1082,0.1875,0.6988
1139,0.1786,0.1821,0.6344
1140,0.2081,0.1901,0.6216
1141,0.2021,0.1844,0.6205
1142,0.1683,0.173,0.53
1143,0.1208,0.167,0.4462
1144,0.0722,0.1546,0.4722
1145,0.0276,0.1331,0.5289
1146,0.0028,0.1226,0.5624
1147,0,0.1128,0.5852
1148,0,0.0886,0.5449
1149,0,0.071,0.4578
1150,0,0.0613,0.392
1151,0,0.0599,0.2997
1152,0,0.065,0.2148
1153,0,0.0712,0.1568
1154,0,0.0781,0.1182
1155,0,0.083,0.1073
1156,0,0.0864,0.1017
1157,0,0.086,0.1017
1158,0,0.0817,0.1015
1159,0,0.0784,0.1574
1160,0.004,0.0829,0.2664
1161,0.0349,0.0782,0.3942
1162,0.0976,0.0662,0.4324
1163,0.1938,0.0531,0.5226
1164,0.2806,0.049,0.5055
1165,0.3097,0.0548,0.5402
1166,0.2824,0.0554,0.4954
1167,0.2204,0.0464,0.4261
1168,0.1426,0.0355,0.3753
1169,0.055,0.0272,0.3463
1170,0.0052,0.029,0.4021
1171,0,0.0405,0.4094
1172,0,0.0467,0.4022
1173,0,0.0477,0.3546
1174,0,0.0463,0.324
1175,0,0.0453,0.2804
1176,0,0.0406,0.2113
1177,0,0.0361,0.1557
1178,0,0.0334,0.1394
1179,0,0.0314,0.0942
1180,0,0.0316,0.0652
1181,0,0.028,0.0577
1182,0,0.0276,0.0627
1183,0,0.0296,0.0485
1184,0.0031,0.0353,0.0467
1185,0.0288,0.0373,0.0502
1186,0.0702,0.0345,0.063
1187,0.1146,0.0299,0.1066
1188,0.1453,0.0312,0.1568
1189,0.1586,0.04,0.1961
1190,0.1469,0.0547,0.2582
1191,0.1203,0.0672,0.3752
1192,0.0792,0.0714,0.4247
1193,0.0346,0.073,0.5314
1194,0.0045,0.0825,0.5979
1195,0,0.1119,0.6814
1196,0,0.1565,0.7702
1197,0,0.196,0.8065
1198,0,0.2301,0.8163
1199,0,0.2566,0.8248
1200,0,0.2896,0.8214
1201,0,0.322,0.8386
1202,0,0.362,0.8293
1203,0,0.3989,0.8261
1204,0,0.4356,0.8449
1205,0,0.4859,0.8602
1206,0,0.5394,0.8718
1207,0,0.5892,0.8846
1208,0.0063,0.6118,0.8864
1209,0.038,0.6154,0.8825
1210,0.0586,0.6148,0.8862
1211,0.0716,0.6183,0.8851
1212,0.0732,0.6181,0.8787
1213,0.0676,0.6081,0.8899
1214,0.0543,0.5868,0.8915
1215,0.0418,0.5675,0.8916
1216,0.0254,0.556,0.888
1217,0.0101,0.5543,0.8836
1218,0.0011,0.5532,0.8771
1219,0,0.529,0.8903
1220,0,0.5144,0.8579
1221,0,0.5104,0.851
1222,0,0.5099,0.8201
1223,0,0.5162,0.8091
1224,0,0.5416,0.8814
1225,0,0.582,0.8612
1226,0,0.6108,0.8502
1227,0,0.6178,0.8613
1228,0,0.6205,0.8612
1229,0,0.6226,0.8651
1230,0,0.6054,0.8605
1231,0,0.5703,0.8622
1232,0.0015,0.5312,0.8597
1233,0.014,0.4872,0.8657
1234,0.0384,0.473,0.8603
1235,0.0595,0.4734,0.8395
1236,0.0812,0.469,0.7786
1237,0.0987,0.456,0.6666
1238,0.0965,0.4559,0.5595
1239,0.0877,0.4818,0.4189
1240,0.0632,0.5061,0.484
1241,0.0306,0.5423,0.4648
1242,0.0048,0.6014,0.4657
1243,0,0.6523,0.6484
1244,0,0.6947,0.6878
1245,0,0.7333,0.6356
1246,0,0.7512,0.582
1247,0,0.7418,0.5991
1248,0,0.7087,0.6426
1249,0,0.7315,0.6574
1250,0,0.7208,0.6131
1251,0,0.7056,0.7442
1252,0,0.6936,0.8052
1253,0,0.6705,0.8488
1254,0,0.6508,0.8368
1255,0,0.664,0.8552
1256,0.0056,0.6306,0.8617
1257,0.0461,0.5753,0.8529
1258,0.1152,0.5509,0.8418
1259,0.1694,0.5267,0.8498
1260,0.2061,0.4824,0.8467
1261,0.2278,0.4418,0.846
1262,0.2148,0.4131,0.835
1263,0.1701,0.3986,0.8484
1264,0.0863,0.3731,0.8391
1265,0.0358,0.3543,0.8286
1266,0.0042,0.3428,0.8375
1267,0,0.3244,0.8532
1268,0,0.3308,0.8582
1269,0,0.3318,0.8578
1270,0,0.3244,0.849
1271,0,0.3267,0.8239
1272,0,0.3048,0.7972
1273,0,0.2907,0.7869
1274,0,0.2725,0.78
1275,0,0.2474,0.7597
1276,0,0.231,0.7338
1277,0,0.2146,0.7728
1278,0,0.1988,0.7667
1279,0,0.1946,0.7565
1280,0.0043,0.1925,0.7206
1281,0.0299,0.1808,0.6898
1282,0.0704,0.167,0.6981
1283,0.1109,0.1666,0.7542
1284,0.1472,0.185,0.7569
1285,0.1666,0.2044,0.705
1286,0.1584,0.2164,0.6504
1287,0.1313,0.224,0.6325
1288,0.0919,0.2204,0.6244
1289,0.0462,0.2185,0.7243
1290,0.0074,0.2228,0.7645
1291,0,0.2594,0.8146
1292,0,0.2887,0.8517
1293,0,0.2993,0.8653
1294,0,0.3216,0.8634
1295,0,0.3198,0.8418
1296,0,0.3096,0.7993
1297,0,0.3047,0.7774
1298,0,0.2971,0.7897
1299,0,0.3002,0.7854
1300,0,0.291,0.7897
1301,0,0.2844,0.8197
1302,0,0.2744,0.7543
1303,0,0.2771,0.7646
1304,0.0087,0.2576,0.7356
1305,0.055,0.2263,0.6346
1306,0.1446,0.2107,0.5998
1307,0.2319,0.2248,0.6275
1308,0.2833,0.2551,0.5721
1309,0.2951,0.2608,0.6363
1310,0.2945,0.26,0.5838
1311,0.2689,0.2297,0.5782
1312,0.2034,0.2001,0.4703
1313,0.0982,0.1568,0.483
1314,0.0126,0.1223,0.4348
1315,0.0001,0.1154,0.3883
1316,0,0.1257,0.4056
1317,0,0.127,0.3908
1318,0,0.1284,0.348
1319,0,0.1267,0.4058
1320,0,0.1221,0.4003
1321,0,0.1147,0.3348
1322,0,0.1105,0.2825
1323,0,0.1059,0.2822
1324,0,0.1,0.3051
1325,0,0.0944,0.3505
1326,0,0.0925,0.3804
1327,0,0.0943,0.3325
1328,0.0071,0.0957,0.3678
1329,0.0555,0.0903,0.3785
1330,0.1407,0.0801,0.4283
1331,0.2232,0.0824,0.4724
1332,0.264,0.112,0.5239
1333,0.2553,0.148,0.5565
1334,0.2188,0.1666,0.6293
1335,0.1782,0.1816,0.5572
1336,0.1312,0.1723,0.598
1337,0.0639,0.1518,0.5216
1338,0.0111,0.1338,0.4675
1339,0.0001,0.1343,0.4468
1340,0,0.1493,0.3599
1341,0,0.1688,0.3653
1342,0,0.1775,0.4055
1343,0,0.1831,0.3467
1344,0,0.1853,0.3691
1345,0,0.1775,0.3607
1346,0,0.17,0.369
1347,0,0.1648,0.2922
1348,0,0.1607,0.2802
1349,0,0.1494,0.3082
1350,0,0.1314,0.2144
1351,0,0.1233,0.2103
1352,0.0138,0.1094,0.1955
1353,0.0892,0.0925,0.1813
1354,0.1889,0.0792,0.1294
1355,0.2805,0.0707,0.1375
1356,0.3193,0.0622,0.1077
1357,0.3084,0.0572,0.0749
1358,0.2803,0.048,0.0517
1359,0.2374,0.0398,0.0601
1360,0.1729,0.0308,0.0466
1361,0.0851,0.0269,0.0533
1362,0.0142,0.0246,0.0458
1363,0.0001,0.0298,0.0386
1364,0,0.0377,0.0393
1365,0,0.046,0.0418
1366,0,0.0535,0.0281
1367,0,0.0581,0.0267
1368,0,0.061,0.0246
1369,0,0.0647,0.0212
1370,0,0.0695,0.0148
1371,0,0.0723,0.0144
1372,0,0.0748,0.0115
1373,0,0.0822,0.0147
1374,0,0.0916,0.0052
1375,0,0.1027,0.0118
1376,0.0168,0.1142,0.0108
1377,0.1082,0.1102,0.008
1378,0.245,0.0804,0.0068
1379,0.3526,0.062,0.0066
1380,0.4224,0.0697,0.0047
1381,0.4512,0.091,0.0038
1382,0.434,0.1043,0.0012
1383,0.3722,0.1119,0.0032
1384,0.2609,0.1218,0.0041
1385,0.1278,0.1254,0.0025
1386,0.0211,0.1293,0.0052
1387,0.0001,0.1618,0.0058
1388,0,0.188,0.0069
1389,0,0.1881,0.0095
1390,0,0.1758,0.008
1391,0,0.1567,0.0175
1392,0,0.1428,0.026
1393,0,0.1345,0.0245
1394,0,0.1355,0.0319
1395,0,0.138,0.0309
1396,0,0.1392,0.0409
1397,0,0.1465,0.0598
1398,0,0.1542,0.0605
1399,0,0.1598,0.0773
1400,0.0144,0.1655,0.0708
1401,0.0842,0.1572,0.0491
1402,0.1746,0.1349,0.0253
1403,0.2546,0.123,0.0237
1404,0.2988,0.1322,0.0234
1405,0.3011,0.144,0.0405
1406,0.2626,0.1576,0.0676
1407,0.209,0.1813,0.0714
1408,0.1423,0.2,0.0872
1409,0.0661,0.2011,0.0888
1410,0.012,0.2034,0.1097
1411,0.0001,0.2328,0.176
1412,0,0.2473,0.2099
1413,0,0.2456,0.2261
1414,0,0.2437,0.211
1415,0,0.2426,0.1691
1416,0,0.2386,0.1144
1417,0,0.2367,0.0869
1418,0,0.2325,0.0637
1419,0,0.2305,0.0474
1420,0,0.2342,0.0455
1421,0,0.2449,0.0414
1422,0,0.2535,0.0431
1423,0,0.2642,0.05
1424,0.0086,0.2715,0.0468
1425,0.0435,0.2648,0.0484
1426,0.0946,0.2456,0.046
1427,0.1419,0.2482,0.0441
1428,0.1687,0.2627,0.041
1429,0.1771,0.2779,0.0626
1430,0.1682,0.284,0.0584
1431,0.1431,0.2919,0.0699
1432,0.1016,0.2899,0.0622
1433,0.0513,0.2744,0.0345
1434,0.0112,0.2486,0.0358
1435,0.0002,0.2355,0.0537
1436,0,0.2367,0.0738
1437,0,0.2252,0.0912
1438,0,0.2097,0.1424
1439,0,0.1866,0.1762
1440,0,0.1632,0.1824
1441,0,0.1243,0.1908
1442,0,0.0948,0.1999
1443,0,0.0751,0.182
1444,0,0.0706,0.2368
1445,0,0.0807,0.3485
1446,0,0.0894,0.4311
1447,0,0.0837,0.4841
1448,0.0082,0.074,0.5845
1449,0.044,0.0598,0.6573
1450,0.1018,0.0581,0.6868
1451,0.1492,0.0683,0.7324
1452,0.1827,0.0922,0.7587
1453,0.2045,0.1202,0.7695
1454,0.2001,0.14,0.7811
1455,0.1679,0.1658,0.7758
1456,0.1104,0.2026,0.7819
1457,0.0484,0.2354,0.793
1458,0.0077,0.2626,0.8003
1459,0.0002,0.3083,0.7965
1460,0,0.3569,0.8096
1461,0,0.4007,0.8218
1462,0,0.4207,0.8346
1463,0,0.4189,0.8242
1464,0,0.4166,0.7999
1465,0,0.4084,0.738
1466,0,0.4043,0.7322
1467,0,0.4034,0.751
1468,0,0.4015,0.7272
1469,0,0.4159,0.7504
1470,0,0.4239,0.5758
1471,0,0.4428,0.4698
1472,0.0048,0.4302,0.4379
1473,0.0236,0.4154,0.3799
1474,0.0571,0.4266,0.4436
1475,0.0928,0.4294,0.4333
1476,0.1236,0.3991,0.3876
1477,0.1426,0.3961,0.3065
1478,0.1452,0.3748,0.4736
1479,0.13,0.3452,0.3175
1480,0.0907,0.3078,0.2718
1481,0.0429,0.2507,0.2055
1482,0.0096,0.1941,0.1896
1483,0.0002,0.2022,0.1745
1484,0,0.2172,0.168
1485,0,0.2318,0.15
1486,0,0.2397,0.1445
1487,0,0.2284,0.1168
1488,0,0.2068,0.0913
1489,0,0.1937,0.044
1490,0,0.1894,0.0598
1491,0,0.1914,0.0593
1492,0,0.1948,0.1036
1493,0,0.2002,0.1279
1494,0,0.1827,0.1407
1495,0.0001,0.1611,0.2367
1496,0.0125,0.149,0.3677
1497,0.0563,0.1303,0.3763
1498,0.1167,0.1004,0.3326
1499,0.1718,0.0721,0.2158
1500,0.2065,0.056,0.1469
1501,0.2181,0.047,0.1064
1502,0.1986,0.0418,0.0683
1503,0.1611,0.0398,0.0645
1504,0.112,0.0408,0.0549
1505,0.0607,0.0383,0.0225
1506,0.0144,0.039,0.0181
1507,0.0003,0.0401,0.0118
1508,0,0.046,0.0244
1509,0,0.054,0.0254
1510,0,0.062,0.026
1511,0,0.0722,0.0448
1512,0,0.0801,0.0667
1513,0,0.0916,0.0823
1514,0,0.1012,0.1046
1515,0,0.1119,0.1255
1516,0,0.1199,0.1559
1517,0,0.1245,0.1438
1518,0,0.1321,0.168
1519,0.0003,0.1463,0.2285
1520,0.0235,0.1661,0.3312
1521,0.1136,0.1804,0.407
1522,0.2174,0.1905,0.45
1523,0.2853,0.2146,0.5092
1524,0.3129,0.2593,0.565
1525,0.3033,0.3055,0.5925
1526,0.2648,0.352,0.6168
1527,0.1954,0.3861,0.6385
1528,0.1176,0.3822,0.644
1529,0.049,0.3752,0.6565
1530,0.0088,0.3632,0.669
1531,0.0002,0.3609,0.6844
1532,0,0.3495,0.7156
1533,0,0.3156,0.7343
1534,0,0.2855,0.6998
1535,0,0.2413,0.6142
1536,0,0.216,0.5322
1537,0,0.1988,0.4717
1538,0,0.173,0.4059
1539,0,0.1616,0.345
1540,0,0.15,0.2912
1541,0,0.1359,0.2697
1542,0,0.1216,0.2428
1543,0.0002,0.1085,0.2172
1544,0.0123,0.096,0.2
1545,0.0569,0.0864,0.202
1546,0.1066,0.0708,0.195
1547,0.1453,0.06,0.1801
1548,0.1628,0.0577,0.1527
1549,0.174,0.0542,0.1261
1550,0.1504,0.0425,0.1165
1551,0.121,0.0414,0.1068
1552,0.0847,0.0369,0.1042
1553,0.0396,0.0307,0.0984
1554,0.0088,0.035,0.0911
1555,0.0003,0.0402,0.0926
1556,0,0.0426,0.0852
1557,0,0.0378,0.0808
1558,0,0.0323,0.0812
1559,0,0.0301,0.0831
1560,0,0.0321,0.0792
1561,0,0.0329,0.0704
1562,0,0.0359,0.053
1563,0,0.0444,0.0531
1564,0,0.0494,0.0564
1565,0,0.053,0.0438
1566,0,0.0604,0.0544
1567,0.0002,0.073,0.0574
1568,0.01,0.0839,0.0539
1569,0.0449,0.0938,0.1116
1570,0.0956,0.1028,0.096
1571,0.1471,0.1162,0.1433
1572,0.1867,0.1345,0.1149
1573,0.2012,0.1529,0.1424
1574,0.19,0.1611,0.1685
1575,0.1589,0.162,0.1639
1576,0.1252,0.1527,0.1442
1577,0.0768,0.1405,0.2404
1578,0.0202,0.1236,0.2158
1579,0.0005,0.1191,0.2504
1580,0,0.1208,0.2264
1581,0,0.1351,0.2142
1582,0,0.1402,0.2016
1583,0,0.1386,0.1648
1584,0,0.1316,0.1638
1585,0,0.1309,0.1886
1586,0,0.1272,0.1692
1587,0,0.1181,0.1783
1588,0,0.1072,0.1968
1589,0,0.0975,0.2004
1590,0,0.0862,0.1776
1591,0.0004,0.0746,0.1596
1592,0.0187,0.0639,0.1351
1593,0.0844,0.0478,0.0951
1594,0.1814,0.0344,0.1116
1595,0.2503,0.0332,0.101
1596,0.2752,0.0366,0.0981
1597,0.2724,0.0416,0.0959
1598,0.2509,0.0456,0.114
1599,0.2202,0.0406,0.0978
1600,0.1708,0.0323,0.0812
1601,0.1004,0.0237,0.0904
1602,0.0258,0.0192,0.0875
1603,0.0007,0.0186,0.0943
1604,0,0.0198,0.0704
1605,0,0.0214,0.0592
1606,0,0.0237,0.0616
1607,0,0.0264,0.0581
1608,0,0.0274,0.0499
1609,0,0.0266,0.0536
1610,0,0.0263,0.0694
1611,0,0.0258,0.0814
1612,0,0.0271,0.0748
1613,0,0.0323,0.0866
1614,0,0.0384,0.0488
1615,0.0007,0.0453,0.0508
1616,0.0219,0.0484,0.0797
1617,0.0785,0.0424,0.072
1618,0.1854,0.0336,0.078
1619,0.2529,0.0305,0.0591
1620,0.2998,0.0416,0.0479
1621,0.3003,0.0557,0.0818
1622,0.2646,0.0668,0.0942
1623,0.2244,0.0764,0.1161
1624,0.1736,0.0757,0.12
1625,0.1047,0.0676,0.1062
1626,0.0293,0.0539,0.1122
1627,0.0006,0.0499,0.1312
1628,0,0.0636,0.1508
1629,0,0.0881,0.2278
1630,0,0.111,0.3507
1631,0,0.1209,0.46
1632,0,0.1246,0.4878
1633,0,0.1295,0.5185
1634,0,0.132,0.5587
1635,0,0.1315,0.5592
1636,0,0.1346,0.5631
1637,0,0.1414,0.5964
1638,0,0.152,0.5832
1639,0.001,0.1704,0.6185
1640,0.0397,0.1764,0.6169
1641,0.1407,0.1597,0.5892
1642,0.2608,0.1437,0.5836
1643,0.3614,0.1534,0.5694
1644,0.4308,0.1863,0.5402
1645,0.4603,0.2217,0.5069
1646,0.4458,0.2618,0.4455
1647,0.3953,0.2807,0.4587
1648,0.2976,0.2882,0.4658
1649,0.163,0.2769,0.4929
1650,0.0432,0.2417,0.475
1651,0.0009,0.2419,0.4802
1652,0,0.2659,0.3861
1653,0,0.2743,0.3937
1654,0,0.2512,0.3813
1655,0,0.2129,0.3529
1656,0,0.1849,0.4147
1657,0,0.173,0.3872
1658,0,0.1619,0.3476
1659,0,0.146,0.3089
1660,0,0.1331,0.3218
1661,0,0.13,0.3113
1662,0,0.1302,0.3083
1663,0.0008,0.1312,0.2881
1664,0.0339,0.1187,0.2472
1665,0.1239,0.1049,0.2486
1666,0.2296,0.0867,0.2696
1667,0.3121,0.0772,0.3079
1668,0.3653,0.0687,0.2752
1669,0.379,0.066,0.2782
1670,0.3539,0.0653,0.2612
1671,0.3024,0.0634,0.2281
1672,0.2184,0.0686,0.2271
1673,0.1176,0.0787,0.2289
1674,0.0326,0.0841,0.2234
1675,0.0008,0.0981,0.2042
1676,0,0.1212,0.2157
1677,0,0.1353,0.1815
1678,0,0.1357,0.169
1679,0,0.1276,0.166
1680,0,0.1154,0.165
1681,0,0.1052,0.1611
1682,0,0.0947,0.138
1683,0,0.0901,0.13
1684,0,0.0828,0.1247
1685,0,0.0774,0.1216
1686,0,0.0746,0.1258
1687,0.0007,0.0751,0.1342
1688,0.0214,0.0762,0.1364
1689,0.0797,0.071,0.1326
1690,0.1539,0.0658,0.1308
1691,0.2256,0.0702,0.124
1692,0.2778,0.0734,0.0759
1693,0.2849,0.071,0.0482
1694,0.2589,0.0685,0.06
1695,0.2059,0.0694,0.0667
1696,0.1411,0.079,0.0523
1697,0.0733,0.0857,0.0498
1698,0.0189,0.0888,0.0605
1699,0.0007,0.0991,0.079
1700,0,0.1156,0.1003
1701,0,0.1194,0.1631
1702,0,0.1109,0.151
1703,0,0.1062,0.0748
1704,0,0.0958,0.0686
1705,0,0.0863,0.0646
1706,0,0.0809,0.0756
1707,0,0.0788,0.0868
1708,0,0.0782,0.0787
1709,0,0.0827,0.0662
1710,0,0.0921,0.056
1711,0.0008,0.0977,0.052
1712,0.0217,0.0971,0.0458
1713,0.0828,0.0785,0.0502
1714,0.1606,0.0668,0.0613
1715,0.2208,0.0616,0.0539
1716,0.2542,0.0579,0.0461
1717,0.2502,0.0572,0.0288
1718,0.2218,0.0591,0.0214
1719,0.1796,0.0624,0.0215
1720,0.1252,0.0694,0.0255
1721,0.0671,0.0729,0.0232
1722,0.0189,0.0782,0.0396
1723,0.0008,0.086,0.0576
1724,0,0.0997,0.0773
1725,0,0.1081,0.1288
1726,0,0.1098,0.1512
1727,0,0.108,0.1344
1728,0,0.1095,0.12
1729,0,0.1116,0.1252
1730,0,0.1181,0.114
1731,0,0.1216,0.0898
1732,0,0.1249,0.0516
1733,0,0.1164,0.0182
1734,0,0.1162,0.0347
1735,0.0008,0.1237,0.0607
1736,0.0212,0.1314,0.0446
1737,0.0592,0.136,0.0419
1738,0.1114,0.1375,0.0541
1739,0.1574,0.1374,0.0546
1740,0.1971,0.1288,0.0393
1741,0.2343,0.1156,0.023
1742,0.2486,0.1127,0.019
1743,0.2286,0.1186,0.0166
1744,0.1758,0.1295,0.0229
1745,0.0994,0.1444,0.0311
1746,0.0319,0.1488,0.0476
1747,0.0015,0.1542,0.0533
1748,0,0.1609,0.0265
1749,0,0.1634,0.0227
1750,0,0.1544,0.0192
1751,0,0.1459,0.0182
1752,0,0.1381,0.01
1753,0,0.1288,0.0084
1754,0,0.1235,0.0083
1755,0,0.1205,0.0077
1756,0,0.1204,0.0087
1757,0,0.1189,0.0077
1758,0,0.1184,0.0116
1759,0.0022,0.1146,0.0171
1760,0.0489,0.103,0.0263
1761,0.1679,0.0833,0.0285
1762,0.3004,0.0724,0.0288
1763,0.4015,0.0674,0.0345
1764,0.4745,0.0611,0.0368
1765,0.509,0.0599,0.0476
1766,0.4962,0.0622,0.0538
1767,0.4291,0.0675,0.0538
1768,0.3166,0.0723,0.0659
1769,0.179,0.074,0.0721
1770,0.055,0.0742,0.0638
1771,0.0023,0.0794,0.0786
1772,0,0.0911,0.0698
1773,0,0.1002,0.0706
1774,0,0.0998,0.0689
1775,0,0.0932,0.06
1776,0,0.088,0.0368
1777,0,0.0848,0.0311
1778,0,0.0829,0.0399
1779,0,0.0808,0.0608
1780,0,0.0828,0.0608
1781,0,0.0832,0.0676
1782,0,0.0814,0.0785
1783,0.0012,0.0805,0.1227
1784,0.0189,0.0842,0.164
1785,0.0568,0.0898,0.1833
1786,0.093,0.0996,0.2005
1787,0.124,0.1113,0.2136
1788,0.1327,0.1325,0.2341
1789,0.1209,0.148,0.2309
1790,0.1071,0.1641,0.2129
1791,0.0946,0.1746,0.2171
1792,0.0794,0.1852,0.2527
1793,0.0524,0.1968,0.2736
1794,0.0179,0.1996,0.3083
1795,0.0012,0.1921,0.2714
1796,0,0.209,0.2716
1797,0,0.2092,0.3344
