Hour,PV,WindOnshore,WindOffshore
4218,0.1818,0.0738,0.0619
4219,0.0816,0.0901,0.0387
4220,0.0254,0.0796,0.0234
4221,0.0022,0.085,0.0116
4222,0,0.0931,0.0142
4223,0,0.0888,0.0554
4224,0,0.0802,0.009
4225,0,0.0754,0.0145
4226,0,0.0655,0.008
4227,0,0.0643,0.0045
4228,0.0001,0.0716,0.0054
4229,0.0072,0.0708,0.0127
4230,0.0384,0.0656,0.0194
4231,0.0957,0.0581,0.0073
4232,0.1788,0.0472,0.0089
4233,0.261,0.0452,0.0231
4234,0.3274,0.044,0.0271
4235,0.3899,0.0514,0.0374
4236,0.4235,0.0614,0.0732
4237,0.4259,0.0677,0.1384
4238,0.3974,0.091,0.1106
4239,0.3263,0.135,0.0734
4240,0.2442,0.1682,0.0898
4241,0.1582,0.1924,0.1259
4242,0.0864,0.19,0.1413
4243,0.0433,0.1812,0.1208
4244,0.0157,0.1834,0.1133
4245,0.0017,0.187,0.131
4246,0,0.1834,0.1558
4247,0,0.2089,0.194
4248,0,0.2209,0.1794
4249,0,0.2465,0.1313
4250,0,0.2388,0.1099
4251,0,0.2298,0.1063
4252,0,0.2223,0.1432
4253,0.0067,0.191,0.1264
4254,0.0402,0.1671,0.1385
4255,0.1089,0.1452,0.1546
4256,0.2097,0.151,0.1831
4257,0.3103,0.1704,0.2038
4258,0.3967,0.1869,0.2066
4259,0.4432,0.1804,0.2745
4260,0.4633,0.176,0.2789
4261,0.4564,0.1574,0.2786
4262,0.428,0.1499,0.3279
4263,0.3676,0.1436,0.3468
4264,0.3089,0.1233,0.3857
4265,0.2416,0.1076,0.3615
4266,0.1662,0.0923,0.325
4267,0.0868,0.0777,0.3359
4268,0.0288,0.0596,0.3444
4269,0.0027,0.06,0.3536
4270,0,0.0697,0.3642
4271,0,0.0834,0.3735
4272,0,0.0906,0.3425
4273,0,0.0955,0.3254
4274,0,0.105,0.2938
4275,0,0.1218,0.3328
4276,0.0001,0.1286,0.3374
4277,0.0068,0.1268,0.3884
4278,0.0436,0.118,0.3913
4279,0.1254,0.0967,0.4107
4280,0.2369,0.093,0.4362
4281,0.3489,0.122,0.5
4282,0.4276,0.1556,0.5266
4283,0.4691,0.1783,0.5222
4284,0.4934,0.1964,0.5204
4285,0.4773,0.2094,0.4803
4286,0.4348,0.2151,0.4622
4287,0.3853,0.2125,0.3975
4288,0.3232,0.2052,0.3542
4289,0.2466,0.1917,0.305
4290,0.159,0.1612,0.2454
4291,0.076,0.1266,0.205
4292,0.0232,0.0982,0.1694
4293,0.0021,0.0857,0.1606
4294,0,0.0914,0.18
4295,0,0.1019,0.216
4296,0,0.107,0.2187
4297,0,0.112,0.1975
4298,0,0.1132,0.178
4299,0,0.1048,0.1616
4300,0,0.0968,0.1323
4301,0.0066,0.0842,0.1048
4302,0.0422,0.0788,0.0792
4303,0.1109,0.0633,0.0614
4304,0.2034,0.0644,0.0618
4305,0.3106,0.07,0.0624
4306,0.4045,0.0763,0.059
4307,0.4729,0.083,0.053
4308,0.518,0.0788,0.0365
4309,0.5099,0.0689,0.0347
4310,0.4864,0.0622,0.0302
4311,0.4477,0.0538,0.0203
4312,0.3806,0.049,0.0112
4313,0.2928,0.047,0.0084
4314,0.1874,0.0435,0.0128
4315,0.0916,0.0434,0.0452
4316,0.0293,0.0499,0.0962
4317,0.0024,0.0704,0.2015
4318,0,0.1014,0.2972
4319,0,0.1339,0.396
4320,0,0.1578,0.4515
4321,0,0.1743,0.4927
4322,0,0.1865,0.385
4323,0,0.1886,0.2519
4324,0,0.1878,0.3208
4325,0.0046,0.19,0.4078
4326,0.034,0.188,0.34
4327,0.0943,0.1828,0.2976
4328,0.1963,0.2038,0.2513
4329,0.3107,0.2494,0.2239
4330,0.3886,0.2912,0.2012
4331,0.4412,0.3205,0.1736
4332,0.4997,0.3346,0.2459
4333,0.523,0.3339,0.2507
4334,0.5231,0.314,0.2806
4335,0.4976,0.3007,0.3413
4336,0.4237,0.2708,0.369
4337,0.3232,0.2316,0.4416
4338,0.2091,0.178,0.4624
4339,0.1005,0.1204,0.4179
4340,0.0302,0.0702,0.4517
4341,0.0022,0.0542,0.4646
4342,0,0.055,0.6101
4343,0,0.0647,0.6495
4344,0,0.0694,0.7215
4345,0,0.0743,0.6823
4346,0,0.0817,0.7348
4347,0,0.101,0.7263
4348,0,0.1142,0.7258
4349,0.0056,0.13,0.6819
4350,0.0308,0.1447,0.6161
4351,0.0713,0.1343,0.5018
4352,0.1124,0.121,0.3519
4353,0.1632,0.1222,0.2688
4354,0.2411,0.1443,0.1615
4355,0.322,0.174,0.1295
4356,0.3544,0.1885,0.151
4357,0.3548,0.1883,0.1523
4358,0.3514,0.181,0.1271
4359,0.3417,0.1632,0.1222
4360,0.295,0.1383,0.0911
4361,0.2288,0.1171,0.0416
4362,0.1501,0.0978,0.0225
4363,0.0759,0.075,0.0177
4364,0.0244,0.0656,0.0176
4365,0.0021,0.0672,0.0152
4366,0,0.087,0.013
4367,0,0.1117,0.0258
4368,0,0.1322,0.0578
4369,0,0.1448,0.1269
4370,0,0.1536,0.1946
4371,0,0.1656,0.3339
4372,0,0.1868,0.4647
4373,0.0071,0.2043,0.6656
4374,0.045,0.2135,0.7412
4375,0.1221,0.2035,0.7744
4376,0.226,0.2059,0.778
4377,0.327,0.23,0.7774
4378,0.405,0.2556,0.7712
4379,0.437,0.262,0.7317
4380,0.4328,0.2652,0.7004
4381,0.436,0.2532,0.5984
4382,0.4353,0.2355,0.4742
4383,0.415,0.2244,0.4132
4384,0.3623,0.2097,0.3524
4385,0.2816,0.1845,0.3465
4386,0.1835,0.1625,0.3923
4387,0.09,0.1336,0.405
4388,0.028,0.1221,0.3796
4389,0.0019,0.1342,0.3182
4390,0,0.1615,0.4314
4391,0,0.1853,0.5463
4392,0,0.2093,0.6038
4393,0,0.2346,0.6589
4394,0,0.2435,0.6584
4395,0,0.2378,0.6589
4396,0,0.2349,0.6506
4397,0.0053,0.2401,0.6889
4398,0.0345,0.2429,0.6848
4399,0.0809,0.2083,0.6542
4400,0.133,0.2008,0.6349
4401,0.1862,0.2165,0.6325
4402,0.2294,0.2313,0.5628
4403,0.257,0.2468,0.5589
4404,0.2756,0.2394,0.595
4405,0.2664,0.2396,0.5847
4406,0.2695,0.239,0.592
4407,0.2573,0.2219,0.6453
4408,0.2302,0.2085,0.6158
4409,0.1919,0.1907,0.595
4410,0.1422,0.1815,0.5937
4411,0.0765,0.1518,0.6016
4412,0.0285,0.1314,0.5994
4413,0.0032,0.119,0.6297
4414,0,0.1411,0.6486
4415,0,0.1749,0.6905
4416,0,0.1869,0.7106
4417,0,0.201,0.7371
4418,0,0.2065,0.7383
4419,0,0.1994,0.7106
4420,0,0.1897,0.6748
4421,0.007,0.1788,0.639
4422,0.0479,0.1522,0.5725
4423,0.1352,0.1163,0.4864
4424,0.2476,0.1064,0.5118
4425,0.3563,0.1184,0.5101
4426,0.4224,0.1466,0.5084
4427,0.4468,0.1583,0.5244
4428,0.451,0.1682,0.5209
4429,0.4251,0.1867,0.5256
4430,0.3844,0.1903,0.5042
4431,0.3517,0.1954,0.5021
4432,0.3034,0.1788,0.4731
4433,0.2374,0.154,0.4022
4434,0.158,0.1396,0.382
4435,0.081,0.1103,0.3615
4436,0.0273,0.0779,0.3282
4437,0.0025,0.0656,0.3398
4438,0,0.0666,0.34
4439,0,0.0747,0.3148
4440,0,0.0791,0.2852
4441,0,0.0739,0.3
4442,0,0.0717,0.3634
4443,0,0.0699,0.3676
4444,0,0.0696,0.3616
4445,0.0059,0.067,0.2828
4446,0.0404,0.0603,0.2122
4447,0.1135,0.046,0.1576
4448,0.2183,0.0388,0.1078
4449,0.3477,0.042,0.0815
4450,0.4628,0.0495,0.0815
4451,0.525,0.0558,0.0608
4452,0.5214,0.0571,0.0586
4453,0.5029,0.0556,0.0533
4454,0.4741,0.0562,0.0633
4455,0.4404,0.0526,0.0483
4456,0.377,0.0424,0.064
4457,0.2898,0.0324,0.0385
4458,0.195,0.0222,0.0294
4459,0.099,0.0116,0.0255
4460,0.0316,0.0076,0.0186
4461,0.0027,0.0122,0.0173
4462,0,0.0193,0.0156
4463,0,0.0315,0.0095
4464,0,0.0462,0.0115
4465,0,0.0645,0.0232
4466,0,0.0776,0.0425
4467,0,0.0876,0.0524
4468,0,0.0931,0.0583
4469,0.005,0.0952,0.0687
4470,0.039,0.0928,0.1125
4471,0.1077,0.0769,0.204
4472,0.2119,0.0657,0.2556
4473,0.3246,0.089,0.3367
4474,0.407,0.1316,0.4095
4475,0.4319,0.1843,0.4938
4476,0.4234,0.2333,0.5852
4477,0.4269,0.2817,0.6269
4478,0.4364,0.3378,0.6567
4479,0.424,0.3904,0.6822
4480,0.3787,0.43,0.704
4481,0.289,0.4646,0.6949
4482,0.1838,0.4841,0.6387
4483,0.0909,0.4914,0.6609
4484,0.0273,0.4714,0.7706
4485,0.0018,0.4462,0.7869
4486,0,0.4386,0.8285
4487,0,0.4523,0.8487
4488,0,0.4432,0.8436
4489,0,0.4346,0.8477
4490,0,0.4301,0.8534
4491,0,0.4122,0.8517
4492,0,0.3997,0.8482
4493,0.0053,0.383,0.8458
4494,0.0405,0.3688,0.8345
4495,0.1113,0.3767,0.8254
4496,0.2124,0.3929,0.7065
4497,0.3189,0.4187,0.7694
4498,0.4146,0.4311,0.7986
4499,0.4642,0.4383,0.7759
4500,0.4899,0.4493,0.7483
4501,0.5041,0.4498,0.7368
4502,0.4981,0.4482,0.6479
4503,0.4702,0.4379,0.6873
4504,0.4119,0.4226,0.6694
4505,0.3222,0.409,0.6573
4506,0.2076,0.3867,0.6591
4507,0.1046,0.3479,0.6101
4508,0.0332,0.2868,0.544
4509,0.0025,0.2334,0.45
4510,0,0.2064,0.373
4511,0,0.1945,0.3341
4512,0,0.1717,0.3209
4513,0,0.1612,0.2893
4514,0,0.1519,0.3039
4515,0,0.149,0.3494
4516,0,0.1352,0.3672
4517,0.0063,0.1202,0.3566
4518,0.0458,0.0965,0.2883
4519,0.1428,0.0642,0.259
4520,0.2818,0.0712,0.2483
4521,0.4163,0.0876,0.2887
4522,0.51,0.0916,0.352
4523,0.569,0.0841,0.4039
4524,0.6083,0.0852,0.4492
4525,0.6297,0.085,0.5274
4526,0.6068,0.0842,0.5504
4527,0.5538,0.0839,0.5442
4528,0.4617,0.081,0.5302
4529,0.3411,0.0791,0.5538
4530,0.21,0.07,0.5816
4531,0.0971,0.0519,0.5333
4532,0.0305,0.0333,0.4249
4533,0.0023,0.0239,0.3275
4534,0,0.0219,0.2623
4535,0,0.0241,0.2376
4536,0,0.0325,0.2342
4537,0,0.0491,0.2199
4538,0,0.0682,0.1897
4539,0,0.0879,0.1782
4540,0,0.1038,0.1681
4541,0.0054,0.1108,0.1559
4542,0.0425,0.1041,0.151
4543,0.1219,0.0842,0.1407
4544,0.2317,0.0591,0.1321
4545,0.3426,0.0438,0.11
4546,0.4424,0.0559,0.1463
4547,0.5114,0.0867,0.2264
4548,0.5268,0.129,0.353
4549,0.5039,0.1706,0.481
4550,0.4462,0.2168,0.5668
4551,0.3805,0.2546,0.5859
4552,0.3029,0.2596,0.6972
4553,0.2238,0.2825,0.7152
4554,0.1415,0.3121,0.6489
4555,0.075,0.3104,0.5842
4556,0.0256,0.2987,0.6203
4557,0.002,0.2946,0.625
4558,0,0.285,0.6399
4559,0,0.2879,0.6853
4560,0,0.2884,0.764
4561,0,0.2784,0.7118
4562,0,0.2606,0.6575
4563,0,0.2447,0.6008
4564,0,0.2407,0.5657
4565,0.0045,0.229,0.4534
4566,0.0373,0.2078,0.3184
4567,0.1061,0.1867,0.2
4568,0.208,0.1982,0.1705
4569,0.3213,0.2214,0.1786
4570,0.4071,0.2425,0.1582
4571,0.475,0.2389,0.1471
4572,0.5178,0.2303,0.1631
4573,0.5244,0.2254,0.1644
4574,0.5032,0.2128,0.1937
4575,0.4665,0.1982,0.217
4576,0.3945,0.1718,0.2444
4577,0.2956,0.1493,0.3427
4578,0.19,0.1172,0.3349
4579,0.093,0.078,0.3499
4580,0.027,0.0454,0.337
4581,0.0016,0.0358,0.4116
4582,0,0.0413,0.4326
4583,0,0.0546,0.4895
4584,0,0.0713,0.549
4585,0,0.0927,0.6056
4586,0,0.113,0.6254
4587,0,0.1289,0.6454
4588,0,0.1425,0.6627
4589,0.0048,0.1498,0.6353
4590,0.0399,0.1456,0.617
4591,0.1248,0.133,0.6015
4592,0.2566,0.1075,0.6251
4593,0.3966,0.1082,0.6502
4594,0.507,0.1383,0.6556
4595,0.582,0.1581,0.6328
4596,0.6178,0.17,0.5732
4597,0.6205,0.1747,0.5391
4598,0.5976,0.1755,0.4624
4599,0.5415,0.1711,0.3948
4600,0.4536,0.1571,0.3167
4601,0.3316,0.1311,0.3996
4602,0.2011,0.0975,0.3919
4603,0.0898,0.0699,0.4647
4604,0.0266,0.0685,0.4049
4605,0.0017,0.0903,0.427
4606,0,0.1181,0.452
4607,0,0.15,0.5606
4608,0,0.1818,0.6996
4609,0,0.2043,0.7162
4610,0,0.2344,0.5665
4611,0,0.2287,0.4949
4612,0,0.2114,0.4932
4613,0.0044,0.2008,0.5752
4614,0.0395,0.1983,0.6305
4615,0.1134,0.1799,0.6234
4616,0.2155,0.1905,0.6174
4617,0.3256,0.2225,0.6912
4618,0.4258,0.2683,0.6749
4619,0.4943,0.3204,0.6884
4620,0.5058,0.3556,0.6963
4621,0.4854,0.382,0.712
4622,0.4459,0.3955,0.6918
4623,0.394,0.3935,0.6928
4624,0.3132,0.3864,0.6765
4625,0.227,0.3682,0.6559
4626,0.1524,0.3392,0.6567
4627,0.0788,0.2857,0.7027
4628,0.026,0.2216,0.7524
4629,0.002,0.1856,0.7962
4630,0,0.1795,0.7957
4631,0,0.1868,0.7809
4632,0,0.1832,0.7685
4633,0,0.1808,0.7299
4634,0,0.1636,0.6904
4635,0,0.1596,0.6109
4636,0,0.1559,0.5376
4637,0.0031,0.1469,0.4746
4638,0.0268,0.148,0.4223
4639,0.0765,0.1339,0.3966
4640,0.1481,0.1308,0.3963
4641,0.2219,0.1451,0.3845
4642,0.2896,0.1624,0.4388
4643,0.3349,0.1834,0.4452
4644,0.3667,0.1859,0.4584
4645,0.3647,0.1826,0.4432
4646,0.3302,0.1739,0.3398
4647,0.2783,0.1598,0.2639
4648,0.2164,0.1314,0.167
4649,0.1523,0.0998,0.1104
4650,0.1016,0.0842,0.064
4651,0.0565,0.0619,0.0696
4652,0.0194,0.0503,0.0475
4653,0.0016,0.0432,0.0361
4654,0,0.0484,0.0309
4655,0,0.05,0.034
4656,0,0.0486,0.0315
4657,0,0.0426,0.0254
4658,0,0.0335,0.0294
4659,0,0.0307,0.0288
4660,0,0.0281,0.0277
4661,0.0032,0.0294,0.0286
4662,0.0295,0.0337,0.0377
4663,0.0838,0.0286,0.0315
4664,0.159,0.0192,0.0366
4665,0.2508,0.0192,0.0315
4666,0.3278,0.0234,0.0301
4667,0.3683,0.0294,0.0234
4668,0.3782,0.0496,0.0289
4669,0.3433,0.0655,0.032
4670,0.3155,0.07,0.0309
4671,0.2852,0.07,0.0595
4672,0.2343,0.0777,0.0912
4673,0.1677,0.0788,0.084
4674,0.1062,0.0894,0.0953
4675,0.0533,0.0867,0.0949
4676,0.0159,0.0792,0.1125
4677,0.0013,0.0737,0.1351
4678,0,0.0762,0.1255
4679,0,0.0878,0.1238
4680,0,0.0988,0.1767
4681,0,0.1138,0.2234
4682,0,0.1276,0.2709
4683,0,0.132,0.36
4684,0,0.1317,0.4239
4685,0.002,0.1395,0.4794
4686,0.0196,0.1416,0.5066
4687,0.0596,0.1407,0.5137
4688,0.1199,0.1455,0.5088
4689,0.1851,0.1744,0.5276
4690,0.2433,0.2148,0.5611
4691,0.2892,0.2471,0.5951
4692,0.3172,0.2645,0.5341
4693,0.3313,0.2729,0.6203
4694,0.3366,0.2785,0.6107
4695,0.3177,0.284,0.6063
4696,0.2832,0.2857,0.6497
4697,0.2246,0.2948,0.6752
4698,0.1475,0.3073,0.6898
4699,0.0718,0.3105,0.7041
4700,0.0208,0.3122,0.7031
4701,0.0011,0.3222,0.7096
4702,0,0.3324,0.7282
4703,0,0.3369,0.7194
4704,0,0.3314,0.7306
4705,0,0.3267,0.7195
4706,0,0.3278,0.7176
4707,0,0.3208,0.7295
4708,0,0.3221,0.7165
4709,0.002,0.3216,0.6976
4710,0.0242,0.3196,0.7064
4711,0.076,0.3015,0.7133
4712,0.1532,0.2957,0.6887
4713,0.235,0.2959,0.6783
4714,0.2992,0.2987,0.6441
4715,0.3294,0.2947,0.6026
4716,0.3375,0.2976,0.581
4717,0.3464,0.2988,0.5804
4718,0.3476,0.2909,0.5333
4719,0.3274,0.2835,0.4821
4720,0.2892,0.2695,0.4237
4721,0.229,0.2439,0.3662
4722,0.1577,0.2046,0.314
4723,0.0836,0.1501,0.2817
4724,0.0259,0.1096,0.2485
4725,0.0016,0.0809,0.2691
4726,0,0.0761,0.2648
4727,0,0.0726,0.3233
4728,0,0.074,0.3796
4729,0,0.0771,0.4182
4730,0,0.0856,0.4384
4731,0,0.0969,0.4236
4732,0,0.0981,0.5258
4733,0.0031,0.0972,0.5492
4734,0.0305,0.0963,0.5334
4735,0.0989,0.0832,0.5302
4736,0.2035,0.0732,0.5439
4737,0.3123,0.0824,0.5618
4738,0.3922,0.1038,0.5512
4739,0.4141,0.1119,0.5002
4740,0.4306,0.1115,0.389
4741,0.4444,0.1135,0.287
4742,0.4352,0.1126,0.2602
4743,0.4022,0.1134,0.2178
4744,0.3376,0.1081,0.2218
4745,0.2462,0.1064,0.2614
4746,0.1478,0.1037,0.2599
4747,0.0694,0.0949,0.2343
4748,0.0181,0.0791,0.2178
4749,0.0009,0.0694,0.2553
4750,0,0.068,0.2409
4751,0,0.0719,0.1767
4752,0,0.0668,0.1454
4753,0,0.0653,0.1535
4754,0,0.0657,0.1526
4755,0,0.0607,0.1069
4756,0,0.0589,0.0883
4757,0.0018,0.0522,0.0673
4758,0.0197,0.0439,0.0573
4759,0.0661,0.0385,0.0562
4760,0.1354,0.0356,0.0625
4761,0.2288,0.043,0.0654
4762,0.3174,0.0608,0.064
4763,0.3812,0.0798,0.0946
4764,0.4064,0.104,0.1633
4765,0.401,0.1223,0.2188
4766,0.3857,0.1466,0.2577
4767,0.358,0.1622,0.2498
4768,0.3226,0.1609,0.234
4769,0.2541,0.1535,0.2483
4770,0.1728,0.1329,0.2537
4771,0.0863,0.1047,0.2546
4772,0.0252,0.09,0.236
4773,0.0014,0.0855,0.2403
4774,0,0.0807,0.226
4775,0,0.0763,0.2278
4776,0,0.0714,0.2163
4777,0,0.0686,0.2212
4778,0,0.0667,0.2681
4779,0,0.0699,0.2442
4780,0,0.0714,0.2024
4781,0.0024,0.0742,0.1843
4782,0.0291,0.074,0.1919
4783,0.0954,0.0627,0.1701
4784,0.1948,0.0604,0.1062
4785,0.3213,0.0718,0.0864
4786,0.4381,0.0887,0.0964
4787,0.4996,0.107,0.1536
4788,0.5182,0.1235,0.153
4789,0.5196,0.1377,0.144
4790,0.5153,0.143,0.1724
4791,0.4861,0.134,0.2056
4792,0.4213,0.1297,0.2354
4793,0.3251,0.1212,0.2732
4794,0.2047,0.1028,0.2787
4795,0.0937,0.0843,0.2557
4796,0.0254,0.0566,0.1996
4797,0.0014,0.0482,0.1444
4798,0,0.0483,0.1237
4799,0,0.0484,0.1318
4800,0,0.0498,0.1184
4801,0,0.0509,0.1164
4802,0,0.049,0.0745
4803,0,0.0444,0.0793
4804,0,0.0382,0.0806
4805,0.0028,0.0324,0.0785
4806,0.032,0.0285,0.0801
4807,0.1141,0.0229,0.0602
4808,0.2397,0.0151,0.0533
4809,0.3684,0.0143,0.0498
4810,0.4816,0.0204,0.0486
4811,0.559,0.0254,0.0508
4812,0.6024,0.0314,0.0373
4813,0.6119,0.0348,0.0383
4814,0.5885,0.039,0.0266
4815,0.5401,0.0384,0.0146
4816,0.4564,0.0336,0.0079
4817,0.3427,0.0304,0.0044
4818,0.2134,0.0271,0.0029
4819,0.0938,0.0248,0.0041
4820,0.0255,0.0261,0.0094
4821,0.0015,0.0414,0.0275
4822,0,0.0605,0.057
4823,0,0.0705,0.0815
4824,0,0.0754,0.1032
4825,0,0.0756,0.1394
4826,0,0.076,0.1726
4827,0,0.075,0.1892
4828,0,0.077,0.2164
4829,0.003,0.0789,0.254
4830,0.0332,0.0778,0.2895
4831,0.1235,0.0614,0.3193
4832,0.2633,0.0363,0.3106
4833,0.4084,0.035,0.3078
4834,0.5236,0.0394,0.3312
4835,0.599,0.048,0.3594
4836,0.6362,0.0565,0.4298
4837,0.6473,0.0651,0.5213
4838,0.6281,0.0732,0.5714
4839,0.5778,0.0841,0.63
4840,0.4883,0.0944,0.6747
4841,0.3659,0.1052,0.6654
4842,0.2135,0.1057,0.6335
4843,0.0818,0.0986,0.6299
4844,0.0174,0.1335,0.5964
4845,0.0008,0.1852,0.4717
4846,0,0.2097,0.4078
4847,0,0.2017,0.4089
4848,0,0.1775,0.404
4849,0,0.1611,0.3354
4850,0,0.1536,0.234
4851,0,0.1597,0.1428
4852,0,0.1465,0.0796
4853,0.0021,0.1363,0.0551
4854,0.0246,0.127,0.0881
4855,0.0731,0.0877,0.086
4856,0.13,0.055,0.0703
4857,0.1994,0.052,0.0501
4858,0.2834,0.0562,0.0288
4859,0.3503,0.0596,0.0249
4860,0.4052,0.0582,0.0346
4861,0.4349,0.0534,0.0398
4862,0.4155,0.0482,0.0334
4863,0.3712,0.0413,0.0287
4864,0.3286,0.037,0.0303
4865,0.2504,0.0422,0.0451
4866,0.1628,0.0527,0.075
4867,0.0798,0.0497,0.1011
4868,0.0215,0.0514,0.0881
4869,0.0009,0.0557,0.0856
4870,0,0.062,0.1
4871,0,0.0632,0.0904
4872,0,0.0611,0.076
4873,0,0.0546,0.0838
4874,0,0.0498,0.077
4875,0,0.0417,0.0922
4876,0,0.0368,0.0986
4877,0.0023,0.0348,0.1082
4878,0.0307,0.0336,0.14
4879,0.1052,0.0242,0.1592
4880,0.2075,0.0164,0.1706
4881,0.3263,0.021,0.1736
4882,0.431,0.0298,0.1351
4883,0.5023,0.0364,0.1199
4884,0.5312,0.0381,0.1082
4885,0.5332,0.0429,0.0744
4886,0.5011,0.0456,0.0577
4887,0.4352,0.0513,0.0641
4888,0.3369,0.056,0.0837
4889,0.227,0.0766,0.0968
4890,0.1286,0.0886,0.1128
4891,0.0591,0.0971,0.1365
4892,0.0155,0.0901,0.1394
4893,0.0009,0.0949,0.1066
4894,0,0.1001,0.0988
4895,0,0.101,0.0977
4896,0,0.0861,0.0918
4897,0,0.0764,0.0973
4898,0,0.069,0.1006
4899,0,0.0594,0.1038
4900,0,0.0539,0.1015
4901,0.0018,0.0489,0.1036
4902,0.025,0.0422,0.0808
4903,0.0824,0.0269,0.0676
4904,0.1595,0.0127,0.0694
4905,0.2486,0.0103,0.0708
4906,0.3276,0.0142,0.0617
4907,0.3736,0.0212,0.0448
4908,0.3914,0.0259,0.0315
4909,0.3994,0.0262,0.018
4910,0.3892,0.026,0.0108
4911,0.3636,0.0256,0.0088
4912,0.3059,0.0264,0.012
4913,0.2202,0.0304,0.0139
4914,0.1352,0.0315,0.0134
4915,0.0643,0.0343,0.0202
4916,0.0167,0.0384,0.014
4917,0.0009,0.0437,0.0064
4918,0,0.0478,0.0029
4919,0,0.0435,0.0012
4920,0,0.0371,0.0024
4921,0,0.0288,0.0048
4922,0,0.0242,0.0036
4923,0,0.0206,0.0016
4924,0,0.0184,0.0009
4925,0.0014,0.0192,0.0009
4926,0.0221,0.0189,0.0007
4927,0.0762,0.0124,0.0005
4928,0.1568,0.0058,0.0005
4929,0.2602,0.0044,0.0007
4930,0.3603,0.0034,0.0008
4931,0.441,0.0031,0.0003
4932,0.4997,0.0038,0.0006
4933,0.5167,0.006,0.0012
4934,0.4984,0.0097,0.0016
4935,0.4381,0.0134,0.0058
4936,0.3644,0.0186,0.0219
4937,0.2702,0.0206,0.0205
4938,0.1673,0.0219,0.016
4939,0.0772,0.0186,0.0149
4940,0.0194,0.019,0.0105
4941,0.0008,0.0218,0.0104
4942,0,0.0244,0.0095
4943,0,0.025,0.0126
4944,0,0.0241,0.0143
4945,0,0.0215,0.024
4946,0,0.0186,0.0466
4947,0,0.015,0.0761
4948,0,0.0118,0.1002
4949,0.0017,0.0116,0.1313
4950,0.0262,0.0124,0.1364
4951,0.0918,0.0112,0.1597
4952,0.1862,0.0071,0.1723
4953,0.2949,0.0087,0.2126
4954,0.4056,0.0135,0.2219
4955,0.4718,0.02,0.2066
4956,0.493,0.0283,0.1821
4957,0.479,0.0411,0.1983
4958,0.4346,0.0458,0.1874
4959,0.3774,0.0485,0.1753
4960,0.3011,0.0541,0.1744
4961,0.2277,0.0552,0.1817
4962,0.1474,0.0577,0.1716
4963,0.0707,0.0519,0.1746
4964,0.0178,0.0449,0.1469
4965,0.0006,0.0397,0.136
4966,0,0.0375,0.12
4967,0,0.0371,0.0969
4968,0,0.0402,0.0961
4969,0,0.0428,0.1007
4970,0,0.0442,0.1162
4971,0,0.0463,0.1187
4972,0,0.0478,0.1044
4973,0.0013,0.047,0.1104
4974,0.0228,0.0404,0.0963
4975,0.0801,0.03,0.0825
4976,0.176,0.0224,0.0602
4977,0.2795,0.0218,0.0546
4978,0.3682,0.024,0.0527
4979,0.4291,0.0299,0.0426
4980,0.4453,0.0363,0.04
4981,0.4387,0.036,0.0373
4982,0.4126,0.037,0.0306
4983,0.3758,0.0363,0.0272
4984,0.3226,0.0382,0.0212
4985,0.2366,0.0335,0.0216
4986,0.1506,0.0306,0.0168
4987,0.0694,0.0249,0.0108
4988,0.0166,0.0238,0.0034
4989,0.0005,0.0264,0.0044
4990,0,0.0286,0.0096
4991,0,0.0304,0.0098
4992,0,0.0366,0.0101
4993,0,0.0373,0.0158
4994,0,0.0339,0.0299
4995,0,0.0344,0.0333
4996,0,0.0391,0.0354
4997,0.001,0.0454,0.0478
4998,0.0199,0.052,0.0733
4999,0.071,0.049,0.0956
5000,0.1458,0.04,0.122
5001,0.2379,0.0358,0.1475
5002,0.3372,0.0481,0.1754
5003,0.4179,0.0574,0.211
5004,0.4535,0.0647,0.2211
5005,0.4482,0.0808,0.2432
5006,0.4201,0.0998,0.2928
5007,0.3672,0.1155,0.3817
5008,0.3042,0.1215,0.3626
5009,0.2254,0.1071,0.3969
5010,0.1382,0.0917,0.3806
5011,0.0633,0.073,0.3753
5012,0.0156,0.0612,0.3039
5013,0.0004,0.0616,0.2177
5014,0,0.0725,0.1797
5015,0,0.077,0.1497
5016,0,0.0706,0.1199
5017,0,0.0652,0.1043
5018,0,0.0611,0.0802
5019,0,0.0543,0.0642
5020,0,0.0472,0.086
5021,0.0011,0.0401,0.0859
5022,0.0219,0.0334,0.0754
5023,0.083,0.0265,0.0586
5024,0.1666,0.0175,0.0309
5025,0.2644,0.0147,0.0113
5026,0.3581,0.017,0.0071
5027,0.4059,0.025,0.0047
5028,0.4155,0.0357,0.0053
5029,0.4012,0.0428,0.0059
5030,0.3811,0.0464,0.0066
5031,0.3523,0.0466,0.0094
5032,0.3091,0.0452,0.0111
5033,0.2389,0.0458,0.0163
5034,0.1475,0.0394,0.0147
5035,0.0661,0.0364,0.0202
5036,0.014,0.0365,0.0234
5037,0.0004,0.047,0.0237
5038,0,0.058,0.0331
5039,0,0.0686,0.0418
5040,0,0.0786,0.054
5041,0,0.0815,0.0469
5042,0,0.0816,0.0531
5043,0,0.0859,0.0525
5044,0,0.0868,0.0337
5045,0.0009,0.0824,0.0217
5046,0.0183,0.0866,0.0241
5047,0.0678,0.0798,0.0236
5048,0.1508,0.0718,0.0341
5049,0.2445,0.0804,0.0657
